Comission;Voters;Com_Ballots;Home_Ballots;Home_B_Box;Com_B_Box;Invalid;Rodina;Kommunisty_Rossii;Pensionery;United_Russia;Zelenye;Civic_Platform;LDPR;PARNAS;Partiia_Rosta;Civic_Power;YABLOKO;KPRF;Patriots_of_Russia;A_Just_Russia
”»  π163;2033†;1959†;14†;14†;1959†;1†;0.0041;0.0086;0.0005;0.9650;0.0076;0.0000;0.0005;0.0000;0.0035;0.0010;0.0005;0.0005;0.0046;0.0030
”»  π164;2114†;2031†;11†;11†;2031†;1†;0.0069;0.0064;0.0000;0.9740;0.0029;0.0000;0.0000;0.0000;0.0000;0.0005;0.0000;0.0000;0.0049;0.0039
”»  π165;1967†;1911†;18†;18†;1911†;1†;0.0036;0.0026;0.0000;0.9819;0.0036;0.0000;0.0000;0.0000;0.0000;0.0005;0.0000;0.0000;0.0031;0.0041
”»  π166;1953†;1908†;14†;14†;1908†;1†;0.0016;0.0021;0.0000;0.9891;0.0016;0.0005;0.0000;0.0000;0.0005;0.0000;0.0005;0.0000;0.0016;0.0021
”»  π167;2214†;2119†;16†;16†;2119†;1†;0.0019;0.0098;0.0005;0.9677;0.0047;0.0005;0.0005;0.0000;0.0028;0.0009;0.0005;0.0005;0.0061;0.0033
”»  π168;2033†;1934†;12†;12†;1934†;1†;0.0031;0.0103;0.0000;0.9609;0.0108;0.0000;0.0000;0.0000;0.0036;0.0005;0.0000;0.0005;0.0051;0.0046
”»  π169;2404†;2281†;13†;13†;2281†;1†;0.0031;0.0118;0.0004;0.9608;0.0118;0.0000;0.0004;0.0000;0.0013;0.0009;0.0004;0.0000;0.0061;0.0026
”»  π170;2254†;2126†;16†;16†;2126†;1†;0.0014;0.0135;0.0000;0.9580;0.0117;0.0005;0.0000;0.0000;0.0033;0.0005;0.0000;0.0005;0.0042;0.0061
”»  π171;1987†;1887†;15†;15†;1887†;1†;0.0021;0.0131;0.0000;0.9590;0.0121;0.0000;0.0005;0.0000;0.0026;0.0005;0.0005;0.0000;0.0026;0.0063
”»  π172;2576†;2473†;16†;16†;2473†;1†;0.0024;0.0088;0.0008;0.9630;0.0112;0.0004;0.0000;0.0000;0.0016;0.0012;0.0004;0.0000;0.0068;0.0028
”»  π173;2062†;1973†;17†;17†;1973†;1†;0.0015;0.0116;0.0000;0.9688;0.0075;0.0005;0.0000;0.0000;0.0010;0.0010;0.0000;0.0000;0.0030;0.0045
”»  π174;2031†;1952†;14†;14†;1952†;1†;0.0010;0.0102;0.0000;0.9649;0.0097;0.0000;0.0000;0.0005;0.0015;0.0005;0.0000;0.0005;0.0071;0.0036
”»  π175;1935†;1844†;12†;12†;1844†;0†;0.0022;0.0075;0.0011;0.9682;0.0086;0.0005;0.0000;0.0000;0.0027;0.0011;0.0005;0.0000;0.0032;0.0043
”»  π176;1701†;1614†;8†;8†;1614†;0†;0.0037;0.0092;0.0006;0.9581;0.0136;0.0000;0.0000;0.0000;0.0012;0.0006;0.0006;0.0012;0.0049;0.0062
”»  π177;849†;808†;3†;3†;808†;0†;0.0037;0.0160;0.0000;0.9630;0.0049;0.0012;0.0000;0.0000;0.0037;0.0000;0.0000;0.0000;0.0025;0.0049
”»  π178;589†;554†;4†;4†;554†;0†;0.0036;0.0072;0.0018;0.9642;0.0054;0.0000;0.0000;0.0000;0.0072;0.0000;0.0018;0.0000;0.0054;0.0036
”»  π179;1575†;1504†;6†;6†;1504†;0†;0.0026;0.0060;0.0007;0.9675;0.0079;0.0007;0.0000;0.0000;0.0020;0.0000;0.0007;0.0000;0.0053;0.0066
”»  π180;397†;376†;4†;4†;376†;0†;0.0026;0.0053;0.0053;0.9684;0.0053;0.0000;0.0000;0.0000;0.0026;0.0026;0.0000;0.0026;0.0000;0.0053
”»  π181;306†;286†;3†;3†;286†;0†;0.0069;0.0035;0.0035;0.9550;0.0035;0.0035;0.0000;0.0000;0.0035;0.0035;0.0000;0.0035;0.0104;0.0035
”»  π182;170†;154†;2†;2†;154†;0†;0.0064;0.0064;0.0000;0.9551;0.0064;0.0000;0.0000;0.0000;0.0000;0.0064;0.0064;0.0000;0.0064;0.0064
”»  π183;174†;159†;2†;2†;159†;0†;0.0124;0.0124;0.0000;0.9441;0.0062;0.0000;0.0000;0.0000;0.0000;0.0000;0.0062;0.0062;0.0124;0.0000
”»  π184;292†;279†;2†;2†;279†;0†;0.0107;0.0071;0.0036;0.9466;0.0036;0.0000;0.0000;0.0000;0.0036;0.0036;0.0000;0.0071;0.0036;0.0107
”»  π185;515†;487†;3†;3†;487†;0†;0.0082;0.0061;0.0000;0.9551;0.0061;0.0000;0.0000;0.0000;0.0061;0.0041;0.0020;0.0020;0.0061;0.0041
”»  π186;393†;374†;2†;2†;374†;1†;0.0000;0.0080;0.0027;0.9335;0.0106;0.0000;0.0000;0.0000;0.0053;0.0027;0.0027;0.0000;0.0239;0.0080
”»  π187;998†;938†;3†;3†;938†;1†;0.0032;0.0064;0.0011;0.9522;0.0074;0.0000;0.0000;0.0000;0.0032;0.0011;0.0000;0.0000;0.0170;0.0074
”»  π188;1495†;1415†;8†;8†;1415†;1†;0.0028;0.0056;0.0007;0.9529;0.0063;0.0000;0.0000;0.0000;0.0042;0.0007;0.0007;0.0000;0.0190;0.0063
”»  π189;1389†;1310†;7†;7†;1310†;1†;0.0046;0.0091;0.0008;0.9506;0.0099;0.0000;0.0008;0.0000;0.0008;0.0008;0.0008;0.0000;0.0159;0.0053
”»  π190;2021†;1892†;11†;11†;1892†;1†;0.0026;0.0121;0.0005;0.9532;0.0089;0.0000;0.0000;0.0000;0.0011;0.0011;0.0005;0.0000;0.0121;0.0074
”»  π191;1906†;1781†;8†;8†;1781†;1†;0.0017;0.0145;0.0006;0.9553;0.0078;0.0000;0.0000;0.0000;0.0017;0.0011;0.0006;0.0000;0.0106;0.0056
”»  π192;1522†;1443†;6†;6†;1443†;1†;0.0014;0.0152;0.0007;0.9517;0.0062;0.0007;0.0000;0.0000;0.0028;0.0007;0.0007;0.0000;0.0104;0.0090
”»  π193;1483†;1401†;7†;7†;1401†;1†;0.0021;0.0135;0.0007;0.9560;0.0071;0.0000;0.0000;0.0000;0.0014;0.0007;0.0000;0.0000;0.0135;0.0043
”»  π194;2740†;2601†;13†;13†;2601†;1†;0.0015;0.0092;0.0004;0.9518;0.0080;0.0000;0.0004;0.0000;0.0011;0.0004;0.0004;0.0000;0.0084;0.0180
”»  π195;2395†;2281†;12†;12†;2281†;1†;0.0026;0.0096;0.0004;0.9503;0.0074;0.0004;0.0000;0.0000;0.0022;0.0009;0.0000;0.0000;0.0113;0.0144
”»  π196;2092†;1958†;14†;14†;1958†;1†;0.0015;0.0096;0.0005;0.9523;0.0081;0.0000;0.0000;0.0000;0.0020;0.0015;0.0000;0.0000;0.0117;0.0122
”»  π197;1983†;1861†;12†;12†;1861†;1†;0.0021;0.0048;0.0000;0.9482;0.0069;0.0000;0.0000;0.0000;0.0011;0.0005;0.0005;0.0000;0.0112;0.0240
”»  π198;2406†;2250†;9†;9†;2250†;2†;0.0013;0.0053;0.0009;0.9433;0.0115;0.0000;0.0004;0.0000;0.0018;0.0009;0.0000;0.0000;0.0075;0.0261
”»  π199;1990†;1880†;9†;9†;1880†;1†;0.0021;0.0048;0.0005;0.9423;0.0090;0.0005;0.0000;0.0000;0.0011;0.0005;0.0000;0.0000;0.0079;0.0307
”»  π200;2535†;2358†;11†;11†;2358†;1†;0.0021;0.0046;0.0004;0.9430;0.0156;0.0000;0.0000;0.0000;0.0013;0.0013;0.0004;0.0000;0.0055;0.0253
”»  π201;1422†;1358†;6†;6†;1358†;1†;0.0022;0.0066;0.0007;0.9413;0.0147;0.0000;0.0000;0.0000;0.0015;0.0015;0.0007;0.0000;0.0088;0.0213
”»  π202;1693†;1602†;7†;7†;1602†;1†;0.0025;0.0068;0.0006;0.9397;0.0149;0.0006;0.0000;0.0000;0.0025;0.0006;0.0006;0.0000;0.0081;0.0224
”»  π203;582†;539†;4†;4†;539†;1†;0.0037;0.0110;0.0018;0.9282;0.0110;0.0000;0.0000;0.0000;0.0055;0.0000;0.0018;0.0018;0.0184;0.0147
”»  π204;796†;758†;5†;5†;758†;1†;0.0079;0.0092;0.0013;0.9345;0.0118;0.0013;0.0000;0.0000;0.0026;0.0000;0.0000;0.0000;0.0170;0.0131
”»  π205;2442†;2331†;12†;12†;2331†;1†;0.0034;0.0051;0.0004;0.9441;0.0068;0.0000;0.0000;0.0000;0.0004;0.0004;0.0004;0.0000;0.0090;0.0294
”»  π206;1353†;1244†;6†;6†;1244†;1†;0.0024;0.0032;0.0008;0.9688;0.0040;0.0008;0.0000;0.0000;0.0016;0.0000;0.0000;0.0000;0.0144;0.0032
”»  π207;1339†;1234†;7†;7†;1234†;0†;0.0016;0.0089;0.0000;0.9645;0.0040;0.0008;0.0000;0.0000;0.0016;0.0008;0.0000;0.0008;0.0056;0.0113
”»  π208;1490†;1383†;8†;8†;1383†;1†;0.0029;0.0093;0.0007;0.9648;0.0050;0.0000;0.0000;0.0007;0.0022;0.0014;0.0007;0.0000;0.0036;0.0079
”»  π209;1004†;931†;10†;10†;931†;0†;0.0032;0.0021;0.0000;0.9649;0.0096;0.0011;0.0000;0.0000;0.0011;0.0000;0.0011;0.0074;0.0096;0.0000
”»  π210;1960†;1830†;8†;8†;1830†;1†;0.0022;0.0076;0.0022;0.9635;0.0049;0.0000;0.0000;0.0005;0.0038;0.0016;0.0000;0.0005;0.0016;0.0109
”»  π211;2464†;2317†;14†;14†;2317†;0†;0.0026;0.0051;0.0004;0.9653;0.0060;0.0000;0.0004;0.0000;0.0056;0.0004;0.0009;0.0000;0.0077;0.0056
”»  π212;795†;738†;5†;5†;738†;0†;0.0000;0.0108;0.0000;0.9650;0.0040;0.0000;0.0000;0.0000;0.0027;0.0013;0.0013;0.0013;0.0108;0.0027
”»  π213;1467†;1365†;9†;9†;1365†;1†;0.0000;0.0066;0.0007;0.9636;0.0080;0.0007;0.0000;0.0000;0.0022;0.0015;0.0007;0.0000;0.0087;0.0066
”»  π214;1629†;1491†;11†;11†;1491†;0†;0.0013;0.0126;0.0000;0.9654;0.0093;0.0000;0.0000;0.0000;0.0000;0.0007;0.0000;0.0000;0.0040;0.0067
”»  π215;1592†;1477†;14†;14†;1477†;0†;0.0007;0.0141;0.0000;0.9651;0.0047;0.0007;0.0000;0.0000;0.0013;0.0020;0.0007;0.0000;0.0107;0.0000
”»  π216;2879†;2692†;11†;11†;2692†;3†;0.0026;0.0052;0.0000;0.9641;0.0067;0.0004;0.0000;0.0000;0.0063;0.0007;0.0000;0.0004;0.0052;0.0074
”»  π217;1973†;1856†;13†;13†;1856†;0†;0.0032;0.0064;0.0000;0.9652;0.0059;0.0000;0.0000;0.0005;0.0011;0.0005;0.0000;0.0005;0.0102;0.0064
”»  π218;2916†;2718†;9†;9†;2718†;0†;0.0004;0.0055;0.0011;0.9648;0.0084;0.0000;0.0004;0.0004;0.0040;0.0011;0.0004;0.0007;0.0062;0.0066
”»  π219;1806†;1695†;6†;6†;1695†;0†;0.0012;0.0094;0.0012;0.9653;0.0012;0.0006;0.0000;0.0000;0.0029;0.0006;0.0000;0.0000;0.0106;0.0071
”»  π220;2882†;2710†;11†;11†;2710†;1†;0.0029;0.0066;0.0015;0.9651;0.0026;0.0004;0.0000;0.0004;0.0011;0.0007;0.0004;0.0000;0.0062;0.0118
”»  π221;1804†;1660†;7†;7†;1660†;0†;0.0012;0.0090;0.0000;0.9652;0.0054;0.0000;0.0006;0.0000;0.0024;0.0006;0.0000;0.0006;0.0012;0.0138
”»  π222;2182†;2021†;10†;10†;2021†;0†;0.0034;0.0084;0.0000;0.9655;0.0094;0.0000;0.0000;0.0005;0.0005;0.0010;0.0000;0.0000;0.0034;0.0079
”»  π223;1488†;1403†;8†;8†;1403†;0†;0.0035;0.0035;0.0000;0.9653;0.0113;0.0000;0.0000;0.0000;0.0014;0.0007;0.0007;0.0000;0.0000;0.0135
”»  π452;700†;678†;0†;0†;678†;0†;0.0000;0.0088;0.0000;0.9646;0.0059;0.0015;0.0000;0.0000;0.0000;0.0015;0.0000;0.0015;0.0044;0.0118
”»  π453;1816†;1761†;0†;0†;1761†;1†;0.0011;0.0062;0.0011;0.9648;0.0045;0.0006;0.0000;0.0006;0.0028;0.0017;0.0006;0.0011;0.0068;0.0074
”»  π224;2441†;2362†;23†;23†;2362†;2†;0.0025;0.0088;0.0000;0.9577;0.0008;0.0004;0.0004;0.0000;0.0013;0.0000;0.0004;0.0000;0.0059;0.0210
”»  π225;649†;602†;6†;6†;602†;0†;0.0000;0.0082;0.0000;0.9572;0.0099;0.0000;0.0000;0.0000;0.0016;0.0000;0.0016;0.0000;0.0016;0.0197
”»  π226;2772†;2584†;17†;17†;2584†;2†;0.0027;0.0058;0.0000;0.9577;0.0062;0.0008;0.0000;0.0000;0.0019;0.0015;0.0004;0.0000;0.0073;0.0150
”»  π227;807†;770†;11†;11†;770†;0†;0.0013;0.0051;0.0000;0.9590;0.0090;0.0000;0.0000;0.0000;0.0013;0.0038;0.0000;0.0000;0.0013;0.0192
”»  π228;957†;894†;9†;9†;894†;0†;0.0033;0.0099;0.0000;0.9590;0.0089;0.0000;0.0000;0.0000;0.0022;0.0022;0.0000;0.0000;0.0022;0.0122
”»  π229;364†;337†;3†;3†;337†;0†;0.0000;0.0088;0.0000;0.9588;0.0118;0.0000;0.0000;0.0000;0.0000;0.0029;0.0000;0.0000;0.0000;0.0176
”»  π230;772†;717†;8†;8†;717†;0†;0.0000;0.0097;0.0000;0.9586;0.0083;0.0000;0.0000;0.0000;0.0014;0.0000;0.0000;0.0000;0.0041;0.0179
”»  π231;618†;579†;4†;4†;579†;1†;0.0017;0.0103;0.0000;0.9571;0.0034;0.0000;0.0000;0.0000;0.0017;0.0000;0.0000;0.0000;0.0000;0.0240
”»  π232;903†;862†;7†;7†;862†;0†;0.0000;0.0115;0.0000;0.9586;0.0046;0.0012;0.0000;0.0000;0.0035;0.0000;0.0000;0.0000;0.0023;0.0184
”»  π233;739†;692†;6†;6†;692†;0†;0.0000;0.0086;0.0000;0.9585;0.0100;0.0000;0.0000;0.0000;0.0014;0.0014;0.0000;0.0000;0.0014;0.0186
”»  π234;2682†;2510†;24†;24†;2510†;2†;0.0036;0.0067;0.0000;0.9574;0.0063;0.0000;0.0004;0.0000;0.0020;0.0000;0.0004;0.0000;0.0067;0.0158
”»  π235;530†;498†;3†;3†;498†;0†;0.0000;0.0140;0.0000;0.9581;0.0040;0.0000;0.0000;0.0000;0.0020;0.0000;0.0000;0.0000;0.0040;0.0180
”»  π236;140†;130†;2†;2†;130†;0†;0.0000;0.0076;0.0000;0.9621;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0303
”»  π237;950†;892†;10†;10†;892†;0†;0.0011;0.0099;0.0000;0.9590;0.0055;0.0000;0.0000;0.0000;0.0044;0.0033;0.0000;0.0000;0.0000;0.0166
”»  π238;274†;250†;6†;6†;250†;0†;0.0000;0.0117;0.0000;0.9570;0.0078;0.0000;0.0000;0.0000;0.0000;0.0039;0.0000;0.0000;0.0000;0.0195
”»  π239;739†;694†;3†;3†;694†;0†;0.0000;0.0115;0.0000;0.9584;0.0043;0.0000;0.0000;0.0000;0.0029;0.0000;0.0000;0.0000;0.0029;0.0201
”»  π240;417†;381†;8†;8†;381†;0†;0.0000;0.0077;0.0000;0.9589;0.0077;0.0000;0.0000;0.0000;0.0026;0.0000;0.0000;0.0000;0.0000;0.0231
”»  π241;346†;328†;2†;2†;328†;0†;0.0000;0.0121;0.0000;0.9576;0.0061;0.0000;0.0000;0.0000;0.0030;0.0030;0.0000;0.0000;0.0000;0.0182
”»  π242;743†;691†;5†;5†;691†;0†;0.0014;0.0101;0.0000;0.9583;0.0086;0.0000;0.0000;0.0000;0.0000;0.0000;0.0014;0.0000;0.0029;0.0172
”»  π243;705†;655†;5†;5†;655†;0†;0.0000;0.0061;0.0000;0.9591;0.0106;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0015;0.0227
”»  π244;562†;514†;6†;6†;514†;0†;0.0000;0.0058;0.0000;0.9596;0.0038;0.0000;0.0000;0.0000;0.0058;0.0000;0.0000;0.0000;0.0019;0.0231
”»  π245;193†;179†;1†;1†;179†;0†;0.0000;0.0111;0.0000;0.9611;0.0111;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0167
”»  π246;584†;551†;5†;5†;551†;0†;0.0000;0.0054;0.0000;0.9586;0.0072;0.0000;0.0000;0.0000;0.0036;0.0018;0.0000;0.0000;0.0000;0.0234
”»  π247;686†;646†;4†;4†;646†;0†;0.0015;0.0108;0.0000;0.9585;0.0108;0.0000;0.0000;0.0000;0.0000;0.0015;0.0000;0.0000;0.0015;0.0154
”»  π248;144†;129†;2†;2†;129†;0†;0.0000;0.0153;0.0000;0.9618;0.0153;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0076
”»  π249;2566†;2478†;17†;17†;2478†;1†;0.0044;0.0084;0.0000;0.9579;0.0076;0.0004;0.0000;0.0000;0.0008;0.0000;0.0008;0.0000;0.0072;0.0120
”»  π250;554†;506†;11†;11†;506†;0†;0.0000;0.0116;0.0000;0.9594;0.0097;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0019;0.0174
”»  π251;1172†;1095†;13†;13†;1095†;0†;0.0009;0.0045;0.0000;0.9585;0.0027;0.0000;0.0000;0.0000;0.0009;0.0009;0.0000;0.0000;0.0027;0.0289
”»  π252;812†;783†;10†;10†;783†;0†;0.0000;0.0025;0.0000;0.9584;0.0013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0101;0.0277
”»  π253;1215†;1146†;6†;6†;1146†;1†;0.0035;0.0035;0.0000;0.9575;0.0017;0.0000;0.0000;0.0000;0.0017;0.0017;0.0000;0.0000;0.0078;0.0217
”»  π445;706†;654†;5†;5†;654†;0†;0.0015;0.0000;0.0000;0.9590;0.0030;0.0000;0.0000;0.0000;0.0000;0.0000;0.0015;0.0000;0.0015;0.0334
”»  π446;408†;376†;9†;9†;376†;0†;0.0000;0.0052;0.0000;0.9584;0.0130;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0078;0.0156
”»  π254;2055†;1964†;9†;9†;1964†;0†;0.0035;0.0096;0.0000;0.9366;0.0046;0.0000;0.0005;0.0000;0.0015;0.0005;0.0010;0.0020;0.0056;0.0345
”»  π255;1413†;1324†;6†;6†;1324†;2†;0.0038;0.0075;0.0000;0.9353;0.0053;0.0000;0.0000;0.0000;0.0008;0.0008;0.0000;0.0008;0.0060;0.0383
”»  π256;2314†;2193†;14†;14†;2193†;3†;0.0077;0.0104;0.0000;0.9352;0.0068;0.0009;0.0000;0.0000;0.0014;0.0009;0.0009;0.0009;0.0032;0.0304
”»  π257;851†;800†;7†;7†;800†;0†;0.0037;0.0099;0.0000;0.9368;0.0074;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0012;0.0037;0.0372
”»  π258;781†;734†;5†;5†;734†;1†;0.0027;0.0068;0.0000;0.9350;0.0054;0.0000;0.0000;0.0000;0.0000;0.0027;0.0000;0.0014;0.0054;0.0392
”»  π259;1563†;1487†;3†;3†;1487†;1†;0.0060;0.0087;0.0000;0.9362;0.0081;0.0000;0.0007;0.0000;0.0007;0.0000;0.0013;0.0013;0.0054;0.0309
”»  π260;1839†;1773†;10†;10†;1773†;0†;0.0062;0.0107;0.0000;0.9372;0.0045;0.0000;0.0000;0.0000;0.0011;0.0017;0.0000;0.0017;0.0050;0.0320
”»  π261;2688†;2542†;14†;14†;2542†;4†;0.0043;0.0074;0.0008;0.9746;0.0031;0.0000;0.0000;0.0000;0.0000;0.0012;0.0000;0.0008;0.0035;0.0027
”»  π262;2751†;2588†;15†;15†;2588†;2†;0.0065;0.0061;0.0008;0.9754;0.0019;0.0000;0.0000;0.0004;0.0004;0.0000;0.0004;0.0000;0.0031;0.0042
”»  π263;2851†;2673†;14†;14†;2673†;0†;0.0030;0.0086;0.0015;0.9762;0.0015;0.0000;0.0000;0.0000;0.0000;0.0007;0.0004;0.0000;0.0019;0.0063
”»  π264;2507†;2382†;9†;9†;2382†;3†;0.0025;0.0088;0.0013;0.9749;0.0004;0.0000;0.0000;0.0000;0.0008;0.0000;0.0000;0.0000;0.0000;0.0100
”»  π265;2423†;2283†;11†;11†;2283†;2†;0.0022;0.0083;0.0009;0.9752;0.0009;0.0000;0.0000;0.0000;0.0004;0.0009;0.0009;0.0004;0.0031;0.0061
”»  π266;2357†;2212†;5†;5†;2212†;4†;0.0032;0.0104;0.0005;0.9743;0.0014;0.0000;0.0000;0.0000;0.0009;0.0005;0.0000;0.0000;0.0027;0.0045
”»  π267;2627†;2469†;8†;8†;2469†;2†;0.0024;0.0085;0.0020;0.9754;0.0008;0.0000;0.0004;0.0000;0.0000;0.0004;0.0000;0.0000;0.0020;0.0073
”»  π268;2522†;2384†;13†;13†;2384†;0†;0.0063;0.0058;0.0013;0.9762;0.0013;0.0000;0.0000;0.0000;0.0004;0.0004;0.0000;0.0000;0.0013;0.0071
”»  π269;2441†;2264†;7†;7†;2264†;1†;0.0022;0.0119;0.0013;0.9758;0.0004;0.0000;0.0000;0.0000;0.0000;0.0004;0.0000;0.0004;0.0022;0.0048
”»  π270;2573†;2413†;18†;18†;2413†;0†;0.0016;0.0119;0.0016;0.9761;0.0004;0.0004;0.0000;0.0000;0.0008;0.0000;0.0004;0.0004;0.0033;0.0029
”»  π271;2600†;2454†;9†;9†;2454†;0†;0.0020;0.0093;0.0012;0.9765;0.0008;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0004;0.0028;0.0069
”»  π272;1008†;938†;3†;3†;938†;0†;0.0021;0.0106;0.0011;0.9756;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0011;0.0096
”»  π273;1408†;1313†;5†;5†;1313†;0†;0.0015;0.0106;0.0008;0.9757;0.0015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0008;0.0015;0.0076
”»  π274;2219†;2092†;10†;10†;2092†;0†;0.0057;0.0057;0.0014;0.9762;0.0014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0033;0.0062
”»  π275;1730†;1617†;14†;14†;1617†;1†;0.0012;0.0080;0.0012;0.9755;0.0000;0.0000;0.0000;0.0000;0.0006;0.0006;0.0006;0.0000;0.0037;0.0080
”»  π276;1651†;1554†;6†;6†;1554†;0†;0.0019;0.0103;0.0013;0.9763;0.0000;0.0006;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0019;0.0077
”»  π277;1649†;1563†;9†;9†;1563†;2†;0.0019;0.0089;0.0000;0.9746;0.0000;0.0000;0.0000;0.0000;0.0006;0.0000;0.0000;0.0000;0.0038;0.0089
”»  π278;1459†;1387†;4†;4†;1387†;3†;0.0029;0.0108;0.0014;0.9741;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0007;0.0007;0.0072
”»  π279;1447†;1354†;10†;10†;1354†;0†;0.0022;0.0103;0.0007;0.9758;0.0000;0.0000;0.0007;0.0000;0.0000;0.0007;0.0000;0.0000;0.0007;0.0088
”»  π280;1201†;1150†;2†;2†;1150†;0†;0.0026;0.0130;0.0000;0.9766;0.0000;0.0000;0.0000;0.0009;0.0026;0.0000;0.0000;0.0000;0.0017;0.0026
”»  π281;1075†;1011†;1†;1†;1011†;0†;0.0020;0.0109;0.0000;0.9763;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0010;0.0020;0.0079
”»  π282;2157†;2027†;7†;7†;2027†;1†;0.0020;0.0084;0.0005;0.9754;0.0015;0.0000;0.0005;0.0000;0.0010;0.0000;0.0005;0.0000;0.0034;0.0064
”»  π283;2847†;2698†;12†;12†;2698†;4†;0.0026;0.0096;0.0015;0.9745;0.0026;0.0000;0.0000;0.0000;0.0007;0.0000;0.0000;0.0000;0.0018;0.0052
”»  π284;2904†;2710†;20†;20†;2710†;2†;0.0018;0.0066;0.0026;0.9751;0.0015;0.0000;0.0000;0.0000;0.0000;0.0004;0.0000;0.0000;0.0033;0.0081
”»  π285;1253†;1182†;5†;5†;1182†;0†;0.0017;0.0118;0.0008;0.9756;0.0034;0.0000;0.0000;0.0008;0.0000;0.0000;0.0000;0.0000;0.0025;0.0034
”»  π286;2212†;2108†;3†;3†;2108†;2†;0.0033;0.0081;0.0009;0.9749;0.0033;0.0000;0.0000;0.0000;0.0005;0.0000;0.0000;0.0005;0.0009;0.0066
”»  π287;1367†;1281†;8†;8†;1281†;0†;0.0016;0.0109;0.0008;0.9760;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0054;0.0054
”»  π288;1590†;1495†;7†;7†;1495†;0†;0.0033;0.0060;0.0007;0.9740;0.0013;0.0000;0.0007;0.0000;0.0007;0.0000;0.0000;0.0000;0.0040;0.0093
”»  π289;1434†;1332†;4†;4†;1332†;2†;0.0030;0.0052;0.0007;0.9746;0.0007;0.0000;0.0000;0.0000;0.0000;0.0000;0.0007;0.0007;0.0030;0.0097
”»  π290;982†;928†;3†;3†;928†;0†;0.0011;0.0097;0.0032;0.9764;0.0011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0021;0.0064
”»  π291;1419†;1339†;2†;2†;1339†;0†;0.0015;0.0104;0.0022;0.9761;0.0000;0.0000;0.0000;0.0000;0.0000;0.0007;0.0000;0.0000;0.0037;0.0052
”»  π434;1385†;1309†;5†;5†;1309†;0†;0.0015;0.0084;0.0015;0.9764;0.0000;0.0000;0.0000;0.0000;0.0015;0.0000;0.0000;0.0008;0.0023;0.0076
”»  π447;1516†;1421†;4†;4†;1421†;2†;0.0014;0.0063;0.0014;0.9747;0.0000;0.0007;0.0000;0.0000;0.0000;0.0007;0.0007;0.0000;0.0049;0.0077
”»  π448;1163†;1094†;6†;6†;1094†;0†;0.0009;0.0109;0.0009;0.9764;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0009;0.0027;0.0073
”»  π454;1493†;1490†;0†;0†;1490†;1†;0.0020;0.0101;0.0007;0.9752;0.0020;0.0000;0.0000;0.0000;0.0007;0.0007;0.0000;0.0000;0.0034;0.0047
”»  π464;160†;152†;0†;0†;152†;0†;0.0000;0.0132;0.0000;0.9737;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0132
”»  π292;828†;792†;6†;6†;792†;1†;0.0000;0.0088;0.0000;0.9549;0.0100;0.0013;0.0000;0.0000;0.0013;0.0013;0.0013;0.0000;0.0038;0.0163
”»  π293;1607†;1517†;10†;10†;1517†;3†;0.0020;0.0092;0.0013;0.9542;0.0059;0.0000;0.0007;0.0000;0.0013;0.0013;0.0000;0.0000;0.0046;
”»  π294;1400†;1332†;9†;9†;1332†;0†;0.0030;0.0089;0.0015;0.9560;0.0075;0.0000;0.0000;0.0000;0.0015;0.0000;0.0000;0.0000;0.0037;
”»  π295;2254†;2153†;14†;14†;2153†;2†;0.0014;0.0125;0.0014;0.9543;0.0078;0.0005;0.0000;0.0000;0.0014;0.0005;0.0009;0.0000;0.0028;
”»  π296;2997†;2872†;13†;13†;2872†;4†;0.0017;0.0087;0.0024;0.9546;0.0042;0.0003;0.0000;0.0003;0.0014;0.0007;0.0003;0.0000;0.0021;
”»  π297;1725†;1648†;11†;11†;1648†;0†;0.0006;0.0066;0.0012;0.9560;0.0084;0.0000;0.0000;0.0000;0.0030;0.0000;0.0000;0.0000;0.0048;
