idno;cntry;nwspol;netusoft;netustm;ppltrst;pplfair;pplhlp;polintr;psppsgva;actrolga;psppipla;cptppola;trstprl;trstlgl;trstplc;trstplt;trstprt;trstep;trstun;vote;contplt;wrkprty;wrkorg;badge;sgnptit;pbldmn;bctprd;pstplonl;clsprty;prtdgcl;lrscale;stflife;stfeco;stfgov;stfdem;stfedu;stfhlth;gincdif;mnrgtjb;freehms;hmsfmlsh;hmsacld;euftf;imsmetn;imdfetn;impcntr;imbgeco;imueclt;imwbcnt;happy;sclmeet;inprdsc;sclact;crmvct;aesfdrk;health;hlthhmp;atchctr;atcherp;hinctnta;hincfel;Random;
100004710;GB;0;3;6666;4;0;5;4;2;3;2;1;3;5;7;6;3;5;5;2;2;2;2;2;1;2;1;1;2;6;3;5;6;4;5;7;8;2;4;2;3;2;3;2;2;1;7;5;5;5;4;4;2;2;3;2;3;8;7;1;3;0,595038452;
2000;IT;120;4;120;10;6;2;4;1;1;1;2;3;3;5;3;3;6;7;3;2;2;2;2;2;2;2;2;2;6;88;3;3;0;0;3;4;2;2;5;2;5;2;2;2;3;3;10;10;7;2;0;3;2;2;4;3;6;4;88;2;0,880100943;
2214;AT;20;5;90;6;7;7;2;2;2;2;2;5;6;8;3;3;2;2;1;2;2;2;2;2;2;1;2;1;2;8;8;4;1;3;6;7;2;3;2;3;3;3;3;3;3;5;3;1;8;6;3;4;2;4;2;3;9;5;8;1;0,553755033;
100004922;GB;90;5;300;8;7;6;3;1;3;1;3;8;5;5;6;5;0;88;1;2;2;2;2;2;2;2;2;1;3;7;10;7;7;5;8;8;3;5;2;4;2;0;2;3;4;3;2;0;10;5;1;3;2;1;1;3;8;0;88;1;0,064890443;
1114;BE;60;4;60;4;5;4;3;1;2;2;2;5;6;7;5;5;5;5;1;2;2;2;2;2;1;2;1;1;2;2;6;3;0;4;3;7;2;4;1;5;4;2;2;2;1;2;6;5;9;2;3;2;1;2;2;3;8;6;7;2;0,826907707;
3496;IE;90;2;6666;4;7;6;2;2;2;2;2;5;2;0;2;5;5;2;2;2;2;2;2;2;2;2;2;2;6;5;7;3;2;5;8;4;1;4;1;5;1;5;1;1;1;7;7;8;6;6;2;1;2;2;2;3;10;6;4;3;0,535553409;
3039;CZ;60;2;6666;4;5;2;3;2;1;2;1;6;6;6;5;5;7;7;1;2;2;2;2;2;2;2;2;1;2;3;7;6;5;6;8;8;4;5;4;2;5;2;4;4;4;5;4;8;8;4;2;2;2;2;2;3;9;9;5;2;0,5873943;
2562;ES;60;5;240;6;7;7;3;2;4;2;4;3;3;5;3;2;3;4;1;1;1;1;1;1;1;2;1;2;6;3;8;3;3;3;4;4;2;5;1;5;1;10;2;2;2;8;9;9;9;7;4;3;1;1;2;3;4;3;7;1;0,204712409;
10000567;DE;30;5;420;0;8;5;3;1;1;4;2;5;10;10;4;4;5;5;1;2;2;2;2;2;2;2;2;1;3;2;10;7;6;4;8;4;2;5;2;5;2;4;2;2;1;5;8;5;10;4;4;3;2;2;2;3;10;5;10;1;0,272881062;
5430;HU;8888;1;6666;6;6;10;4;1;1;1;1;88;88;1;88;88;88;88;3;2;2;2;2;2;2;2;2;2;6;88;10;88;88;88;7;8;2;2;3;4;3;88;1;4;4;88;3;1;10;5;4;8;2;1;2;3;10;88;2;8;0,948644157;
555;SE;120;1;6666;5;5;5;2;1;3;3;3;5;5;5;5;4;4;5;1;2;2;2;2;1;2;2;2;1;6;3;5;5;5;6;10;7;2;5;2;4;2;5;1;8;2;5;5;5;5;88;4;3;2;2;3;3;5;5;88;2;0,865857246;
3383;AT;35;5;120;8;8;1;2;3;4;2;4;4;5;7;3;2;3;5;1;2;2;2;2;2;2;2;2;1;3;8;8;9;5;5;6;9;4;1;2;3;3;1;1;3;3;6;6;5;7;4;3;3;2;1;1;3;9;5;7;1;0,384988916;
3035;IE;30;5;360;5;7;8;3;2;2;2;1;7;7;8;6;5;5;4;1;2;2;2;2;2;2;2;2;2;6;5;5;6;6;7;8;8;2;4;2;4;4;8;1;2;2;7;7;6;7;5;2;3;2;3;3;3;7;7;6;2;0,693441642;
1906;IT;970;5;70;1;1;1;4;2;1;2;7;4;6;7;4;4;7;9;2;2;2;2;2;2;2;2;2;8;6;88;8;7;7;8;8;8;3;5;4;4;4;8;3;3;3;7;8;88;8;2;77;2;7;3;2;3;7;7;88;3;0,730971647;
7342;PL;15;5;60;8;8;5;3;2;3;2;2;6;6;8;4;4;2;6;1;2;2;2;2;1;2;2;2;2;6;7;7;5;5;5;6;6;2;4;4;2;4;0;3;3;3;5;5;6;8;4;4;2;1;2;2;3;8;6;6;2;0,59521964;
100002698;GB;360;1;6666;5;9;6;2;2;1;1;1;88;5;5;5;88;88;88;1;2;2;2;2;2;2;2;2;2;6;88;6;2;5;8;8;2;2;4;2;4;4;2;2;2;3;5;5;5;5;4;2;2;2;2;4;1;5;4;6;2;0,38701864;
1618;IL;600;1;6666;4;6;6;1;1;1;1;1;8;9;8;3;3;6;0;2;1;2;2;2;2;2;2;2;1;8;3;3;5;6;6;5;4;2;3;5;5;4;5;1;3;3;3;3;5;3;5;0;1;2;1;5;2;10;7;2;1;0,220457207;
1019;HU;60;5;120;5;5;3;3;1;1;1;1;0;5;5;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;5;8;2;2;2;2;0;2;5;5;2;5;3;4;4;4;0;0;0;8;4;4;4;2;2;2;3;7;4;9;3;0,025490002;
30850128;NL;60;4;120;3;4;4;2;4;2;3;2;4;2;7;6;5;1;5;1;1;2;2;2;2;2;1;1;1;3;5;8;6;7;8;5;5;5;4;2;4;4;3;3;3;3;3;5;4;8;7;4;2;2;1;2;3;7;7;7;1;0,973610009;
1352;RU;5;5;120;2;0;5;3;3;3;3;3;5;6;2;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;2;6;3;0;10;5;5;5;5;5;1;5;0;1;4;2;5;5;5;2;7;6;4;2;2;2;3;10;0;9;3;0,973539221;
113023;PT;30;5;60;3;4;5;3;3;1;3;2;3;8;7;3;3;7;8;1;1;2;2;2;2;2;2;2;1;3;4;10;6;9;7;5;8;2;4;2;1;5;5;2;3;3;3;3;5;8;6;3;3;2;2;2;3;9;3;3;2;0,206332458;
10815;FI;60;5;600;8;7;7;2;3;2;3;3;8;9;9;6;5;7;8;1;2;2;1;2;1;2;1;2;1;2;6;6;4;7;8;7;5;2;5;1;4;3;4;1;2;3;7;8;6;6;6;3;3;2;2;1;3;9;7;5;1;0,47926452;
2795;IL;180;1;6666;7;4;6;1;1;1;1;1;5;5;6;6;6;3;6;1;2;2;2;2;2;2;2;2;1;1;10;7;4;8;5;4;8;2;1;2;3;2;5;1;1;1;4;3;3;6;5;0;1;2;1;2;3;10;2;1;3;0,798233096;
991;ES;195;5;330;4;4;2;1;1;2;1;1;3;0;5;0;0;5;5;1;1;2;2;2;2;2;1;2;2;6;5;0;1;1;0;3;7;1;5;1;5;3;8;1;7;1;4;8;7;2;5;3;2;2;2;3;3;7;5;1;4;0,441700368;
18000040;DE;120;1;6666;2;4;5;2;1;2;1;3;3;5;10;4;4;3;3;2;2;2;2;2;2;2;2;2;1;3;88;5;2;4;3;8;3;2;5;2;4;2;5;1;2;2;2;6;2;6;3;4;3;2;2;3;1;3;2;3;2;0,679511283;
10004353;DE;40;5;30;10;7;8;1;3;4;4;4;8;9;9;6;6;7;4;1;1;1;1;2;2;2;1;2;1;2;4;8;8;6;10;6;4;2;4;2;4;3;10;1;1;1;8;7;7;8;4;2;3;2;1;4;3;10;10;9;1;0,89749813;
1641;BE;420;5;420;3;3;2;3;2;2;2;2;4;5;5;3;5;4;3;1;2;2;2;2;2;2;2;2;1;3;5;2;5;5;5;3;8;2;5;1;5;3;2;2;2;2;2;4;5;3;6;4;4;2;2;2;3;8;6;6;3;0,531445335;
65;FR;90;1;6666;0;7;2;1;4;1;1;1;6;6;8;6;6;5;8;1;2;2;2;2;2;2;1;2;1;2;9;9;2;2;3;5;8;1;4;5;1;5;7;2;2;2;6;6;1;8;4;3;3;2;1;3;3;9;8;88;2;0,6438338;
2155;ES;30;5;60;2;5;0;2;2;3;3;3;5;5;9;3;1;5;7;1;2;2;2;2;2;2;2;2;2;6;6;9;7;6;6;6;6;1;5;2;5;8;8;3;3;3;5;3;3;9;4;3;3;1;3;1;3;10;7;9;1;0,907394911;
2019;BE;0;5;120;3;2;5;4;1;3;1;7;0;5;5;0;0;0;0;1;1;2;2;2;1;2;1;1;2;6;5;5;0;0;0;0;1;2;5;3;5;5;7;3;3;3;1;7;2;5;5;4;1;2;2;2;1;0;2;1;3;0,525304962;
1569;AT;10;5;90;9;8;8;3;2;2;3;2;7;6;8;3;4;88;88;1;2;2;2;2;1;2;2;1;1;2;6;7;3;5;6;88;8;1;2;2;1;7;4;3;3;3;7;77;3;7;4;2;3;2;1;1;3;4;4;7;3;0,461722194;
3780;IT;8888;5;69;6;6;7;4;1;2;1;1;2;2;2;0;0;0;0;7;2;2;2;2;2;2;2;2;2;6;6;7;4;1;3;5;5;3;3;3;3;3;6;4;4;4;6;6;6;6;5;4;7;2;1;1;3;6;6;77;7;0,289317759;
551601330;EE;180;5;630;7;7;6;4;1;2;2;1;2;4;9;4;4;6;10;1;1;2;2;2;2;2;2;2;2;6;5;8;7;6;5;10;10;2;3;2;3;5;8;1;3;3;6;7;5;9;6;2;3;2;2;3;2;5;5;1;2;0,946438732;
1962;BE;45;5;90;6;6;6;2;2;1;1;1;5;5;6;5;4;6;5;1;2;2;2;2;2;2;2;2;2;6;5;8;6;6;6;8;9;4;4;1;5;2;2;1;2;2;2;5;4;8;6;5;4;1;3;2;2;8;8;5;1;0,696854511;
504;SI;30;1;6666;5;5;7;2;2;3;2;2;3;3;5;3;3;3;3;1;2;2;2;2;2;2;2;2;1;3;5;6;6;7;7;5;5;2;4;2;5;3;4;1;2;2;6;8;7;8;5;2;4;2;2;3;1;8;8;6;2;0,938415814;
21221700;NL;45;5;600;7;7;5;2;3;2;3;1;4;8;6;6;6;4;7;1;2;2;1;2;1;2;2;2;1;2;8;2;6;7;5;5;7;5;5;1;5;1;2;2;3;3;6;5;5;2;6;3;2;2;2;2;2;8;6;8;1;0,588490121;
11286;FI;240;5;180;7;7;7;2;2;2;2;2;9;9;9;6;6;8;8;1;2;2;1;2;1;2;2;2;1;2;3;8;7;5;7;9;8;1;5;2;4;4;5;3;3;3;4;8;4;8;6;2;4;2;2;3;3;10;10;7;1;0,570599983;
1263;CZ;8888;4;8888;7;6;7;3;1;1;1;1;7;7;8;7;5;7;6;2;2;2;2;2;2;2;2;2;2;6;7;6;7;5;8;8;5;5;5;4;4;4;7;4;4;3;5;5;5;7;5;1;2;2;2;2;3;6;7;7;2;0,076752418;
1076;RU;180;2;6666;0;4;4;3;2;1;2;2;0;3;4;2;1;0;0;1;2;2;2;2;2;2;2;2;1;2;5;10;4;4;3;4;3;1;4;2;2;5;3;3;3;3;2;1;2;10;3;1;3;2;1;3;2;3;0;77;1;0,824086638;
5562;HU;20;3;6666;4;4;2;3;2;3;2;2;5;4;4;4;2;2;4;1;2;2;2;2;2;2;2;2;1;2;7;6;7;7;6;6;5;2;1;2;2;1;6;3;3;4;6;6;6;3;4;3;3;2;3;2;3;6;6;7;2;0,51998672;
1327;IE;0;1;6666;2;5;0;4;1;1;1;1;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;6;88;5;2;1;88;88;1;1;2;2;4;8;88;4;4;4;0;88;0;8;2;0;1;2;1;3;1;88;0;1;4;0,53976572;
1484;ES;15;5;60;4;6;1;4;1;1;1;1;3;5;6;0;0;4;6;1;2;2;9;2;9;1;2;2;1;9;5;10;4;0;4;4;6;2;5;1;5;1;6;2;2;2;4;5;4;10;5;4;2;2;2;1;3;7;6;9;1;0,375654896;
1638;FR;15;2;6666;4;5;3;3;4;1;2;1;88;2;6;5;5;88;88;1;2;2;2;2;2;2;2;2;2;6;7;8;5;5;5;88;8;2;5;2;5;3;7;3;3;4;3;2;2;7;7;5;4;2;1;3;3;9;9;8;1;0,217059952;
437;SI;60;1;6666;0;0;3;4;1;3;1;3;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;6;99;5;1;0;0;1;1;1;5;4;2;5;88;3;2;4;0;0;1;4;6;0;1;2;2;3;1;10;5;2;2;0,728950443;
5026;HU;0;5;180;1;2;2;4;1;2;3;2;0;0;5;0;0;6;6;2;2;2;2;2;2;2;2;2;2;6;88;3;10;0;0;0;1;2;3;3;3;3;7;4;4;4;0;0;0;6;4;3;2;2;2;2;3;6;5;77;2;0,825747789;
2470;IE;90;5;360;7;6;7;2;2;3;2;3;5;8;8;4;4;6;8;1;1;2;2;2;2;2;2;2;1;2;4;8;5;6;6;8;6;2;4;3;4;4;7;2;2;2;7;8;7;8;6;2;3;2;2;3;2;7;6;6;1;0,935324218;
863;SI;30;5;60;7;6;8;3;1;1;1;3;6;0;9;0;0;6;6;1;2;2;2;2;2;2;2;2;1;3;88;8;7;4;5;3;7;2;4;1;2;3;7;2;2;3;4;8;3;8;2;3;1;2;1;2;3;9;5;10;1;0,837565749;
2129;ES;30;1;6666;3;6;2;4;2;1;1;1;3;3;6;0;0;3;88;2;2;2;2;2;2;2;2;2;2;6;88;5;3;2;3;3;3;2;3;1;5;3;6;2;2;4;2;7;3;5;1;1;2;2;1;4;3;5;5;6;2;0,665780591;
173257;PT;60;5;180;8;5;4;2;1;2;1;2;3;8;9;0;0;0;4;1;2;2;2;2;2;2;2;2;1;4;5;2;7;8;7;8;0;2;5;2;5;1;7;2;2;1;4;5;4;4;7;4;2;1;4;2;3;8;4;5;2;0,744144925;
1988;IL;120;5;8888;8;7;8;2;3;2;3;2;3;7;7;5;2;77;1;1;1;2;2;2;2;2;2;1;1;2;10;6;4;8;10;6;5;4;4;2;4;3;88;1;3;3;5;5;5;5;6;4;4;2;1;1;3;10;5;7;1;0,903042517;
172963;PT;30;2;6666;4;8;0;3;1;3;1;3;3;7;10;0;0;5;5;1;2;2;2;2;1;2;2;2;2;6;0;8;3;3;1;2;9;1;5;1;5;1;9;1;1;1;5;10;5;9;7;3;2;2;1;2;3;10;5;7;1;0,716837935;
3897;IT;0;5;720;4;0;3;4;1;3;1;3;2;2;4;0;3;88;6;2;2;2;2;2;1;2;2;2;1;1;88;8;3;1;2;3;7;1;5;4;5;5;5;3;3;3;5;2;4;9;2;1;1;2;2;1;3;8;0;6;2;0,790189467;
10004683;DE;10;5;180;6;9;5;2;2;2;1;2;4;9;10;3;3;2;6;3;2;2;2;2;2;2;2;2;1;3;3;8;8;4;3;4;8;2;4;1;5;1;8;1;1;3;10;5;5;7;6;4;3;2;1;3;3;2;6;7;1;0,823535579;
591;ES;60;5;60;3;5;5;2;2;2;2;3;0;0;7;0;0;1;0;1;1;1;1;1;1;1;1;1;1;2;7;8;2;0;1;4;8;2;5;2;5;3;5;1;1;1;7;5;6;8;7;6;4;2;2;3;3;1;5;77;1;0,346594547;
2478;BE;30;5;120;0;5;5;1;3;3;3;2;5;5;5;4;4;0;0;1;2;2;2;2;2;2;2;2;2;6;2;9;2;2;5;3;2;1;5;2;5;5;0;3;3;3;5;5;7;7;6;6;2;2;2;2;3;6;3;6;2;0,282580691;
1132;LT;60;4;30;6;6;4;2;2;1;2;1;3;5;7;2;2;7;10;1;2;2;2;2;2;2;2;2;2;6;5;4;4;4;5;5;6;1;2;3;3;5;2;2;3;3;6;5;6;4;4;1;3;1;3;2;2;10;6;6;2;0,958676015;
11781;FI;120;5;60;8;7;6;1;2;2;3;2;7;9;9;4;4;5;7;1;2;2;2;2;2;2;2;2;1;2;7;5;2;4;4;7;6;2;3;3;2;5;3;1;3;3;4;7;3;7;4;3;2;2;2;4;2;10;8;5;1;0,543698206;
1187;SI;120;2;6666;4;5;5;3;1;3;3;3;3;3;6;3;3;6;6;1;2;2;2;2;2;2;2;2;1;3;7;8;3;5;3;4;5;1;3;2;3;5;5;3;3;3;3;3;2;8;5;3;2;2;2;3;3;10;7;4;1;0,587889764;
199;CH;360;2;6666;9;9;9;1;3;1;2;2;6;6;9;6;6;2;2;1;2;2;1;2;1;2;1;2;1;2;3;8;6;7;6;8;9;2;5;1;5;1;5;1;1;1;8;9;6;8;5;4;3;1;2;3;2;9;5;4;1;0,179791535;
649;SI;0;5;600;8;8;5;3;2;4;2;4;4;3;7;3;2;3;3;1;2;2;2;1;1;1;1;2;1;2;3;8;2;3;3;1;2;1;5;1;1;2;4;1;2;2;3;7;5;8;5;4;3;1;1;1;3;2;2;4;3;0,163751409;
1197;SE;120;5;120;7;7;7;1;3;3;3;3;8;9;8;6;7;6;7;1;2;2;2;2;1;2;1;2;2;6;5;88;5;5;7;5;4;3;5;1;5;1;6;2;2;2;6;7;7;8;4;2;3;2;2;1;3;10;10;10;1;0,407974724;
10008061;DE;20;1;6666;10;7;10;1;1;2;1;2;10;10;10;10;10;10;88;1;2;1;1;2;2;2;2;2;1;1;5;10;10;10;10;10;10;1;5;3;5;4;5;1;2;1;9;8;7;9;6;4;2;2;1;1;2;10;9;2;2;0,312569388;
11239;FI;120;1;6666;7;8;5;2;1;1;3;2;4;4;8;3;3;88;88;1;2;2;2;2;2;2;2;2;8;6;9;9;5;6;4;8;7;3;4;2;3;3;5;3;3;3;5;5;6;6;7;3;1;2;2;3;3;9;7;1;2;0,813352491;
1552;LT;0;5;170;6;7;6;4;3;1;2;1;6;8;7;4;3;10;10;3;2;2;1;2;2;2;2;2;2;6;77;7;6;5;9;4;7;1;5;5;2;3;10;3;3;3;6;6;6;7;5;4;4;2;2;1;3;7;6;5;3;0,934841583;
41050185;NL;15;5;90;7;8;7;2;1;1;2;1;5;4;7;5;6;4;4;1;2;2;2;2;2;2;2;2;1;2;5;9;7;6;6;6;7;2;3;3;4;3;3;1;2;2;6;5;7;9;5;5;3;1;2;1;3;8;7;7;1;0,145077032;
2485;CH;0;1;6666;3;5;7;3;8;1;1;1;5;5;5;88;88;2;3;3;2;2;2;2;2;2;2;2;2;6;5;8;8;6;9;8;9;3;5;3;3;5;2;2;2;3;8;6;8;10;4;2;3;2;2;2;3;8;8;3;2;0,49205636;
211;LT;480;1;6666;5;10;10;3;1;1;1;1;1;88;7;2;1;6;6;1;2;2;2;2;2;2;2;2;2;6;5;9;5;4;5;7;1;1;3;5;1;5;5;8;3;2;3;7;6;1;1;2;1;2;1;3;1;10;10;3;2;0,430199171;
3628;RU;20;1;6666;5;6;7;3;3;2;2;2;3;4;3;2;4;4;4;2;2;2;2;2;2;2;2;2;2;6;6;6;1;3;3;5;3;4;3;5;4;5;5;3;3;3;5;2;6;4;3;2;2;2;3;4;2;5;2;5;3;0,405955745;
2182;IT;850;1;6666;8;8;2;3;1;2;2;2;3;8;9;0;0;1;8;2;2;2;1;2;2;2;2;2;2;6;88;3;5;2;10;8;8;1;4;2;4;3;8;2;2;2;7;6;7;4;6;4;3;2;1;2;2;10;7;88;4;0,503079632;
588;CZ;30;5;210;6;6;5;3;2;1;1;1;7;8;8;5;5;8;8;2;2;2;2;2;2;2;2;2;2;6;4;6;7;7;8;8;8;1;5;2;4;4;6;3;3;3;6;4;4;7;4;4;3;2;2;2;3;10;5;2;4;0,845877703;
533;RU;30;5;180;2;6;6;2;1;1;1;1;6;7;4;5;5;2;2;2;2;2;2;2;2;2;2;2;2;6;88;5;7;8;9;7;5;2;5;3;3;5;3;3;3;3;4;2;4;6;4;0;3;2;2;2;3;10;3;4;3;0,756985299;
388;AT;20;5;60;6;6;6;3;3;2;3;2;7;9;9;6;6;6;6;1;2;2;2;2;2;2;2;2;2;6;5;7;5;7;6;7;9;2;5;4;2;4;4;3;4;4;6;4;4;8;5;3;3;2;1;1;3;10;5;5;1;0,45531217;
5342;IL;60;5;180;2;1;4;2;1;1;1;1;3;4;1;2;2;8;8;1;1;2;2;2;2;2;2;2;2;6;2;8;2;2;2;8;7;5;2;3;2;3;9;4;4;4;2;2;2;8;4;2;3;2;2;1;3;5;6;77;1;0,460364981;
3947;IE;20;5;240;7;8;9;3;1;2;2;2;1;2;3;2;3;4;88;2;2;2;2;2;1;1;1;1;2;6;2;8;3;3;4;6;4;1;5;1;1;1;7;1;2;2;7;10;10;8;6;4;4;2;2;1;3;9;8;1;3;0,563991385;
417;RU;15;5;360;5;88;7;2;8;8;3;3;88;88;88;88;88;88;88;2;2;2;2;2;2;2;2;2;8;6;77;3;3;88;88;2;2;2;5;3;4;4;5;2;2;3;1;7;2;8;6;4;3;2;2;3;3;10;4;77;3;0,313698761;
1453;BE;45;5;480;3;3;5;2;3;4;4;4;7;0;7;6;3;2;0;1;2;2;2;2;2;2;1;2;1;2;6;7;5;7;10;0;7;3;5;1;5;5;0;2;2;2;10;7;5;8;5;3;2;1;2;2;3;10;7;4;3;0,79531905;
10007186;DE;30;5;60;4;4;5;2;3;4;3;4;6;6;7;3;3;6;5;1;2;2;1;2;1;2;2;2;1;2;4;7;8;6;4;4;4;2;5;2;5;1;3;2;2;2;7;4;5;7;5;4;3;2;2;2;3;8;8;7;2;0,66125864;
2478;CZ;100;4;150;4;6;3;2;2;3;2;3;6;6;7;5;5;3;4;1;2;1;2;2;2;2;2;1;1;1;0;8;4;4;5;5;5;2;3;3;2;4;3;2;3;3;3;2;3;7;5;1;2;2;2;3;2;9;9;4;2;0,281762854;
2386;RU;360;1;6666;6;7;5;2;2;1;1;1;8;6;5;5;4;7;6;2;2;2;2;2;2;2;2;2;2;6;88;7;5;7;88;6;3;2;3;5;5;5;88;3;4;4;5;4;3;8;4;4;1;2;3;3;3;8;3;3;3;0,813538147;
3315;CZ;300;5;300;6;5;5;3;3;1;1;1;0;5;5;0;0;0;88;1;2;2;2;2;2;2;2;2;1;2;10;10;5;5;10;10;10;1;5;1;5;1;5;4;4;4;0;0;0;10;4;4;3;2;3;1;3;10;10;3;3;0,199985019;
4360;IS;8;5;180;3;8;8;3;2;1;2;2;7;7;9;8;8;7;7;1;2;2;2;1;2;2;2;2;2;6;8;9;4;7;8;5;3;1;5;1;5;1;77;1;3;3;77;8;8;9;6;4;3;2;1;1;3;8;2;8;2;0,308553826;
21433359;NL;90;5;195;5;7;7;2;1;1;2;1;5;5;7;5;5;0;5;1;2;2;2;2;2;2;2;2;2;6;0;7;5;6;5;6;6;2;4;2;5;2;5;2;2;2;88;88;5;7;6;1;3;2;2;2;2;6;5;1;1;0,333418174;
283;SI;60;5;180;3;6;4;1;2;3;2;3;3;5;8;0;0;1;1;1;2;2;1;2;2;2;2;2;1;2;3;8;4;3;4;7;3;4;5;1;4;1;8;1;2;2;8;7;7;8;5;4;2;2;2;1;3;9;7;5;1;0,512297526;
551600636;EE;15;5;720;8;5;5;3;3;1;2;1;5;5;8;5;5;5;5;1;1;2;2;2;2;2;2;2;2;6;5;10;7;5;4;6;8;2;4;2;4;3;8;1;1;1;10;10;10;10;4;2;2;2;3;2;3;9;9;7;1;0,846969564;
551601101;EE;60;5;240;4;5;8;3;1;1;1;1;4;3;5;2;3;5;5;2;2;2;2;2;2;2;2;2;2;6;5;6;4;5;3;7;4;2;3;3;4;3;3;3;3;3;5;6;4;7;7;3;3;2;2;2;3;7;2;5;2;0,067971055;
3167;IE;120;4;240;7;7;8;2;3;3;3;3;6;9;6;6;4;7;8;1;1;1;1;1;2;1;2;1;1;2;5;6;2;4;5;7;3;2;4;2;4;2;5;2;1;2;6;6;8;7;5;4;4;2;3;4;1;8;7;6;1;0,092138208;
1702;IL;30;5;60;9;8;6;2;2;3;2;2;5;8;7;3;2;5;2;1;2;2;2;2;1;1;2;2;2;6;4;9;3;2;8;4;8;1;5;1;5;1;3;1;8;8;10;7;5;9;4;1;2;2;1;1;3;8;0;77;1;0,834198907;
10003725;DE;60;1;6666;6;5;6;2;1;1;1;2;4;2;5;3;3;2;4;1;2;2;2;2;2;2;2;2;1;3;4;8;7;4;8;7;6;3;5;2;5;4;5;2;2;3;5;5;5;9;3;5;3;2;2;3;3;3;7;4;1;0,458847623;
21422025;NL;30;5;480;8;9;9;4;2;1;2;1;6;4;8;5;6;1;7;1;2;2;2;2;2;2;2;2;2;6;6;6;8;6;7;8;8;1;5;1;5;2;1;2;2;3;6;8;5;6;3;3;2;2;2;4;2;9;5;3;2;0,046365885;
775;NO;30;2;6666;4;8;5;3;2;1;2;1;4;4;8;4;4;1;88;2;2;2;2;2;2;2;2;2;2;6;7;8;5;8;8;5;7;2;4;2;3;5;2;2;2;3;3;3;3;9;4;3;3;2;1;3;3;10;2;1;2;0,044265515;
1342;AT;10;5;30;4;5;5;3;1;1;1;1;4;4;7;3;3;3;3;1;2;2;2;2;2;2;2;2;2;6;5;9;7;3;4;4;7;2;5;2;4;3;3;3;3;3;4;4;4;9;4;2;2;2;2;2;3;9;8;6;2;0,897261722;
21210600;NL;120;5;480;1;2;2;2;1;5;2;4;1;0;2;1;1;0;1;1;1;2;2;2;2;2;2;1;1;2;9;5;5;1;1;6;7;4;5;1;5;2;0;3;3;3;6;1;1;5;5;2;2;2;2;3;3;6;1;10;1;0,011291404;
5456;IL;0;4;120;3;2;4;2;2;3;2;3;4;6;3;3;3;6;6;1;1;1;1;2;1;1;2;2;2;6;1;9;1;1;2;5;5;4;1;3;1;3;8;4;4;4;1;4;2;9;6;2;3;2;2;1;3;8;6;5;1;0,872295377;
3074;HU;30;4;60;6;3;5;2;3;1;1;2;4;8;5;6;3;6;4;1;2;2;2;2;2;2;2;2;2;6;7;6;6;6;6;3;5;2;5;5;8;5;6;3;4;2;3;2;3;7;4;2;3;2;2;2;3;9;4;77;2;0,50196124;
4925;IT;120;5;120;9;5;7;2;1;1;2;3;3;7;9;1;4;7;9;1;2;2;2;2;2;2;2;2;1;2;0;5;2;1;8;7;10;1;3;1;5;1;8;1;1;1;8;8;8;10;3;1;3;2;1;1;3;10;10;3;3;0,621920687;
12000219;DE;45;5;60;7;9;7;2;3;2;4;2;9;8;9;9;6;8;8;1;2;2;2;1;2;1;1;2;1;1;5;10;9;9;9;9;10;4;5;1;5;2;10;1;1;1;6;10;8;10;4;1;3;2;2;2;3;10;9;6;2;0,363564035;
2594;IL;0;1;6666;5;8;5;3;4;1;4;2;3;1;3;3;3;88;88;1;2;2;2;2;2;2;2;2;1;1;9;9;8;7;5;3;4;1;4;5;3;4;88;1;4;4;88;1;1;9;6;88;3;1;4;2;3;7;1;2;2;0,044843794;
1029;LT;120;5;60;7;7;7;2;4;3;2;4;4;4;5;3;3;7;7;1;2;2;2;2;2;2;2;2;2;6;8;8;5;5;6;2;5;2;3;8;8;5;1;2;3;4;5;5;2;8;5;3;3;2;1;2;3;9;7;7;2;0,160806156;
108;LT;60;5;120;4;4;4;3;2;2;2;2;3;7;9;3;3;5;5;1;2;2;2;2;2;2;2;2;2;6;3;6;2;2;4;6;5;1;2;4;8;4;10;2;2;2;5;5;4;7;3;3;2;2;3;2;3;8;5;6;3;0,291450153;
10006;FI;15;5;180;10;10;8;4;3;2;3;1;5;8;8;3;5;5;8;2;2;2;2;2;2;2;2;2;2;6;5;10;5;5;5;10;7;2;5;2;5;5;5;3;3;3;5;5;2;10;6;4;2;2;2;2;3;8;3;3;2;0,896925016;
2677;AT;60;4;120;6;5;4;2;2;3;3;3;3;8;2;3;3;0;88;1;1;2;2;2;2;2;1;2;2;6;9;10;10;8;8;10;8;2;4;1;5;1;0;1;2;2;7;6;7;10;6;1;2;2;1;2;1;10;5;4;1;0,109042338;
8007;IL;60;3;6666;8;6;0;3;1;1;1;1;3;8;8;5;88;88;8;1;2;2;2;2;2;2;2;2;1;8;10;10;8;9;10;6;10;3;2;2;2;2;88;1;2;4;8;10;5;10;3;0;2;2;2;3;3;10;2;3;1;0,304079363;
