idno;cntry;nwspol;netusoft;netustm;ppltrst;pplfair;pplhlp;polintr;psppsgva;actrolga;psppipla;cptppola;trstprl;trstlgl;trstplc;trstplt;trstprt;trstep;trstun;vote;contplt;wrkprty;wrkorg;badge;sgnptit;pbldmn;bctprd;pstplonl;clsprty;prtdgcl;lrscale;stflife;stfeco;stfgov;stfdem;stfedu;stfhlth;gincdif;mnrgtjb;freehms;hmsfmlsh;hmsacld;euftf;imsmetn;imdfetn;impcntr;imbgeco;imueclt;imwbcnt;happy;sclmeet;inprdsc;sclact;crmvct;aesfdrk;health;hlthhmp;atchctr;atcherp;hinctnta;hincfel;Random;
100003259;GB;60;5;60;7;9;7;3;2;2;3;3;7;9;9;7;7;6;8;1;2;2;2;2;1;2;2;1;1;2;4;8;7;6;7;8;8;2;5;1;5;2;8;2;2;2;8;9;8;8;6;5;2;2;1;2;3;10;8;3;2;0,629010177;
7681;IS;60;4;30;8;8;9;2;3;3;4;3;7;9;9;5;5;5;7;1;1;2;1;2;2;2;2;2;1;2;7;8;6;6;8;8;6;2;4;2;4;2;3;1;2;2;7;8;8;8;6;4;3;2;1;2;3;8;4;4;1;0,245346445;
551602870;EE;120;5;150;7;7;4;3;2;2;3;2;0;4;8;3;3;5;4;1;2;2;2;2;2;2;2;2;2;6;8;8;5;4;5;5;3;3;4;3;4;3;3;2;2;3;5;5;3;8;3;4;3;2;1;2;3;7;5;8;1;0,973255666;
2791;NO;60;5;300;7;7;5;3;3;3;4;2;8;8;10;6;5;2;8;1;2;2;2;2;2;2;2;2;1;2;5;7;7;6;7;8;5;2;4;2;3;2;6;3;3;3;4;6;6;7;6;1;3;2;2;2;3;8;5;7;1;0,738153717;
2029;CZ;30;5;60;2;2;3;4;2;1;2;1;4;4;4;4;4;5;5;3;2;2;2;2;2;2;2;2;2;6;5;8;8;5;7;4;7;4;5;2;2;4;88;3;3;3;5;4;3;8;6;4;3;2;3;2;3;7;8;10;2;0,921673091;
3775;FR;120;5;60;5;6;5;2;3;2;3;2;4;6;6;4;5;7;7;1;2;2;2;2;2;2;2;2;1;3;2;5;3;2;3;4;6;8;4;2;1;2;5;2;2;3;88;5;7;6;3;2;2;2;1;1;3;8;5;2;3;0,295285957;
6204;HU;120;3;6666;4;7;4;2;3;3;2;2;5;7;6;4;4;6;6;1;2;2;1;2;2;2;2;2;2;6;5;6;6;6;7;7;5;2;4;3;2;4;4;1;3;3;2;4;3;7;2;4;3;2;3;2;3;10;6;7;2;0,098546744;
1053;IL;0;5;150;8;5;8;3;1;2;3;3;1;8;2;1;1;0;0;1;2;2;2;2;2;2;2;2;1;3;7;7;3;5;88;5;5;2;8;1;5;1;0;1;3;4;7;8;6;8;6;4;3;2;1;1;3;10;5;6;2;0,629106174;
1336;IT;60;3;6666;5;6;7;3;2;2;2;2;3;5;5;1;0;7;88;2;2;2;2;2;2;2;2;2;2;6;88;4;3;2;4;2;0;2;5;1;5;5;2;2;3;2;4;6;5;6;5;2;3;2;2;2;1;8;8;77;2;0,020812686;
30;ES;30;5;600;7;6;4;3;1;4;1;5;1;0;3;0;0;1;3;1;2;2;2;2;1;2;1;2;2;6;6;6;6;0;3;4;5;1;5;1;5;1;7;2;2;2;2;2;3;7;5;2;4;2;2;1;3;6;8;2;4;0,688808016;
4680;IE;90;5;480;8;8;7;2;3;5;3;4;5;6;6;4;3;6;7;1;2;2;2;2;1;2;2;2;1;3;8;9;5;7;8;8;6;4;5;2;5;3;5;2;2;2;7;8;6;9;3;1;4;2;1;1;3;9;6;8;1;0,014030787;
10005254;DE;90;5;90;4;6;6;2;2;3;1;3;1;7;7;0;0;3;3;2;1;2;1;2;1;2;1;2;1;2;5;10;5;1;3;2;7;3;4;2;5;2;1;2;3;4;3;4;2;9;4;3;2;2;2;2;2;9;3;6;1;0,90733264;
5487;IL;30;4;180;2;2;6;2;1;2;1;2;4;3;1;2;2;5;4;2;2;2;2;2;2;2;2;2;2;6;1;8;1;1;1;6;5;4;2;3;2;3;10;3;4;3;1;3;2;8;4;3;3;2;2;1;3;5;3;5;2;0,301440844;
547;CZ;15;5;180;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;1;2;2;2;2;1;2;1;2;2;6;10;4;3;4;7;9;7;4;2;3;3;4;0;3;4;3;0;0;0;5;3;1;3;2;3;2;3;10;2;8;2;0,702547665;
3950;AT;5;5;180;3;3;1;3;2;3;1;2;3;5;9;2;0;4;6;1;2;2;2;2;2;2;2;1;1;2;8;8;2;1;0;3;9;1;5;1;5;4;0;4;4;4;10;3;3;9;6;3;4;2;3;1;3;9;5;2;2;0,101567888;
1825;CH;40;4;60;6;7;4;2;2;2;3;3;5;5;5;5;6;5;4;1;1;2;2;2;2;2;2;2;1;2;7;9;7;8;8;6;7;2;3;2;5;5;1;4;4;4;4;1;3;8;3;3;2;2;2;2;3;10;9;4;2;0,212146244;
1639;IE;0;5;60;6;4;7;4;2;2;2;2;4;8;6;4;4;8;9;1;2;2;2;2;2;2;2;2;2;6;77;9;7;7;7;3;2;4;5;1;5;1;10;3;3;3;5;5;7;4;4;5;2;2;2;1;1;10;4;5;1;0,378253616;
10003282;DE;5;4;5;8;6;5;2;3;2;3;4;8;8;8;6;6;6;5;1;2;2;2;2;1;2;2;2;1;2;6;9;7;7;7;7;9;3;3;3;3;4;5;2;2;2;3;4;4;9;3;2;2;2;2;2;3;7;5;8;1;0,731291162;
2370;FR;60;5;120;6;6;5;2;1;2;1;2;5;3;5;3;3;4;4;1;2;2;2;2;1;1;2;1;1;2;8;8;4;2;4;2;6;2;5;1;5;1;5;1;1;1;6;8;6;7;6;3;3;1;1;4;1;10;5;6;2;0,230566435;
10002247;DE;360;1;6666;5;8;8;3;3;2;3;2;5;8;8;5;5;5;5;2;2;2;2;2;2;2;2;2;2;6;5;8;8;8;8;5;5;2;3;2;3;2;5;2;4;4;5;8;8;8;5;4;3;2;2;4;1;8;8;2;3;0,404863141;
2775;FR;60;5;180;5;7;5;4;2;1;1;1;0;5;5;4;4;5;5;2;2;2;2;2;2;2;2;2;1;3;4;8;3;3;3;5;5;2;5;3;3;3;5;1;1;1;6;7;7;9;7;2;3;2;1;2;3;8;7;9;1;0,381170387;
2282;CZ;120;5;300;7;6;6;3;3;2;3;1;4;8;8;4;3;7;7;1;2;2;2;2;2;1;2;1;1;2;7;7;6;5;8;7;7;3;4;1;4;2;6;2;2;3;5;5;5;7;4;2;4;1;2;2;3;8;8;77;3;0,774026375;
473;NO;60;5;360;8;8;8;2;3;3;3;3;4;7;7;5;4;3;5;1;2;2;1;1;1;2;1;1;1;2;5;9;6;3;7;7;7;3;5;1;5;1;5;2;2;2;6;6;5;9;7;4;4;2;1;2;3;9;5;9;1;0,325613333;
113296;PT;60;5;360;4;5;6;2;2;3;3;3;6;3;8;2;3;2;7;1;2;2;2;2;1;2;1;1;2;6;4;2;3;4;2;3;5;2;5;1;5;1;2;1;2;2;7;8;5;4;6;4;3;2;2;2;3;4;6;1;3;0,607156724;
3142;CZ;60;5;120;8;5;7;2;2;1;1;1;1;1;3;3;3;6;8;8;2;2;2;2;2;2;2;2;1;3;3;7;8;1;5;9;7;3;5;2;1;5;1;4;4;4;1;1;1;8;4;4;2;2;3;3;2;8;4;77;2;0,358427068;
4006;IT;10;5;120;6;5;6;3;2;2;1;2;5;5;6;4;4;6;6;2;2;2;2;2;2;2;2;2;2;6;5;8;6;5;5;7;8;2;5;3;3;4;8;2;3;3;5;3;4;8;4;1;3;2;3;1;3;10;7;77;1;0,558270415;
1648;IT;10;4;30;6;7;6;3;2;1;1;1;5;5;6;4;4;5;7;1;2;2;2;2;2;2;2;2;1;3;3;6;5;5;5;7;5;3;4;2;5;2;0;4;4;4;0;0;0;7;3;2;3;2;3;3;3;10;7;6;2;0,520765981;
162556;PT;12;4;360;3;6;4;3;2;2;1;2;4;3;6;1;1;4;6;1;2;2;1;2;2;2;2;2;2;6;7;7;4;5;3;3;5;1;5;2;4;5;7;2;3;2;5;7;5;8;4;4;2;2;1;2;3;7;7;77;2;0,522345142;
766;RU;0;5;720;5;3;4;3;2;3;2;3;8;7;7;5;5;2;0;2;1;2;1;2;1;2;2;1;1;2;5;7;5;7;5;4;4;3;4;2;5;1;10;1;3;3;10;6;6;6;5;3;3;1;1;1;3;8;0;6;2;0,546091685;
3783;IT;90;2;6666;9;8;8;4;2;1;1;1;0;0;8;0;0;6;6;1;2;2;2;2;2;2;2;2;1;2;8;8;2;1;1;6;6;2;5;1;5;5;7;2;3;1;5;3;2;7;3;2;2;1;2;1;3;7;6;4;3;0,543934533;
1933;ES;60;5;210;5;88;5;3;3;1;3;1;88;5;9;1;1;6;8;2;2;2;9;2;2;1;2;2;2;6;5;10;4;0;3;5;7;2;4;2;4;2;8;2;2;2;6;7;6;9;4;3;3;2;2;3;3;9;9;88;2;0,389557427;
8565;PL;15;1;6666;0;5;0;4;1;1;1;1;0;0;0;0;0;0;0;1;1;2;2;1;2;2;2;2;2;6;5;3;0;0;0;5;0;1;3;1;4;5;0;3;3;3;10;8;5;5;6;4;2;2;2;2;3;10;8;1;3;0,576900716;
74;IL;90;5;210;3;5;6;4;1;1;1;1;5;5;3;2;3;1;5;1;2;2;2;2;2;2;2;2;1;4;7;3;2;0;7;6;5;1;5;1;3;3;5;1;3;4;3;7;4;6;6;1;5;2;2;3;2;10;0;5;4;0,963979175;
4208;IE;60;4;30;4;3;5;2;2;3;4;3;5;3;9;1;4;6;9;1;2;2;2;2;1;2;1;2;1;3;0;5;4;4;9;6;1;4;5;1;5;2;5;1;1;1;10;10;10;5;6;3;3;2;1;2;1;9;6;3;3;0,696482789;
41020716;NL;30;5;60;7;7;7;3;2;1;3;1;6;7;7;6;6;7;7;1;2;2;2;2;2;2;2;2;8;6;4;8;8;7;7;7;8;2;4;2;4;2;5;1;1;2;4;4;4;8;6;4;3;2;2;2;3;8;7;8;1;0,384490145;
2708;CH;0;5;420;5;5;7;3;4;1;4;1;7;7;6;3;3;88;3;2;2;2;2;2;1;2;1;2;2;6;6;7;8;7;10;7;8;2;5;1;5;4;7;1;2;2;8;8;7;7;5;2;3;1;1;3;3;8;6;77;1;0,236568197;
30952488;NL;70;5;195;8;8;7;2;2;3;2;3;6;6;6;5;6;6;7;1;2;2;1;2;2;2;2;2;1;2;5;9;8;5;6;5;6;1;3;1;5;1;3;2;2;2;8;3;5;10;7;4;3;2;2;2;2;5;5;4;2;0,525020475;
1709;LT;30;5;390;5;5;5;4;1;1;1;1;0;10;5;0;0;10;10;2;2;2;2;2;2;2;2;2;2;6;5;5;0;0;5;5;0;1;4;3;3;5;0;2;2;1;5;5;1;5;2;1;1;2;3;2;3;10;10;9;1;0,404100554;
1032;IE;30;4;60;8;7;7;2;2;4;3;3;6;7;8;8;7;7;7;1;2;2;1;2;1;2;2;2;2;6;7;6;3;6;6;7;3;2;4;2;4;4;5;2;3;2;5;7;5;5;5;2;2;2;2;1;3;8;5;7;2;0,170447442;
21321142;NL;30;4;60;8;8;5;2;3;1;2;1;5;8;6;6;6;4;8;1;2;2;1;2;2;2;2;2;1;3;7;8;7;6;8;5;8;3;4;1;5;2;0;2;2;3;5;5;5;9;6;1;4;1;2;1;3;10;6;4;1;0,055822204;
100000195;GB;120;5;480;7;7;5;2;4;4;4;4;8;7;7;7;7;5;8;1;2;2;2;2;1;2;2;1;2;6;6;5;6;6;8;6;5;2;5;1;5;1;5;2;2;2;8;7;6;5;6;4;2;2;2;2;2;8;7;7;1;0,387803081;
420;SI;10;5;480;5;4;4;3;3;1;3;1;5;3;7;2;3;5;6;1;2;2;1;1;1;2;2;1;1;2;3;9;5;5;7;5;3;2;3;1;5;1;4;1;1;2;7;8;8;9;6;5;3;2;2;1;3;6;7;2;2;0,78540487;
1443;IT;30;5;60;1;1;1;4;2;2;2;2;0;5;8;0;0;0;0;1;2;2;2;2;2;2;2;2;2;6;77;8;2;2;2;1;2;2;4;4;4;4;1;4;4;4;1;1;1;4;6;2;3;2;3;1;3;10;3;88;2;0,274409908;
5090;PL;180;1;6666;10;10;0;1;1;2;1;1;0;2;6;0;0;5;7;1;2;2;2;2;2;2;2;2;1;2;5;6;2;0;10;7;3;2;5;1;5;5;6;2;2;2;4;5;5;8;2;3;3;1;2;2;3;10;10;7;2;0,724869219;
551600292;EE;60;5;120;4;4;3;4;1;1;1;2;6;3;3;1;1;5;5;1;2;2;2;2;2;2;2;2;2;6;88;6;6;3;5;7;2;2;5;1;4;3;5;2;3;3;5;5;5;5;3;1;3;2;2;2;3;7;5;5;2;0,646739607;
100001086;GB;60;1;6666;6;6;7;1;1;1;1;3;4;3;2;1;2;1;5;1;2;2;2;1;2;2;2;2;2;6;5;7;8;5;3;7;5;2;2;3;4;3;2;2;2;2;5;4;3;8;2;1;1;2;1;4;2;8;2;1;2;0,112016564;
19200010;DE;20;5;60;8;8;2;1;2;2;2;3;1;5;8;1;1;4;4;1;1;2;2;2;1;2;1;1;2;6;5;10;4;0;5;4;0;2;5;1;5;2;6;2;2;2;8;5;5;9;6;4;3;2;1;1;3;10;7;10;1;0,515210272;
4230;IT;90;3;6666;6;6;3;2;1;3;1;2;0;4;5;0;0;6;88;1;2;2;2;2;2;2;2;2;1;6;7;2;2;3;1;5;4;1;3;2;4;5;1;2;4;2;3;0;3;5;2;1;2;1;3;2;3;10;3;2;4;0,675659448;
2334;CH;1022;4;30;5;10;10;3;3;5;4;4;10;10;10;10;10;10;10;1;2;2;2;2;2;2;2;2;2;6;4;9;7;8;5;8;9;3;5;1;4;1;7;2;2;2;5;6;5;9;5;4;3;2;3;2;3;8;8;5;1;0,348807716;
1193;NO;90;5;180;10;9;9;2;3;1;4;2;7;7;7;6;6;6;7;3;2;2;1;2;1;2;2;2;1;2;1;10;10;3;8;9;9;4;5;1;5;2;8;1;1;1;7;7;7;10;5;6;3;2;2;2;2;7;6;8;1;0,5600317;
10002447;DE;105;5;150;4;4;5;2;2;3;4;4;3;3;8;3;6;5;7;1;1;2;1;2;1;2;1;1;1;2;6;9;7;4;4;5;6;2;5;1;5;1;4;2;2;3;6;3;5;9;6;6;4;2;1;1;3;9;8;10;1;0,609075458;
10006252;DE;60;5;60;0;2;4;4;3;1;2;1;3;2;0;6;5;4;7;3;2;2;2;2;2;2;2;2;2;6;3;10;4;3;6;2;4;1;3;1;3;1;2;3;3;1;4;2;2;10;4;1;1;2;3;2;2;2;1;7;1;0,426105528;
5620;IL;0;2;6666;4;5;6;3;2;3;3;3;6;8;4;2;3;5;6;1;1;1;2;2;2;2;2;2;2;6;5;8;7;6;9;8;9;2;5;2;3;3;7;3;3;4;5;4;3;9;4;4;3;2;2;1;3;8;8;7;2;0,77131256;
1955;LT;35;4;60;4;2;2;4;1;8;1;2;7;5;4;6;6;4;88;1;2;2;2;2;2;2;2;2;2;6;88;4;3;7;5;88;7;1;5;2;5;3;1;1;2;2;7;6;5;4;4;1;2;1;3;3;3;6;5;77;2;0,967031155;
959;AT;45;2;6666;5;8;5;2;1;3;1;3;0;9;9;0;0;0;0;1;2;2;2;2;1;2;1;2;1;2;3;10;5;0;0;9;5;2;5;1;5;5;0;2;2;3;0;0;0;10;6;3;5;2;4;2;3;10;3;2;1;0,115395906;
438;SE;120;4;60;4;4;6;1;5;3;5;3;9;8;7;6;7;4;9;1;1;1;1;1;2;1;1;1;1;1;7;5;4;3;7;4;6;3;4;2;3;3;6;2;1;1;4;7;7;6;6;4;4;2;2;3;1;9;9;4;2;0,397964017;
682;HU;45;3;6666;7;4;7;3;3;1;2;1;5;5;7;3;3;2;1;2;2;2;2;2;2;2;2;2;1;6;5;7;6;6;9;88;6;2;3;3;4;5;1;8;4;4;2;2;3;7;4;3;8;2;2;3;3;10;6;77;2;0,5288251;
3798;AT;20;5;90;4;5;4;3;2;2;2;2;3;5;6;3;3;0;6;1;2;2;2;2;2;2;2;2;2;6;5;9;4;3;4;6;6;1;4;2;5;3;4;2;3;3;4;5;5;9;3;4;2;2;2;1;3;10;4;7;1;0,118242129;
2482;IL;20;1;6666;7;5;7;2;2;2;2;2;6;7;7;6;6;88;88;1;2;2;2;2;2;2;2;2;2;6;7;8;6;6;6;7;6;4;5;1;5;1;7;1;2;2;7;8;7;8;4;3;3;2;1;2;3;10;6;4;2;0,896747483;
1595;LT;30;5;360;0;6;5;3;1;1;1;1;0;6;8;2;0;10;10;1;2;2;2;2;2;2;2;2;2;6;5;10;5;2;8;5;0;3;4;2;5;3;10;1;4;4;88;3;6;9;4;4;2;2;3;3;3;10;5;2;2;0,793173713;
3762;FR;30;5;60;3;3;5;1;2;5;2;4;0;0;7;5;3;0;5;1;1;2;2;2;2;2;1;2;1;2;10;4;2;0;2;3;7;5;3;2;5;5;10;2;3;3;3;3;5;7;4;4;3;1;3;1;3;10;5;8;2;0,998067334;
1447;CH;60;5;120;7;5;7;3;4;3;4;3;88;7;9;5;5;88;6;1;2;2;2;2;1;2;2;2;2;6;5;8;8;7;7;7;8;3;5;1;5;1;5;2;2;2;7;5;5;8;6;3;3;2;1;2;3;6;6;8;1;0,011349411;
910;HU;90;5;480;5;5;4;2;3;3;2;3;6;5;6;4;4;1;4;1;2;2;2;2;2;2;2;2;1;6;7;6;6;7;4;5;5;3;5;2;8;5;1;2;3;4;5;3;88;7;4;2;3;2;2;2;3;9;6;77;2;0,161957817;
1149;RU;30;4;90;9;8;5;4;1;3;1;4;1;5;5;1;1;88;88;2;2;2;2;2;2;2;2;2;2;6;5;5;3;3;0;88;3;1;5;2;7;5;88;1;3;3;5;5;5;5;88;77;8;2;1;2;3;10;0;9;2;0,022812995;
1036;IE;60;5;240;7;5;4;3;1;1;1;1;0;0;0;0;0;0;88;2;2;2;2;2;2;2;2;2;2;6;88;5;0;0;0;4;0;1;4;2;4;4;0;4;4;4;0;0;0;5;4;1;2;2;1;2;3;7;0;5;2;0,565280615;
3262;AT;60;5;75;6;6;6;2;3;3;4;3;6;8;8;6;6;7;5;1;2;1;1;1;1;1;2;1;1;6;5;7;6;6;8;7;9;1;5;1;4;1;8;1;1;1;8;9;8;8;7;5;5;2;1;1;3;10;9;77;1;0,695432795;
100004023;GB;60;1;6666;5;5;5;2;2;2;1;2;0;8;7;0;0;4;88;2;2;2;2;2;2;2;2;2;2;6;88;7;8;0;0;8;8;2;5;1;5;1;0;2;3;3;5;7;5;8;2;2;3;2;1;1;3;10;0;77;3;0,232822741;
341;CH;60;5;300;6;7;3;4;3;3;3;2;7;8;9;3;3;4;4;3;2;2;2;2;2;2;2;2;1;2;7;9;9;6;6;7;9;4;5;1;5;2;10;2;2;2;7;8;6;9;5;2;3;2;1;2;3;7;8;10;1;0,00609708;
100003427;GB;0;5;180;5;10;0;3;1;3;2;4;0;0;0;0;0;0;0;2;1;2;2;2;1;2;2;2;2;6;2;0;0;0;0;6;3;3;2;2;3;2;9;2;2;2;5;5;0;5;7;6;5;1;3;2;2;10;10;77;7;0,416637672;
5435;IL;120;5;310;6;7;5;2;2;3;1;3;5;6;4;3;3;6;6;1;1;2;2;2;2;2;2;2;2;6;1;8;2;1;3;6;6;4;1;4;2;4;8;4;4;4;1;4;2;8;6;3;3;2;2;1;3;8;5;4;2;0,753360219;
52;IE;70;2;6666;7;6;7;3;2;3;2;3;5;6;8;4;6;5;7;1;2;2;2;2;2;2;2;2;1;3;6;8;6;4;5;7;6;2;4;2;4;2;6;2;3;3;7;6;6;8;2;2;3;2;2;2;3;6;3;4;2;0,366314585;
1690;ES;60;1;6666;1;88;0;3;1;1;1;1;0;5;10;0;0;2;2;1;2;2;2;2;2;2;2;2;2;6;4;8;0;0;0;3;5;1;5;1;5;1;88;1;1;1;8;8;8;10;6;4;3;1;3;3;3;10;3;5;4;0,80783683;
3239;IT;60;3;6666;1;5;0;3;2;1;2;8;0;0;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;6;77;6;0;1;0;3;2;2;4;3;3;3;0;4;4;4;2;2;2;8;5;2;2;1;3;3;3;3;2;77;3;0,153754926;
522;SE;150;4;90;5;8;9;2;2;2;2;3;4;0;0;3;3;4;5;1;1;2;1;1;1;2;2;2;1;2;2;9;5;6;4;2;4;1;4;2;5;2;0;2;2;2;7;5;4;10;7;6;3;1;2;2;1;8;5;4;1;0,516639345;
11543;FI;30;5;300;7;7;4;3;2;1;3;3;5;8;8;5;5;5;7;2;2;2;2;2;2;2;2;2;2;6;5;8;5;5;8;8;8;2;4;1;5;2;5;2;2;2;7;8;8;8;4;2;3;2;2;2;2;8;6;9;1;0,692005832;
11210;FI;60;4;30;8;8;9;2;2;2;2;2;8;9;10;7;7;8;8;1;2;1;1;2;2;2;2;2;1;2;10;8;7;7;8;7;8;2;4;3;4;5;5;2;3;3;6;7;7;9;6;1;4;2;1;3;3;10;9;6;2;0,557927756;
551600118;EE;90;5;255;7;8;8;3;1;3;3;3;5;8;8;5;7;5;5;3;2;2;1;2;1;2;2;1;1;2;6;8;8;6;9;9;5;4;4;5;1;5;8;2;3;2;7;8;6;9;4;2;2;2;2;2;3;7;5;5;2;0,126695451;
3836;FR;60;5;180;7;7;7;2;2;3;2;2;2;4;3;1;0;2;3;1;1;2;2;2;1;2;1;2;1;3;3;8;5;3;4;4;4;2;5;1;5;1;7;1;2;2;7;8;7;9;6;5;3;2;1;2;3;7;7;10;1;0,638193768;
551603035;EE;120;1;6666;9;8;7;3;1;2;2;1;3;6;8;4;4;88;88;1;2;2;2;2;2;2;2;2;2;6;5;10;88;4;88;5;6;4;4;2;3;4;3;2;3;3;7;6;88;6;2;5;3;2;2;4;3;10;2;2;2;0,152966464;
4934;IS;120;5;300;0;7;8;1;2;2;2;2;3;3;9;0;4;8;10;1;2;2;2;2;1;1;1;1;1;2;5;7;0;0;3;4;1;1;5;1;5;2;5;1;1;3;8;10;8;8;4;4;3;1;1;3;2;10;9;4;2;0,339014186;
3110;CH;30;5;180;6;3;6;2;4;3;3;3;8;5;7;6;7;5;5;2;2;1;2;2;2;2;2;2;1;2;6;10;5;7;8;7;8;2;4;1;5;2;1;2;3;4;2;2;2;8;6;5;5;2;3;2;3;7;4;88;1;0,829790379;
4233;IE;60;1;6666;8;8;9;2;2;1;1;1;7;8;8;5;5;6;7;2;2;2;2;2;2;2;2;2;1;2;6;8;7;7;8;7;8;4;5;2;4;3;5;2;2;2;4;6;6;7;6;4;2;2;2;3;1;7;4;5;1;0,317766729;
1085;ES;120;3;6666;5;6;4;1;2;3;2;3;6;3;7;3;4;5;6;1;2;2;1;2;2;1;1;2;2;6;4;8;2;2;4;5;4;1;4;2;4;2;7;2;2;2;3;6;9;8;3;2;3;2;2;2;3;10;10;1;4;0,869471935;
660;CZ;20;5;110;6;6;6;3;3;2;2;2;7;8;9;4;5;9;9;1;2;2;2;2;2;2;2;2;1;2;3;9;8;7;5;8;8;2;4;3;3;5;5;3;3;3;5;0;0;9;4;2;3;2;2;2;3;10;6;6;3;0,530999606;
710;SE;15;5;60;9;9;8;2;3;4;3;3;8;5;5;5;5;6;5;1;1;2;1;1;2;2;2;2;1;2;8;7;7;4;7;4;6;4;5;1;5;1;7;1;2;2;6;7;7;8;7;4;4;2;2;2;3;7;6;10;1;0,152308789;
1708;BE;45;5;120;5;5;6;2;3;2;3;2;7;6;6;6;6;7;7;1;2;2;2;2;2;2;2;2;2;6;4;7;7;5;8;5;8;3;5;2;4;3;5;2;2;2;5;4;4;8;5;1;3;2;3;2;3;8;6;5;2;0,562612161;
1484;LT;45;1;6666;7;7;7;3;3;2;3;2;3;6;6;2;2;6;6;1;2;2;2;2;2;2;2;2;2;6;6;2;2;2;2;3;2;1;4;4;2;4;6;4;4;4;2;5;2;2;2;1;3;2;2;3;2;4;4;2;3;0,416047011;
2794;IL;60;5;180;7;6;7;1;2;5;2;5;3;9;1;3;2;2;1;1;2;2;2;2;2;2;2;1;1;3;3;9;1;0;3;3;5;1;5;1;4;1;9;1;2;2;8;9;9;9;5;4;3;2;1;1;3;10;2;2;2;0,627760058;
1048;RU;80;1;6666;5;10;5;2;3;2;3;3;88;88;88;5;0;0;0;1;2;2;2;2;2;2;2;2;1;6;5;6;88;5;3;5;5;2;4;5;5;5;1;3;3;3;6;5;5;10;3;3;8;2;1;3;3;10;5;77;2;0,415926683;
100004175;GB;120;5;240;3;5;8;2;3;3;3;2;3;8;8;2;3;2;9;2;1;2;2;2;2;2;2;2;2;6;3;8;5;3;8;5;6;2;4;2;5;2;3;2;2;2;5;5;5;8;6;2;1;1;2;4;2;8;3;1;3;0,790800516;
10000105;DE;90;1;6666;10;10;10;2;1;3;3;3;4;88;8;5;4;88;88;1;1;2;1;2;1;2;1;2;2;6;4;8;88;5;5;8;9;2;5;1;4;1;7;8;8;8;9;10;88;9;5;4;3;2;2;2;3;7;4;2;2;0,750741416;
574;RU;60;5;120;3;6;6;3;2;1;1;1;5;2;3;2;4;2;1;2;2;2;2;2;2;2;2;2;2;6;4;4;4;5;4;5;4;3;4;5;2;5;5;3;3;3;2;2;3;6;5;2;4;2;2;2;3;6;5;8;2;0,617883243;
414;ES;60;5;120;7;9;5;2;3;3;3;3;5;7;7;4;4;6;7;2;2;2;1;2;2;2;1;1;1;2;1;9;5;4;7;7;8;1;5;1;5;1;5;2;2;9;5;8;5;9;6;4;4;1;2;1;3;1;7;10;1;0,477977232;
2893;CH;10;5;60;6;7;6;3;4;2;4;3;5;4;88;4;5;3;88;1;1;1;1;2;1;1;1;1;1;8;3;8;5;5;5;7;7;2;5;1;5;1;5;8;8;8;7;8;8;9;6;4;3;2;1;1;3;8;7;88;1;0,492807902;
751;LT;20;5;215;4;5;5;3;2;2;2;2;4;8;9;4;4;6;6;3;2;2;2;2;1;2;2;2;1;2;6;5;3;3;3;5;3;2;4;5;2;4;10;1;4;4;7;8;8;9;6;2;3;2;4;1;3;8;3;10;1;0,556702064;
506;RU;180;1;6666;5;7;6;2;1;1;1;1;88;6;5;6;6;88;2;2;2;2;2;2;2;2;2;2;2;6;88;6;6;7;5;3;8;1;3;5;1;5;3;2;3;3;5;4;4;8;2;1;3;1;2;3;2;10;4;5;3;0,31940266;
21213297;NL;30;5;600;9;9;6;1;4;2;3;2;7;8;8;7;7;6;7;1;2;2;2;2;1;2;2;2;1;2;2;8;7;6;7;7;4;1;5;1;5;1;8;1;1;1;8;10;9;8;7;5;3;2;1;1;3;6;6;2;2;0,669359508;
2103;IL;180;5;180;8;5;9;2;4;5;5;5;5;8;5;5;2;7;3;1;2;2;2;2;2;2;1;1;1;1;6;5;4;4;6;8;8;3;4;3;4;3;7;1;3;4;7;6;88;8;6;5;3;2;1;1;3;10;0;8;1;0,174866995;
3043;IE;180;3;6666;4;6;6;2;4;3;4;3;6;7;7;5;4;7;7;1;2;2;2;2;2;2;2;2;2;6;88;7;6;7;6;7;6;2;4;2;8;4;6;1;2;3;7;7;7;8;2;3;2;2;3;2;3;8;7;3;1;0,275081141;
41051513;NL;30;5;150;7;7;6;2;2;2;3;2;5;6;7;6;6;7;7;1;1;2;1;2;1;2;2;1;1;2;10;8;7;6;6;7;6;3;4;2;5;2;5;3;3;3;5;4;5;8;7;2;3;1;2;2;3;8;7;8;1;0,140113768;
100000127;GB;120;1;6666;7;3;8;2;2;2;2;3;6;5;6;5;6;4;88;1;1;2;2;2;2;2;2;2;1;2;6;7;6;7;4;4;7;2;2;2;4;2;2;2;2;2;6;6;5;9;6;4;2;2;3;2;3;6;4;1;1;0,740605574;
1593;BE;45;5;90;7;8;7;2;2;2;3;1;7;7;8;3;3;7;8;1;2;2;2;2;1;2;2;1;1;2;2;7;6;3;7;6;8;1;5;1;5;1;7;1;1;2;8;9;8;7;6;5;3;1;2;3;2;9;8;10;1;0,552574589;
