"","clmt_binary","age","gndr","lr_scale","Age"
"2269",1,"36-50","Female",NA,39
"2270",0,"50-65","Female",5,65
"2271",NA,"36-50","Male",NA,50
"2272",1,"25-35","Female",NA,28
"2273",1,"50-65","Female",NA,63
"2274",1,"> 65","Female",5,74
"2275",1,"> 65","Male",5,67
"2276",1,"50-65","Male",NA,61
"2277",1,"36-50","Female",-5,37
"2278",0,"36-50","Male",-5,43
"2279",1,"25-35","Female",3,27
"2280",0,"18-24","Female",NA,23
"2281",1,"36-50","Female",NA,48
"2282",1,"50-65","Female",-3,62
"2283",0,"36-50","Female",NA,46
"2284",1,"36-50","Female",-5,39
"2285",1,"36-50","Female",0,36
"2286",1,"25-35","Male",1,31
"2287",NA,"25-35","Female",0,29
"2288",0,"50-65","Female",5,56
"2289",1,"50-65","Female",NA,63
"2290",1,"36-50","Female",0,39
"2291",1,"36-50","Female",0,44
"2292",0,"50-65","Male",2,54
"2293",1,"25-35","Male",5,30
"2294",1,"25-35","Male",5,32
"2295",1,"36-50","Male",NA,49
"2296",1,"25-35","Male",2,33
"2297",0,"36-50","Female",NA,42
"2298",1,"50-65","Female",0,52
"2299",1,"25-35","Male",0,33
"2300",1,"36-50","Male",0,44
"2301",1,"36-50","Female",NA,46
"2302",NA,"> 65","Female",NA,76
"2303",1,"25-35","Female",NA,35
"2304",1,"50-65","Female",NA,63
"2305",1,"36-50","Female",NA,40
"2306",0,"25-35","Female",0,33
"2307",1,"36-50","Male",NA,39
"2308",1,"36-50","Female",NA,40
"2309",1,"> 65","Female",NA,85
"2310",NA,"> 65","Female",NA,83
"2311",1,"36-50","Male",0,46
"2312",NA,"36-50","Male",NA,49
"2313",1,"50-65","Male",-3,59
"2314",1,"25-35","Male",1,26
"2315",1,"50-65","Female",-2,56
"2316",0,"36-50","Male",0,39
"2317",1,"18-24","Female",1,22
"2318",1,"18-24","Female",NA,21
"2319",1,"> 65","Female",NA,69
"2320",1,"50-65","Male",0,58
"2321",1,"> 65","Male",-2,73
"2322",1,"18-24","Male",NA,24
"2323",1,"25-35","Male",-2,33
"2324",0,"25-35","Male",-4,33
"2325",1,"36-50","Female",5,39
"2326",1,"25-35","Female",-4,34
"2327",1,"36-50","Male",0,36
"2328",0,"25-35","Male",0,31
"2329",1,"18-24","Female",-4,23
"2330",1,"25-35","Male",NA,26
"2331",1,"36-50","Male",NA,36
"2332",1,"36-50","Female",NA,40
"2333",1,"25-35","Male",2,30
"2334",1,"18-24","Female",NA,20
"2335",1,"18-24","Male",NA,15
"2336",1,"36-50","Female",1,40
"2337",1,"36-50","Male",NA,46
"2338",1,"18-24","Female",NA,22
"2339",1,"18-24","Female",NA,22
"2340",0,"18-24","Male",0,23
"2341",1,"36-50","Female",0,50
"2342",1,"25-35","Male",5,29
"2343",0,"> 65","Female",0,71
"2344",0,"> 65","Male",NA,89
"2345",0,"18-24","Male",2,17
"2346",0,"50-65","Female",NA,63
"2347",1,"36-50","Female",0,50
"2348",0,"36-50","Male",5,40
"2349",0,"50-65","Male",0,58
"2350",1,"> 65","Female",5,67
"2351",1,"50-65","Male",5,57
"2352",1,"> 65","Female",5,69
"2353",1,"50-65","Male",0,55
"2354",1,"50-65","Female",0,53
"2355",1,"36-50","Female",0,49
"2356",0,"25-35","Male",5,31
"2357",1,"50-65","Female",3,57
"2358",1,"> 65","Male",0,77
"2359",0,"18-24","Male",-1,22
"2360",1,"18-24","Female",1,23
"2361",1,"36-50","Male",1,47
"2362",1,"18-24","Female",-3,20
"2363",1,"25-35","Female",-2,33
"2364",1,"50-65","Male",0,51
"2365",1,"25-35","Male",NA,29
"2366",1,"25-35","Female",NA,28
"2367",1,"36-50","Female",NA,43
"2368",1,"25-35","Male",NA,27
"2369",1,"50-65","Female",NA,65
"2370",1,"25-35","Female",-5,32
"2371",1,"> 65","Male",-2,66
"2372",0,"18-24","Female",-1,22
"2373",1,"18-24","Male",0,23
"2374",1,"18-24","Female",0,20
"2375",1,"36-50","Male",0,39
"2376",0,"18-24","Male",-2,20
"2377",1,"25-35","Male",0,26
"2378",1,"18-24","Male",0,22
"2379",1,"25-35","Male",0,25
"2380",1,"25-35","Female",-5,26
"2381",1,"> 65","Female",0,67
"2382",1,"> 65","Female",-1,71
"2383",NA,"25-35","Female",0,26
"2384",NA,"50-65","Female",0,60
"2385",1,"36-50","Male",-1,40
"2386",0,"25-35","Male",0,33
"2387",1,"> 65","Female",NA,67
"2388",1,"> 65","Female",NA,69
"2389",1,"> 65","Female",NA,82
"2390",1,"50-65","Female",2,56
"2391",1,"> 65","Male",0,72
"2392",1,"36-50","Female",NA,48
"2393",1,"18-24","Male",5,24
"2394",1,"50-65","Male",0,55
"2395",1,"36-50","Male",0,39
"2396",1,"> 65","Female",-5,83
"2397",1,"50-65","Female",-5,58
"2398",1,"25-35","Female",NA,32
"2399",0,"36-50","Female",5,39
"2400",1,"36-50","Female",-5,39
"2401",1,"36-50","Male",-5,39
"2402",1,"36-50","Female",-5,47
"2403",1,"50-65","Female",0,64
"2404",1,"> 65","Female",-5,68
"2405",1,"36-50","Female",NA,42
"2406",1,"36-50","Male",-3,38
"2407",1,"50-65","Male",-1,52
"2408",1,"50-65","Female",0,62
"2409",1,"50-65","Female",NA,55
"2410",1,"25-35","Male",NA,32
"2411",1,"36-50","Male",NA,36
"2412",1,"50-65","Male",NA,51
"2413",1,"18-24","Male",NA,23
"2414",1,"36-50","Male",NA,39
"2415",1,"36-50","Male",4,47
"2416",1,"18-24","Male",NA,24
"2417",1,"36-50","Female",NA,43
"2418",0,"36-50","Female",NA,38
"2419",1,"50-65","Female",3,57
"2420",1,"36-50","Female",2,48
"2421",1,"25-35","Male",NA,31
"2422",1,"50-65","Female",NA,60
"2423",0,"50-65","Female",NA,64
"2424",NA,"18-24","Male",NA,24
"2425",0,"50-65","Male",NA,61
"2426",0,"18-24","Female",-4,23
"2427",1,"25-35","Male",-5,27
"2428",1,"25-35","Female",-2,29
"2429",0,"25-35","Male",-2,25
"2430",NA,"36-50","Male",NA,36
