"","year","region","wine","beer","vodka","champagne","brandy","district"
"641",2005,"Novosibirsk Oblast",2.6,81.8,7.8,0.3,0.2,"Siberian"
"642",2005,"Omsk Oblast",4,28.2,9.2,0.7,0.3,"Siberian"
"643",2005,"Orenburg Oblast",3.2,39,9.2,0.7,0.3,"Volga"
"644",2005,"Oryol Oblast",4.1,39.7,8,1.3,0.3,"Central"
"645",2005,"Penza Oblast",10.2,54.3,7.7,1,0.2,"Volga"
"646",2005,"Perm Krai",8.2,70.1,12.1,0.9,0.4,"Volga"
"647",2005,"Primorsky Krai",5.2,53.7,15.9,1.6,0.6,"Far Eastern"
"648",2005,"Pskov Oblast",12.8,63,9.8,0.9,0.2,"Northwestern"
"649",2005,"Altai Republic",6,27.1,11.7,1.2,0.1,"Siberian"
"650",2005,"Komi Republic",9.6,70.7,26.7,1.2,0.6,"Northwestern"
"651",2005,"Tuva Republic",2.7,29,16.2,0.5,0.1,"Siberian"
"652",2005,"Rostov Oblast",3.8,58.7,6.7,1.3,0.4,"Southern"
"653",2005,"Ryazan Oblast",4.2,57.6,9.3,1.2,0.2,"Central"
"654",2005,"Samara Oblast",3.5,51.1,10.2,0.9,0.3,"Volga"
"655",2005,"Saint Petersburg",10.3,104.8,16.2,2.4,1.1,"Northwestern"
"656",2005,"Saratov Oblast",3.7,44.1,9.6,0.9,0.2,"Volga"
"657",2005,"Sakhalin Oblast",6.9,39.5,19.1,2.2,1,"Far Eastern"
"658",2005,"Sverdlovsk Oblast",8.5,80.5,17.3,1,0.6,"Ural"
"659",2005,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"660",2005,"Republic of North Ossetia-Alania",2.2,16,3.4,0.5,0.1,"North Caucasian"
"661",2005,"Smolensk Oblast",7.4,78.9,17.7,1.6,0.3,"Central"
"662",2005,"Stavropol Krai",6.8,60.6,8,1.5,0.5,"North Caucasian"
"663",2005,"Tambov Oblast",1.7,56.5,9.8,1.5,0.2,"Central"
"664",2005,"Republic of Tatarstan",3.7,46.2,13.2,0.9,0.2,"Volga"
"665",2005,"Tver Oblast",7.4,52.5,19.8,2.2,0.3,"Central"
"666",2005,"Tomsk Oblast",8,51.4,13.7,0.7,0.1,"Siberian"
"667",2005,"Tula Oblast",4.6,41.8,11,0.7,0.2,"Central"
"668",2005,"Tyumen Oblast",4.2,101.1,18.9,0.7,0.5,"Ural"
"669",2005,"Udmurt Republic",5.9,41.9,12.2,0.5,0.2,"Volga"
"670",2005,"Ulyanovsk Oblast",5.2,32.6,11.2,0.8,0.3,"Volga"
"671",2005,"Khabarovsk Krai",4.9,70.5,15.6,1,0.5,"Far Eastern"
"672",2005,"Republic of Khakassia",12.2,73.6,16.5,2.3,0.8,"Siberian"
"673",2005,"Khanty-Mansi Autonomous Okrug (Yugra)",4.2,101.1,18.9,0.7,0.5,"Ural"
"674",2005,"Chelyabinsk Oblast",8,90.9,19.5,1.5,0.8,"Ural"
"675",2005,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"676",2005,"Chuvash Republic",4.8,37.6,11.3,0.5,0.2,"Volga"
"677",2005,"Chukotka Autonomous Okrug",4,9.1,11.1,1.6,0.7,"Far Eastern"
"678",2005,"Sakha (Yakutia) Republic",5.8,34.4,14,1.3,0.4,"Far Eastern"
"679",2005,"Yamalo-Nenets Autonomous Okrug",4.2,101.1,18.9,0.7,0.5,"Ural"
"680",2005,"Yaroslavl Oblast",5.5,62.7,14.5,0.5,0.2,"Central"
"681",2006,"Republic of Adygea",3.8,32.4,8.1,0.7,0.3,"Southern"
"682",2006,"Altai Krai",2.2,50.2,9.7,1,0.2,"Siberian"
"683",2006,"Amur Oblast",5.9,54.8,19.3,0.8,0.3,"Far Eastern"
"684",2006,"Arkhangelsk Oblast",8.6,43.1,16.9,1.4,0.7,"Northwestern"
"685",2006,"Astrakhan Oblast",3.9,59.8,9.6,0.7,0.2,"Southern"
"686",2006,"Republic of Bashkortostan",2.6,68.4,10.6,0.7,0.2,"Volga"
"687",2006,"Belgorod Oblast",2.7,46.5,12.4,1.4,0.1,"Central"
"688",2006,"Bryansk Oblast",7.5,46.3,10.9,0.9,0.2,"Central"
"689",2006,"Republic of Buryatia",5.1,45.2,13,0.5,0.1,"Far Eastern"
"690",2006,"Vladimir Oblast",4.4,51.4,15.3,1.3,0.3,"Central"
"691",2006,"Volgograd Oblast",3.3,60.3,9.5,1.9,0.4,"Southern"
"692",2006,"Vologda Oblast",7.7,85.2,17.5,0.8,0.6,"Northwestern"
"693",2006,"Voronezh Oblast",3.7,62.3,11.1,1.4,0.4,"Central"
"694",2006,"Republic of Dagestan",2.9,6.9,11.7,1.3,0.4,"North Caucasian"
"695",2006,"Jewish Autonomous Oblast",3.7,56.3,7.5,0.4,0.1,"Far Eastern"
"696",2006,"Zabaykalsky Krai",13.7,207.3,31.7,3.1,1.3,"Far Eastern"
"697",2006,"Ivanovo Oblast",10.7,99.9,11.1,1,0.4,"Central"
"698",2006,"Republic of Ingushetia",0.3,0.9,1,0.1,NA,"North Caucasian"
"699",2006,"Irkutsk Oblast",7.2,68.4,23,1.5,1,"Siberian"
"700",2006,"Kabardino-Balkar Republic",2.5,38.1,6.6,1.2,0.5,"North Caucasian"
"701",2006,"Kaliningrad Oblast",11.6,82.4,16.9,1.4,1,"Northwestern"
"702",2006,"Republic of Kalmykia",4.9,34,7.8,1.6,0.2,"Southern"
"703",2006,"Kaluga Oblast",5.9,96.6,11.3,3,0.4,"Central"
"704",2006,"Kamchatka Krai",8,69.1,20.4,2.9,1.2,"Far Eastern"
"705",2006,"Karachay-Cherkess Republic",3,22.1,5.6,0.4,0.4,"North Caucasian"
"706",2006,"Republic of Karelia",14.7,40.9,15,0.8,0.5,"Northwestern"
"707",2006,"Kemerovo Oblast",4.3,87.8,19.7,1.3,0.4,"Siberian"
"708",2006,"Kirov Oblast",9.5,66.8,12.9,0.9,0.2,"Volga"
"709",2006,"Kostroma Oblast",5.6,32.4,16.9,0.6,0.2,"Central"
"710",2006,"Krasnodar Krai",8.3,59.3,7.2,1.1,0.5,"Southern"
"711",2006,"Krasnoyarsk Krai",4.4,65.9,9.6,1,0.3,"Siberian"
"712",2006,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"713",2006,"Kurgan Oblast",5,56.9,6.9,0.6,0.2,"Ural"
"714",2006,"Kursk Oblast",5.4,81.4,7.2,1.3,0.3,"Central"
"715",2006,"Leningrad Oblast",9.6,79.3,19.4,2.2,0.9,"Northwestern"
"716",2006,"Lipetsk Oblast",3.4,62.3,10.4,0.8,0.2,"Central"
"717",2006,"Magadan Oblast",6.6,42.4,16.3,2.5,0.7,"Far Eastern"
"718",2006,"Mari El Republic",6.3,28.5,12.9,0.7,0.2,"Volga"
"719",2006,"Republic of Mordovia",5.5,46.1,10.3,0.4,0.1,"Volga"
"720",2006,"Moscow",5.9,111,23.8,4.2,1.2,"Central"
"721",2006,"Moscow Oblast",6.5,38.7,21.2,1.5,1.3,"Central"
"722",2006,"Murmansk Oblast",8.3,51.2,19.3,2,0.8,"Northwestern"
"723",2006,"Nenets Autonomous Okrug",8.6,43.1,16.9,1.4,0.7,"Northwestern"
"724",2006,"Nizhny Novgorod Oblast",7.7,65.8,14.1,1.7,0.3,"Volga"
"725",2006,"Novgorod Oblast",6.4,41.6,15,0.4,0.2,"Northwestern"
"726",2006,"Novosibirsk Oblast",2.7,84.9,7.3,0.3,0.2,"Siberian"
"727",2006,"Omsk Oblast",3.7,30.4,7.1,0.6,0.3,"Siberian"
"728",2006,"Orenburg Oblast",3.3,46.4,10.3,0.8,0.3,"Volga"
"729",2006,"Oryol Oblast",3.9,44.7,7.7,1.3,0.3,"Central"
"730",2006,"Penza Oblast",8.7,56.3,6.7,0.8,0.1,"Volga"
"731",2006,"Perm Krai",8.1,89.2,12.1,1.1,0.5,"Volga"
"732",2006,"Primorsky Krai",4.6,59.6,14.8,1.7,0.6,"Far Eastern"
"733",2006,"Pskov Oblast",11.8,71.6,10,0.9,0.2,"Northwestern"
"734",2006,"Altai Republic",4,32.4,9.5,0.8,0.1,"Siberian"
"735",2006,"Komi Republic",9.3,67.2,18.6,1.3,0.6,"Northwestern"
"736",2006,"Tuva Republic",1.8,49.2,11.6,0.3,0.1,"Siberian"
"737",2006,"Rostov Oblast",3.3,57.3,5.6,1.3,0.4,"Southern"
"738",2006,"Ryazan Oblast",4,58.1,9.3,1.3,0.2,"Central"
"739",2006,"Samara Oblast",3.8,60.8,9.3,1.3,0.3,"Volga"
"740",2006,"Saint Petersburg",7.6,125.3,16.4,2.4,1.4,"Northwestern"
"741",2006,"Saratov Oblast",4,57.8,8.8,0.8,0.2,"Volga"
"742",2006,"Sakhalin Oblast",6.2,54.5,17.1,1.9,1.1,"Far Eastern"
"743",2006,"Sverdlovsk Oblast",8.8,96.1,19.7,0.9,0.6,"Ural"
"744",2006,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"745",2006,"Republic of North Ossetia-Alania",2.5,17.5,3.8,0.7,0.1,"North Caucasian"
"746",2006,"Smolensk Oblast",7.4,66.2,17.8,1.8,0.3,"Central"
"747",2006,"Stavropol Krai",7.3,72,6.3,1.4,0.6,"North Caucasian"
"748",2006,"Tambov Oblast",2,57.9,9.7,1.3,0.2,"Central"
"749",2006,"Republic of Tatarstan",3.1,68.3,13.6,0.8,0.2,"Volga"
"750",2006,"Tver Oblast",6.4,64.6,18.1,2.4,0.4,"Central"
"751",2006,"Tomsk Oblast",6.3,61.2,13.4,0.6,0.1,"Siberian"
"752",2006,"Tula Oblast",5,43.7,8.6,1.2,0.3,"Central"
"753",2006,"Tyumen Oblast",3,106.6,19.8,0.6,0.4,"Ural"
"754",2006,"Udmurt Republic",6.8,51.3,13.4,0.6,0.2,"Volga"
"755",2006,"Ulyanovsk Oblast",4.5,49.5,7.9,0.9,0.4,"Volga"
"756",2006,"Khabarovsk Krai",4.3,85.7,14.4,1.4,0.6,"Far Eastern"
"757",2006,"Republic of Khakassia",12.4,90.1,16.7,2.1,0.7,"Siberian"
"758",2006,"Khanty-Mansi Autonomous Okrug (Yugra)",3,106.6,19.8,0.6,0.4,"Ural"
"759",2006,"Chelyabinsk Oblast",8.2,103.9,16,1.5,0.9,"Ural"
"760",2006,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"761",2006,"Chuvash Republic",4.6,46,14,0.9,0.2,"Volga"
"762",2006,"Chukotka Autonomous Okrug",5.5,11,17,2.1,0.7,"Far Eastern"
"763",2006,"Sakha (Yakutia) Republic",6.3,39.4,12.9,1.1,0.4,"Far Eastern"
"764",2006,"Yamalo-Nenets Autonomous Okrug",3,106.6,19.8,0.6,0.4,"Ural"
"765",2006,"Yaroslavl Oblast",5.7,66.8,14.7,0.6,0.3,"Central"
"766",2007,"Republic of Adygea",4.1,31.6,6.8,0.7,0.5,"Southern"
"767",2007,"Altai Krai",2.5,52.8,6.9,1.2,0.2,"Siberian"
"768",2007,"Amur Oblast",5.7,64.6,17.3,1,0.3,"Far Eastern"
"769",2007,"Arkhangelsk Oblast",10.1,40.3,15.6,1.6,0.8,"Northwestern"
"770",2007,"Astrakhan Oblast",4.1,64,9.6,0.9,0.3,"Southern"
"771",2007,"Republic of Bashkortostan",3,68.7,11.1,0.9,0.2,"Volga"
"772",2007,"Belgorod Oblast",4.5,55.6,11,1.6,0.2,"Central"
"773",2007,"Bryansk Oblast",7.5,60.4,9.6,1.1,0.2,"Central"
"774",2007,"Republic of Buryatia",6.2,39.4,14.2,0.5,0.1,"Far Eastern"
"775",2007,"Vladimir Oblast",6.9,51.7,12.6,1.4,0.4,"Central"
"776",2007,"Volgograd Oblast",4.9,74.6,8.6,1.9,0.4,"Southern"
"777",2007,"Vologda Oblast",9.4,86.3,16.2,0.8,0.4,"Northwestern"
"778",2007,"Voronezh Oblast",4.7,74.3,11.9,1.5,0.5,"Central"
"779",2007,"Republic of Dagestan",2.4,5.9,12.2,1.2,0.3,"North Caucasian"
"780",2007,"Jewish Autonomous Oblast",4.4,52.3,9.1,0.9,0.4,"Far Eastern"
"781",2007,"Zabaykalsky Krai",6.7,61.9,13.5,0.8,0.2,"Far Eastern"
"782",2007,"Ivanovo Oblast",8.9,106.2,13.5,1.3,0.4,"Central"
"783",2007,"Republic of Ingushetia",0.3,1,1,0.1,NA,"North Caucasian"
"784",2007,"Irkutsk Oblast",5.4,76.7,11.6,1.1,0.3,"Siberian"
"785",2007,"Kabardino-Balkar Republic",2.9,24.3,5.1,1,0.4,"North Caucasian"
"786",2007,"Kaliningrad Oblast",12.3,73.8,17.3,1.6,0.9,"Northwestern"
"787",2007,"Republic of Kalmykia",4.8,29.3,8.1,0.6,0.3,"Southern"
"788",2007,"Kaluga Oblast",6.4,71.4,11.8,2.3,0.5,"Central"
"789",2007,"Kamchatka Krai",7.8,69.6,18.6,3.3,1.5,"Far Eastern"
"790",2007,"Karachay-Cherkess Republic",2,23,5.1,0.4,0.4,"North Caucasian"
"791",2007,"Republic of Karelia",11.9,45.7,15.9,1.2,0.6,"Northwestern"
"792",2007,"Kemerovo Oblast",8.8,65.1,19.6,1.8,0.9,"Siberian"
"793",2007,"Kirov Oblast",12.1,76,13.8,1.3,0.4,"Volga"
"794",2007,"Kostroma Oblast",7,53.7,15.8,0.9,0.4,"Central"
"795",2007,"Krasnodar Krai",8.2,65.5,7.2,1.1,0.5,"Southern"
"796",2007,"Krasnoyarsk Krai",5.9,84.3,12.5,1.6,0.5,"Siberian"
"797",2007,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"798",2007,"Kurgan Oblast",6.6,68,8,0.9,0.3,"Ural"
"799",2007,"Kursk Oblast",6.1,72.4,8,1.4,0.4,"Central"
"800",2007,"Leningrad Oblast",8.5,73,13.6,1.9,1.1,"Northwestern"
"801",2007,"Lipetsk Oblast",6.9,72.5,10.5,1.1,0.3,"Central"
"802",2007,"Magadan Oblast",7.3,42,16.3,3.2,0.9,"Far Eastern"
"803",2007,"Mari El Republic",7.9,28.8,12.7,1,0.2,"Volga"
"804",2007,"Republic of Mordovia",5.6,47.4,8.9,0.7,0.2,"Volga"
"805",2007,"Moscow",7.3,101.4,22.9,4.8,1.5,"Central"
"806",2007,"Moscow Oblast",8.2,67.4,16.9,2.3,1.4,"Central"
"807",2007,"Murmansk Oblast",10.2,53,18.9,1.8,0.9,"Northwestern"
"808",2007,"Nenets Autonomous Okrug",10.1,40.3,15.6,1.6,0.8,"Northwestern"
"809",2007,"Nizhny Novgorod Oblast",7.1,70,12,1.8,0.5,"Volga"
"810",2007,"Novgorod Oblast",12.1,44,13.8,1.4,0.6,"Northwestern"
"811",2007,"Novosibirsk Oblast",5.3,91.8,16.8,1.6,0.5,"Siberian"
"812",2007,"Omsk Oblast",3,104.2,8.2,0.5,0.2,"Siberian"
"813",2007,"Orenburg Oblast",3.7,52,9.2,0.8,0.4,"Volga"
"814",2007,"Oryol Oblast",4.6,45.9,7.8,1.4,0.3,"Central"
"815",2007,"Penza Oblast",10,55.2,7.6,0.9,0.2,"Volga"
"816",2007,"Perm Krai",8.8,91.4,13.3,1.2,0.6,"Volga"
"817",2007,"Primorsky Krai",4.9,66.8,13.5,1.9,0.7,"Far Eastern"
"818",2007,"Pskov Oblast",10.2,64.7,11.3,1.3,0.4,"Northwestern"
"819",2007,"Altai Republic",4.8,39.4,10.5,0.7,0.3,"Siberian"
"820",2007,"Komi Republic",11.2,88.3,15.6,1.8,0.7,"Northwestern"
"821",2007,"Tuva Republic",1.9,52.1,13.9,0.5,0.2,"Siberian"
"822",2007,"Rostov Oblast",4.2,60.8,5.3,1.4,0.4,"Southern"
"823",2007,"Ryazan Oblast",5.7,60.6,9.5,1.2,0.3,"Central"
"824",2007,"Samara Oblast",5.8,63.4,9.5,1.4,0.5,"Volga"
"825",2007,"Saint Petersburg",9.1,106.4,14,2.7,1.4,"Northwestern"
"826",2007,"Saratov Oblast",4.5,53.2,9,0.9,0.3,"Volga"
"827",2007,"Sakhalin Oblast",5.7,52.2,17.8,2.1,0.8,"Far Eastern"
"828",2007,"Sverdlovsk Oblast",10.3,96.7,17.2,1.3,0.6,"Ural"
"829",2007,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"830",2007,"Republic of North Ossetia-Alania",2.5,15.7,3.9,0.6,0.1,"North Caucasian"
"831",2007,"Smolensk Oblast",8.4,62.8,13.4,1.8,0.4,"Central"
"832",2007,"Stavropol Krai",6.8,66.1,6.6,1.4,0.6,"North Caucasian"
"833",2007,"Tambov Oblast",4.1,56.7,10.4,1,0.3,"Central"
"834",2007,"Republic of Tatarstan",3.4,72.6,14.5,1.2,0.3,"Volga"
"835",2007,"Tver Oblast",6.5,71.5,16.5,2.4,0.4,"Central"
"836",2007,"Tomsk Oblast",8.2,59.1,13.9,1.4,0.6,"Siberian"
"837",2007,"Tula Oblast",5.4,43.6,8.6,1.6,0.4,"Central"
"838",2007,"Tyumen Oblast",6.6,95.4,15.2,1.8,1.1,"Ural"
"839",2007,"Udmurt Republic",8,70.4,14.6,0.8,0.3,"Volga"
"840",2007,"Ulyanovsk Oblast",5.3,52.8,8.1,1.1,0.4,"Volga"
"841",2007,"Khabarovsk Krai",5,93.7,14.9,2.1,0.7,"Far Eastern"
"842",2007,"Republic of Khakassia",10.7,73.1,15.3,1.2,1,"Siberian"
"843",2007,"Khanty-Mansi Autonomous Okrug (Yugra)",6.6,95.4,15.2,1.8,1.1,"Ural"
"844",2007,"Chelyabinsk Oblast",12,118.3,14.9,1.7,0.9,"Ural"
"845",2007,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"846",2007,"Chuvash Republic",4.9,40.1,13.8,1.1,0.4,"Volga"
"847",2007,"Chukotka Autonomous Okrug",6.3,12.7,17.4,2.4,0.8,"Far Eastern"
"848",2007,"Sakha (Yakutia) Republic",6.9,43.4,13.1,1.6,0.5,"Far Eastern"
"849",2007,"Yamalo-Nenets Autonomous Okrug",6.6,95.4,15.2,1.8,1.1,"Ural"
"850",2007,"Yaroslavl Oblast",9.7,70.8,15.1,1.4,0.6,"Central"
"851",2008,"Republic of Adygea",5.6,30.9,6.4,1.8,0.9,"Southern"
"852",2008,"Altai Krai",3.5,53.4,8.2,1.3,0.3,"Siberian"
"853",2008,"Amur Oblast",6.5,71.1,13.8,1.2,0.5,"Far Eastern"
"854",2008,"Arkhangelsk Oblast",10.7,38.9,16.6,1.6,0.9,"Northwestern"
"855",2008,"Astrakhan Oblast",5,67.5,9.1,0.9,0.4,"Southern"
"856",2008,"Republic of Bashkortostan",2.6,86.1,9.6,0.7,0.2,"Volga"
"857",2008,"Belgorod Oblast",5.6,57.9,10.1,1.2,0.3,"Central"
"858",2008,"Bryansk Oblast",9.1,56.7,10.2,1.2,0.3,"Central"
"859",2008,"Republic of Buryatia",6.6,42.9,13.6,0.7,0.1,"Far Eastern"
"860",2008,"Vladimir Oblast",8.6,52.6,11.7,1.3,0.6,"Central"
"861",2008,"Volgograd Oblast",5.9,91.8,7.3,1.5,0.5,"Southern"
"862",2008,"Vologda Oblast",10.1,89.5,17.5,1.1,0.6,"Northwestern"
"863",2008,"Voronezh Oblast",5.5,78.3,12.9,1.4,0.6,"Central"
"864",2008,"Republic of Dagestan",3.1,6.6,12.9,0.7,0.3,"North Caucasian"
"865",2008,"Jewish Autonomous Oblast",5.2,53.2,10,1,0.4,"Far Eastern"
"866",2008,"Zabaykalsky Krai",6.9,64.1,13.7,0.9,0.3,"Far Eastern"
"867",2008,"Ivanovo Oblast",11,104.5,11.7,1.3,0.4,"Central"
"868",2008,"Republic of Ingushetia",NA,NA,NA,NA,NA,"North Caucasian"
"869",2008,"Irkutsk Oblast",6.5,84.1,12,1.5,0.5,"Siberian"
"870",2008,"Kabardino-Balkar Republic",3.4,25.8,5.2,0.6,0.4,"North Caucasian"
"871",2008,"Kaliningrad Oblast",9.3,67.2,14.7,2,1.7,"Northwestern"
"872",2008,"Republic of Kalmykia",4.5,24.9,7.5,0.4,0.4,"Southern"
"873",2008,"Kaluga Oblast",7.7,64.6,10.8,1.9,0.7,"Central"
"874",2008,"Kamchatka Krai",7.2,73.4,18.2,3.7,1.7,"Far Eastern"
"875",2008,"Karachay-Cherkess Republic",1.9,27.8,3.7,0.4,0.5,"North Caucasian"
"876",2008,"Republic of Karelia",14.3,50,17.4,1.4,0.8,"Northwestern"
"877",2008,"Kemerovo Oblast",9.3,68.5,17.6,1.6,0.7,"Siberian"
"878",2008,"Kirov Oblast",13.1,84,14.5,1.4,0.5,"Volga"
"879",2008,"Kostroma Oblast",7.1,62.3,13.2,0.9,0.4,"Central"
"880",2008,"Krasnodar Krai",8.7,67.4,7.4,1.3,0.6,"Southern"
"881",2008,"Krasnoyarsk Krai",6.4,89.2,12.2,1.7,0.6,"Siberian"
"882",2008,"Republic of Crimea",NA,NA,NA,NA,NA,"Southern"
"883",2008,"Kurgan Oblast",9,81.1,9,1,0.4,"Ural"
"884",2008,"Kursk Oblast",6,69.1,7.7,1.2,0.4,"Central"
"885",2008,"Leningrad Oblast",9,73.2,15.1,2.3,1.5,"Northwestern"
"886",2008,"Lipetsk Oblast",7.5,74.5,9,1.1,0.4,"Central"
"887",2008,"Magadan Oblast",8.1,34.2,17.1,3.6,1.1,"Far Eastern"
"888",2008,"Mari El Republic",9.9,29.2,13.2,1,0.3,"Volga"
"889",2008,"Republic of Mordovia",5.7,50.4,9.7,0.8,0.2,"Volga"
"890",2008,"Moscow",8.4,95.8,20.2,5,1.6,"Central"
"891",2008,"Moscow Oblast",7.8,86,15.1,2.4,1.6,"Central"
"892",2008,"Murmansk Oblast",10.6,54,17.7,2.7,1.3,"Northwestern"
"893",2008,"Nenets Autonomous Okrug",10.7,38.9,16.6,1.6,0.9,"Northwestern"
"894",2008,"Nizhny Novgorod Oblast",6.3,62.8,12.2,1.8,0.6,"Volga"
"895",2008,"Novgorod Oblast",14.5,54.6,14.4,1.8,0.8,"Northwestern"
"896",2008,"Novosibirsk Oblast",5.4,90.4,13.6,1.8,0.6,"Siberian"
"897",2008,"Omsk Oblast",4.8,126.3,8.7,1,0.3,"Siberian"
"898",2008,"Orenburg Oblast",4.5,70.1,9.3,0.9,0.4,"Volga"
"899",2008,"Oryol Oblast",5.1,61.1,8.8,1.7,0.4,"Central"
"900",2008,"Penza Oblast",8.3,61.7,7.5,1,0.3,"Volga"
"901",2008,"Perm Krai",7.6,98.3,11.7,1.3,0.7,"Volga"
"902",2008,"Primorsky Krai",5.3,78.4,12.6,2.1,0.7,"Far Eastern"
"903",2008,"Pskov Oblast",9.5,68.8,13.1,1.8,0.7,"Northwestern"
"904",2008,"Altai Republic",6,46.7,10.5,0.8,0.4,"Siberian"
"905",2008,"Komi Republic",12.4,89.5,15.8,1.8,0.8,"Northwestern"
"906",2008,"Tuva Republic",2,58.8,15.3,0.6,0.3,"Siberian"
"907",2008,"Rostov Oblast",5,55,5.5,1.6,0.5,"Southern"
"908",2008,"Ryazan Oblast",6.4,58,9.4,1.2,0.4,"Central"
"909",2008,"Samara Oblast",6.4,63.9,10.7,1.7,0.6,"Volga"
"910",2008,"Saint Petersburg",10.4,125.9,12.5,3.6,2.1,"Northwestern"
"911",2008,"Saratov Oblast",6.1,32.7,8.6,1.5,0.6,"Volga"
"912",2008,"Sakhalin Oblast",8.1,64,19.2,3,1.5,"Far Eastern"
"913",2008,"Sverdlovsk Oblast",10.1,97.7,16,1.5,0.9,"Ural"
"914",2008,"Sevastopol",NA,NA,NA,NA,NA,"Southern"
"915",2008,"Republic of North Ossetia-Alania",1.9,12.3,3.4,0.4,0.1,"North Caucasian"
"916",2008,"Smolensk Oblast",9.3,60.7,14.1,2,0.6,"Central"
"917",2008,"Stavropol Krai",6.8,65.5,6,1.5,0.7,"North Caucasian"
"918",2008,"Tambov Oblast",4.8,59.9,9.7,1,0.3,"Central"
"919",2008,"Republic of Tatarstan",3.3,76.7,14.6,1.2,0.4,"Volga"
"920",2008,"Tver Oblast",10.6,72.2,15.7,2.5,1,"Central"
"921",2008,"Tomsk Oblast",8.6,67.8,13.6,1.4,0.7,"Siberian"
"922",2008,"Tula Oblast",5.7,46.3,8.5,1.9,0.5,"Central"
"923",2008,"Tyumen Oblast",7.2,93.4,15,1.8,1.1,"Ural"
"924",2008,"Udmurt Republic",9.1,77.2,14.6,1,0.4,"Volga"
"925",2008,"Ulyanovsk Oblast",6.8,41.1,8,1.3,0.4,"Volga"
"926",2008,"Khabarovsk Krai",6.5,99.6,16.8,2.9,1.1,"Far Eastern"
"927",2008,"Republic of Khakassia",9.4,54.6,16.2,1.5,0.7,"Siberian"
"928",2008,"Khanty-Mansi Autonomous Okrug (Yugra)",7.2,93.4,15,1.8,1.1,"Ural"
"929",2008,"Chelyabinsk Oblast",12.4,129.4,15.3,1.7,0.6,"Ural"
"930",2008,"Chechen Republic",NA,NA,NA,NA,NA,"North Caucasian"
"931",2008,"Chuvash Republic",5.6,39,15.3,1.2,0.5,"Volga"
"932",2008,"Chukotka Autonomous Okrug",8.4,16.7,23.1,3.2,1.3,"Far Eastern"
"933",2008,"Sakha (Yakutia) Republic",7.6,44.5,13.5,2,0.6,"Far Eastern"
"934",2008,"Yamalo-Nenets Autonomous Okrug",7.2,93.4,15,1.8,1.1,"Ural"
"935",2008,"Yaroslavl Oblast",10.4,71.1,13.9,1.3,0.7,"Central"
"936",2009,"Republic of Adygea",6.8,31.5,7.4,1.6,1.2,"Southern"
"937",2009,"Altai Krai",3.8,51.6,8.5,1.4,0.3,"Siberian"
"938",2009,"Amur Oblast",6.9,75.3,10.5,1.2,0.5,"Far Eastern"
"939",2009,"Arkhangelsk Oblast",11.3,38.7,15.9,2.1,1.1,"Northwestern"
"940",2009,"Astrakhan Oblast",5.9,74,8.7,0.9,0.4,"Southern"
"941",2009,"Republic of Bashkortostan",2.4,80.8,9.1,1.5,0.2,"Volga"
"942",2009,"Belgorod Oblast",4.2,44.9,9.3,0.9,0.3,"Central"
"943",2009,"Bryansk Oblast",10.5,55,10.5,1.4,0.3,"Central"
"944",2009,"Republic of Buryatia",7.3,47.7,14.3,0.7,0.2,"Far Eastern"
"945",2009,"Vladimir Oblast",8.5,51.4,11.7,1.3,0.6,"Central"
"946",2009,"Volgograd Oblast",5.1,76.7,7.6,1.7,0.5,"Southern"
"947",2009,"Vologda Oblast",12.9,84.8,15.2,1.3,0.5,"Northwestern"
"948",2009,"Voronezh Oblast",7.1,73.9,13,1.8,0.6,"Central"
"949",2009,"Republic of Dagestan",3.8,6.3,13.2,0.7,0.3,"North Caucasian"
"950",2009,"Jewish Autonomous Oblast",5.5,58.4,10.7,1.1,0.4,"Far Eastern"
"951",2009,"Zabaykalsky Krai",6.5,66.8,13.8,1,0.4,"Far Eastern"
"952",2009,"Ivanovo Oblast",10.9,100.2,10.8,1.3,0.5,"Central"
"953",2009,"Republic of Ingushetia",NA,NA,0.1,NA,NA,"North Caucasian"
"954",2009,"Irkutsk Oblast",6.3,92.2,11.4,1.3,0.4,"Siberian"
"955",2009,"Kabardino-Balkar Republic",3.2,30.2,3.7,0.4,0.4,"North Caucasian"
"956",2009,"Kaliningrad Oblast",7.6,62.7,10.5,1.9,1.6,"Northwestern"
"957",2009,"Republic of Kalmykia",4,26.8,6.9,0.3,0.4,"Southern"
"958",2009,"Kaluga Oblast",7.4,50.1,10.2,1.5,0.8,"Central"
"959",2009,"Kamchatka Krai",7.6,75,17.5,3.9,1.8,"Far Eastern"
"960",2009,"Karachay-Cherkess Republic",1.5,29.1,2.8,0.4,0.5,"North Caucasian"
"961",2009,"Republic of Karelia",13.6,52.4,16.4,1.4,1,"Northwestern"
"962",2009,"Kemerovo Oblast",9.2,62.5,13.9,1.3,0.7,"Siberian"
