Codice comune;Comune;Maschi;Femmine;Totale;Cittadinanza;Zona geografica;Continente
58023;Castel Madama;2;0;2;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58023;Castel Madama;0;2;2;Moldova;Europa Centro-Orientale;Europa
58023;Castel Madama;1;1;2;Perù;America Centro-Meridionale;America
58023;Castel Madama;1;1;2;Tunisia;Africa Settentrionale;Africa
58023;Castel Madama;1;0;1;Bolivia;America Centro-Meridionale;America
58023;Castel Madama;0;1;1;Bulgaria;Unione Europea;Europa
58023;Castel Madama;1;0;1;Colombia;America Centro-Meridionale;America
58023;Castel Madama;0;1;1;Cuba;America Centro-Meridionale;America
58023;Castel Madama;1;0;1;Dominicana, Repubblica;America Centro-Meridionale;America
58023;Castel Madama;0;1;1;Etiopia;Africa Orientale;Africa
58023;Castel Madama;0;1;1;Francia;Unione Europea;Europa
58023;Castel Madama;0;1;1;Germania;Unione Europea;Europa
58023;Castel Madama;1;0;1;Israele;Asia Occidentale;Asia
58023;Castel Madama;1;0;1;Libano;Asia Occidentale;Asia
58023;Castel Madama;0;1;1;Liberia;Africa Occidentale;Africa
58023;Castel Madama;0;1;1;Panama;America Centro-Meridionale;America
58023;Castel Madama;0;1;1;Portogallo;Unione Europea;Europa
58023;Castel Madama;1;0;1;Regno Unito;Altri paesi europei;Europa
58023;Castel Madama;0;1;1;Russa, Federazione;Europa Centro-Orientale;Europa
58023;Castel Madama;1;0;1;San Marino;Altri paesi europei;Europa
58023;Castel Madama;1;0;1;Senegal;Africa Occidentale;Africa
58023;Castel Madama;1;0;1;Siria;Asia Occidentale;Asia
58023;Castel Madama;0;1;1;Spagna;Unione Europea;Europa
58023;Castel Madama;1;0;1;Stati Uniti d'America;America Settentrionale;America
58023;Castel Madama;1;0;1;Turchia;Europa Centro-Orientale;Europa
58023;Castel Madama;0;1;1;Ungheria;Unione Europea;Europa
58024;Castelnuovo di Porto;346;335;681;Romania;Unione Europea;Europa
58024;Castelnuovo di Porto;19;30;49;Moldova;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;21;25;46;Albania;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;13;33;46;Polonia;Unione Europea;Europa
58024;Castelnuovo di Porto;15;7;22;Pakistan;Asia Centro-Meridionale;Asia
58024;Castelnuovo di Porto;9;11;20;Nigeria;Africa Occidentale;Africa
58024;Castelnuovo di Porto;11;9;20;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58024;Castelnuovo di Porto;13;6;19;India;Asia Centro-Meridionale;Asia
58024;Castelnuovo di Porto;15;3;18;Senegal;Africa Occidentale;Africa
58024;Castelnuovo di Porto;4;14;18;Ucraina;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;3;14;17;Brasile;America Centro-Meridionale;America
58024;Castelnuovo di Porto;13;4;17;Mali;Africa Occidentale;Africa
58024;Castelnuovo di Porto;15;0;15;Bangladesh;Asia Centro-Meridionale;Asia
58024;Castelnuovo di Porto;15;0;15;Costa d'Avorio;Africa Occidentale;Africa
58024;Castelnuovo di Porto;11;3;14;Egitto;Africa Settentrionale;Africa
58024;Castelnuovo di Porto;3;10;13;Filippine;Asia Orientale;Asia
58024;Castelnuovo di Porto;4;9;13;Perù;America Centro-Meridionale;America
58024;Castelnuovo di Porto;2;10;12;Regno Unito;Altri paesi europei;Europa
58024;Castelnuovo di Porto;1;9;10;Cuba;America Centro-Meridionale;America
58024;Castelnuovo di Porto;8;2;10;Marocco;Africa Settentrionale;Africa
58024;Castelnuovo di Porto;7;3;10;Tunisia;Africa Settentrionale;Africa
58024;Castelnuovo di Porto;4;5;9;Cinese, Repubblica Popolare;Asia Orientale;Asia
58024;Castelnuovo di Porto;7;1;8;Afghanistan;Asia Centro-Meridionale;Asia
58024;Castelnuovo di Porto;4;4;8;Francia;Unione Europea;Europa
58024;Castelnuovo di Porto;1;7;8;Portogallo;Unione Europea;Europa
58024;Castelnuovo di Porto;6;0;6;Gambia;Africa Occidentale;Africa
58024;Castelnuovo di Porto;2;4;6;Germania;Unione Europea;Europa
58024;Castelnuovo di Porto;6;0;6;Guinea;Africa Occidentale;Africa
58024;Castelnuovo di Porto;2;4;6;Macedonia del Nord;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;2;4;6;Russa, Federazione;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;3;1;4;Ecuador;America Centro-Meridionale;America
58024;Castelnuovo di Porto;1;3;4;Spagna;Unione Europea;Europa
58024;Castelnuovo di Porto;2;1;3;Argentina;America Centro-Meridionale;America
58024;Castelnuovo di Porto;3;0;3;Belgio;Unione Europea;Europa
58024;Castelnuovo di Porto;2;1;3;Bulgaria;Unione Europea;Europa
58024;Castelnuovo di Porto;3;0;3;Colombia;America Centro-Meridionale;America
58024;Castelnuovo di Porto;0;3;3;Giappone;Asia Orientale;Asia
58024;Castelnuovo di Porto;1;2;3;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58024;Castelnuovo di Porto;2;1;3;Iraq;Asia Occidentale;Asia
58024;Castelnuovo di Porto;3;0;3;Messico;America Centro-Meridionale;America
58024;Castelnuovo di Porto;1;2;3;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;3;0;3;Somalia;Africa Orientale;Africa
58024;Castelnuovo di Porto;1;1;2;Bielorussia;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;1;1;2;El Salvador;America Centro-Meridionale;America
58024;Castelnuovo di Porto;1;1;2;Grecia;Unione Europea;Europa
58024;Castelnuovo di Porto;0;2;2;Honduras;America Centro-Meridionale;America
58024;Castelnuovo di Porto;1;1;2;Liberia;Africa Occidentale;Africa
58024;Castelnuovo di Porto;2;0;2;Paesi Bassi;Unione Europea;Europa
58024;Castelnuovo di Porto;0;2;2;Slovacchia;Unione Europea;Europa
58024;Castelnuovo di Porto;0;2;2;Stati Uniti d'America;America Settentrionale;America
58024;Castelnuovo di Porto;1;0;1;Apolide;;
58024;Castelnuovo di Porto;1;0;1;Australia;Oceania;Oceania
58024;Castelnuovo di Porto;1;0;1;Austria;Unione Europea;Europa
58024;Castelnuovo di Porto;1;0;1;Azerbaigian;Asia Occidentale;Asia
58024;Castelnuovo di Porto;0;1;1;Bolivia;America Centro-Meridionale;America
58024;Castelnuovo di Porto;1;0;1;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;1;0;1;Cipro;Unione Europea;Europa
58024;Castelnuovo di Porto;0;1;1;Danimarca;Unione Europea;Europa
58024;Castelnuovo di Porto;0;1;1;Dominicana, Repubblica;America Centro-Meridionale;America
58024;Castelnuovo di Porto;0;1;1;Georgia;Asia Occidentale;Asia
58024;Castelnuovo di Porto;1;0;1;Ghana;Africa Occidentale;Africa
58024;Castelnuovo di Porto;1;0;1;Guinea Bissau;Africa Occidentale;Africa
58024;Castelnuovo di Porto;1;0;1;Irlanda;Unione Europea;Europa
58024;Castelnuovo di Porto;1;0;1;Kazakhstan;Asia Centro-Meridionale;Asia
58024;Castelnuovo di Porto;1;0;1;Kosovo;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;1;0;1;Lettonia;Unione Europea;Europa
58024;Castelnuovo di Porto;0;1;1;Sud Africa;Africa Centro-Meridionale;Africa
58024;Castelnuovo di Porto;0;1;1;Svezia;Unione Europea;Europa
58024;Castelnuovo di Porto;1;0;1;Territori dell'Autonomia Palestinese;Asia Occidentale;Asia
58024;Castelnuovo di Porto;1;0;1;Turchia;Europa Centro-Orientale;Europa
58024;Castelnuovo di Porto;0;1;1;Venezuela;America Centro-Meridionale;America
58025;Castel San Pietro Romano;13;14;27;Romania;Unione Europea;Europa
58025;Castel San Pietro Romano;6;2;8;Marocco;Africa Settentrionale;Africa
58025;Castel San Pietro Romano;1;2;3;Bangladesh;Asia Centro-Meridionale;Asia
58025;Castel San Pietro Romano;2;1;3;Guatemala;America Centro-Meridionale;America
58025;Castel San Pietro Romano;2;1;3;Macedonia del Nord;Europa Centro-Orientale;Europa
58025;Castel San Pietro Romano;1;1;2;Albania;Europa Centro-Orientale;Europa
58025;Castel San Pietro Romano;1;1;2;Cuba;America Centro-Meridionale;America
58025;Castel San Pietro Romano;1;1;2;Polonia;Unione Europea;Europa
58025;Castel San Pietro Romano;0;2;2;Ucraina;Europa Centro-Orientale;Europa
58025;Castel San Pietro Romano;0;1;1;Bulgaria;Unione Europea;Europa
58025;Castel San Pietro Romano;0;1;1;Filippine;Asia Orientale;Asia
58025;Castel San Pietro Romano;0;1;1;Moldova;Europa Centro-Orientale;Europa
58026;Cave;271;285;556;Romania;Unione Europea;Europa
58026;Cave;105;77;182;Nigeria;Africa Occidentale;Africa
58026;Cave;45;36;81;Albania;Europa Centro-Orientale;Europa
58026;Cave;24;14;38;Bangladesh;Asia Centro-Meridionale;Asia
58026;Cave;12;26;38;Ucraina;Europa Centro-Orientale;Europa
58026;Cave;24;13;37;Marocco;Africa Settentrionale;Africa
58026;Cave;7;19;26;Polonia;Unione Europea;Europa
58026;Cave;9;10;19;Bulgaria;Unione Europea;Europa
58026;Cave;12;7;19;Iraq;Asia Occidentale;Asia
58026;Cave;6;8;14;Moldova;Europa Centro-Orientale;Europa
58026;Cave;11;2;13;Egitto;Africa Settentrionale;Africa
58026;Cave;4;4;8;Cinese, Repubblica Popolare;Asia Orientale;Asia
58026;Cave;1;6;7;Cuba;America Centro-Meridionale;America
58026;Cave;5;2;7;Macedonia del Nord;Europa Centro-Orientale;Europa
58026;Cave;2;5;7;Perù;America Centro-Meridionale;America
58026;Cave;1;5;6;Filippine;Asia Orientale;Asia
58026;Cave;4;2;6;Pakistan;Asia Centro-Meridionale;Asia
58026;Cave;3;3;6;Tunisia;Africa Settentrionale;Africa
58026;Cave;2;3;5;Camerun;Africa Centro-Meridionale;Africa
58026;Cave;3;2;5;Kosovo;Europa Centro-Orientale;Europa
58026;Cave;0;5;5;Messico;America Centro-Meridionale;America
58026;Cave;2;3;5;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58026;Cave;3;1;4;Argentina;America Centro-Meridionale;America
58026;Cave;2;2;4;Ecuador;America Centro-Meridionale;America
58026;Cave;3;1;4;Germania;Unione Europea;Europa
58026;Cave;2;2;4;India;Asia Centro-Meridionale;Asia
58026;Cave;2;2;4;Portogallo;Unione Europea;Europa
58026;Cave;0;3;3;Bielorussia;Europa Centro-Orientale;Europa
58026;Cave;1;2;3;Colombia;America Centro-Meridionale;America
58026;Cave;1;2;3;Grecia;Unione Europea;Europa
58026;Cave;1;2;3;Russa, Federazione;Europa Centro-Orientale;Europa
58026;Cave;2;1;3;Slovacchia;Unione Europea;Europa
58026;Cave;3;0;3;Venezuela;America Centro-Meridionale;America
58026;Cave;2;0;2;Capo Verde;Africa Occidentale;Africa
58026;Cave;1;1;2;Georgia;Asia Occidentale;Asia
58026;Cave;0;2;2;Spagna;Unione Europea;Europa
58026;Cave;0;1;1;Austria;Unione Europea;Europa
58026;Cave;1;0;1;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58026;Cave;0;1;1;Costa d'Avorio;Africa Occidentale;Africa
58026;Cave;0;1;1;Croazia;Unione Europea;Europa
58026;Cave;1;0;1;Dominicana, Repubblica;America Centro-Meridionale;America
58026;Cave;0;1;1;Eritrea;Africa Orientale;Africa
58026;Cave;0;1;1;Francia;Unione Europea;Europa
58026;Cave;0;1;1;Kenya;Africa Orientale;Africa
58026;Cave;0;1;1;Lettonia;Unione Europea;Europa
58026;Cave;0;1;1;Libano;Asia Occidentale;Asia
58026;Cave;0;1;1;Lituania;Unione Europea;Europa
58026;Cave;0;1;1;Malta;Unione Europea;Europa
58026;Cave;1;0;1;Norvegia;Altri paesi europei;Europa
58026;Cave;0;1;1;Paesi Bassi;Unione Europea;Europa
58026;Cave;1;0;1;Senegal;Africa Occidentale;Africa
58026;Cave;1;0;1;Somalia;Africa Orientale;Africa
58026;Cave;1;0;1;Svezia;Unione Europea;Europa
58026;Cave;1;0;1;Tanzania;Africa Orientale;Africa
58026;Cave;1;0;1;Territori dell'Autonomia Palestinese;Asia Occidentale;Asia
58026;Cave;0;1;1;Thailandia;Asia Orientale;Asia
58026;Cave;1;0;1;Togo;Africa Occidentale;Africa
58027;Cerreto Laziale;30;39;69;Romania;Unione Europea;Europa
58027;Cerreto Laziale;0;5;5;Moldova;Europa Centro-Orientale;Europa
58027;Cerreto Laziale;0;4;4;Ucraina;Europa Centro-Orientale;Europa
58027;Cerreto Laziale;2;1;3;Albania;Europa Centro-Orientale;Europa
58027;Cerreto Laziale;1;2;3;Marocco;Africa Settentrionale;Africa
58027;Cerreto Laziale;0;3;3;Polonia;Unione Europea;Europa
58027;Cerreto Laziale;0;2;2;Brasile;America Centro-Meridionale;America
58027;Cerreto Laziale;2;0;2;Tanzania;Africa Orientale;Africa
58027;Cerreto Laziale;1;0;1;Bangladesh;Asia Centro-Meridionale;Asia
58027;Cerreto Laziale;0;1;1;Finlandia;Unione Europea;Europa
58027;Cerreto Laziale;1;0;1;Madagascar;Africa Orientale;Africa
58027;Cerreto Laziale;0;1;1;Perù;America Centro-Meridionale;America
58027;Cerreto Laziale;1;0;1;Tunisia;Africa Settentrionale;Africa
58028;Cervara di Roma;16;12;28;Romania;Unione Europea;Europa
58028;Cervara di Roma;2;3;5;Ucraina;Europa Centro-Orientale;Europa
58028;Cervara di Roma;1;2;3;Albania;Europa Centro-Orientale;Europa
58028;Cervara di Roma;1;2;3;Cinese, Repubblica Popolare;Asia Orientale;Asia
58028;Cervara di Roma;2;0;2;Macedonia del Nord;Europa Centro-Orientale;Europa
58028;Cervara di Roma;0;2;2;Nicaragua;America Centro-Meridionale;America
58028;Cervara di Roma;0;1;1;Cuba;America Centro-Meridionale;America
58028;Cervara di Roma;1;0;1;Grecia;Unione Europea;Europa
58029;Cerveteri;730;881;1611;Romania;Unione Europea;Europa
58029;Cerveteri;49;138;187;Polonia;Unione Europea;Europa
58029;Cerveteri;85;29;114;India;Asia Centro-Meridionale;Asia
58029;Cerveteri;66;43;109;Marocco;Africa Settentrionale;Africa
58029;Cerveteri;42;54;96;Bulgaria;Unione Europea;Europa
58029;Cerveteri;21;71;92;Ucraina;Europa Centro-Orientale;Europa
58029;Cerveteri;29;35;64;Cinese, Repubblica Popolare;Asia Orientale;Asia
58029;Cerveteri;52;11;63;Egitto;Africa Settentrionale;Africa
58029;Cerveteri;35;15;50;Senegal;Africa Occidentale;Africa
58029;Cerveteri;12;29;41;Moldova;Europa Centro-Orientale;Europa
58029;Cerveteri;6;26;32;Brasile;America Centro-Meridionale;America
58029;Cerveteri;7;25;32;Russa, Federazione;Europa Centro-Orientale;Europa
58029;Cerveteri;24;6;30;Bangladesh;Asia Centro-Meridionale;Asia
58029;Cerveteri;10;20;30;Cuba;America Centro-Meridionale;America
58029;Cerveteri;14;15;29;Macedonia del Nord;Europa Centro-Orientale;Europa
58029;Cerveteri;10;18;28;Albania;Europa Centro-Orientale;Europa
58029;Cerveteri;3;25;28;Regno Unito;Altri paesi europei;Europa
58029;Cerveteri;8;19;27;Francia;Unione Europea;Europa
58029;Cerveteri;7;20;27;Germania;Unione Europea;Europa
58029;Cerveteri;12;11;23;Tunisia;Africa Settentrionale;Africa
58029;Cerveteri;7;15;22;Colombia;America Centro-Meridionale;America
58029;Cerveteri;7;14;21;Perù;America Centro-Meridionale;America
58029;Cerveteri;6;13;19;Ecuador;America Centro-Meridionale;America
58029;Cerveteri;6;13;19;Venezuela;America Centro-Meridionale;America
58029;Cerveteri;3;14;17;Filippine;Asia Orientale;Asia
58029;Cerveteri;3;14;17;Spagna;Unione Europea;Europa
58029;Cerveteri;10;6;16;Libano;Asia Occidentale;Asia
58029;Cerveteri;8;8;16;Nigeria;Africa Occidentale;Africa
58029;Cerveteri;6;9;15;Argentina;America Centro-Meridionale;America
58029;Cerveteri;7;8;15;Stati Uniti d'America;America Settentrionale;America
58029;Cerveteri;9;5;14;Kosovo;Europa Centro-Orientale;Europa
58029;Cerveteri;9;4;13;Mauritius;Africa Orientale;Africa
58029;Cerveteri;1;11;12;Paesi Bassi;Unione Europea;Europa
58029;Cerveteri;6;5;11;Pakistan;Asia Centro-Meridionale;Asia
58029;Cerveteri;6;2;8;Algeria;Africa Settentrionale;Africa
58029;Cerveteri;1;7;8;Giappone;Asia Orientale;Asia
58029;Cerveteri;2;5;7;Etiopia;Africa Orientale;Africa
58029;Cerveteri;5;2;7;Guinea;Africa Occidentale;Africa
58029;Cerveteri;4;3;7;Portogallo;Unione Europea;Europa
58029;Cerveteri;3;3;6;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58029;Cerveteri;3;2;5;Belgio;Unione Europea;Europa
58029;Cerveteri;3;2;5;Svizzera;Altri paesi europei;Europa
58029;Cerveteri;4;0;4;Afghanistan;Asia Centro-Meridionale;Asia
58029;Cerveteri;1;3;4;Costa d'Avorio;Africa Occidentale;Africa
58029;Cerveteri;0;4;4;Croazia;Unione Europea;Europa
58029;Cerveteri;1;3;4;Lettonia;Unione Europea;Europa
58029;Cerveteri;1;3;4;Slovacchia;Unione Europea;Europa
58029;Cerveteri;0;4;4;Svezia;Unione Europea;Europa
58029;Cerveteri;0;4;4;Thailandia;Asia Orientale;Asia
58029;Cerveteri;4;0;4;Turchia;Europa Centro-Orientale;Europa
58029;Cerveteri;0;3;3;Austria;Unione Europea;Europa
58029;Cerveteri;0;3;3;Ceca, Repubblica;Unione Europea;Europa
58029;Cerveteri;2;1;3;Dominicana, Repubblica;America Centro-Meridionale;America
58029;Cerveteri;0;3;3;Finlandia;Unione Europea;Europa
58029;Cerveteri;2;1;3;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58029;Cerveteri;1;2;3;Kazakhstan;Asia Centro-Meridionale;Asia
58029;Cerveteri;2;1;3;Norvegia;Altri paesi europei;Europa
58029;Cerveteri;2;1;3;Tanzania;Africa Orientale;Africa
58029;Cerveteri;0;3;3;Ungheria;Unione Europea;Europa
58029;Cerveteri;0;2;2;Bielorussia;Europa Centro-Orientale;Europa
58029;Cerveteri;1;1;2;Camerun;Africa Centro-Meridionale;Africa
58029;Cerveteri;0;2;2;Canada;America Settentrionale;America
58029;Cerveteri;0;2;2;Capo Verde;Africa Occidentale;Africa
58029;Cerveteri;0;2;2;Cile;America Centro-Meridionale;America
58029;Cerveteri;0;2;2;Danimarca;Unione Europea;Europa
58029;Cerveteri;0;2;2;Georgia;Asia Occidentale;Asia
58029;Cerveteri;0;2;2;Honduras;America Centro-Meridionale;America
58029;Cerveteri;0;2;2;Irlanda;Unione Europea;Europa
58029;Cerveteri;1;1;2;Kenya;Africa Orientale;Africa
58029;Cerveteri;2;0;2;Liberia;Africa Occidentale;Africa
58029;Cerveteri;2;0;2;Mauritania;Africa Occidentale;Africa
58029;Cerveteri;0;2;2;Messico;America Centro-Meridionale;America
58029;Cerveteri;1;0;1;Arabia Saudita;Asia Occidentale;Asia
58029;Cerveteri;0;1;1;Armenia;Asia Occidentale;Asia
58029;Cerveteri;0;1;1;Australia;Oceania;Oceania
58029;Cerveteri;1;0;1;Benin (ex Dahomey);Africa Occidentale;Africa
58029;Cerveteri;1;0;1;Burundi;Africa Orientale;Africa
58029;Cerveteri;0;1;1;Cipro;Unione Europea;Europa
58029;Cerveteri;1;0;1;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58029;Cerveteri;0;1;1;Eritrea;Africa Orientale;Africa
58029;Cerveteri;0;1;1;Estonia;Unione Europea;Europa
58029;Cerveteri;1;0;1;Ghana;Africa Occidentale;Africa
58029;Cerveteri;1;0;1;Mali;Africa Occidentale;Africa
58029;Cerveteri;0;1;1;Montenegro;Europa Centro-Orientale;Europa
58029;Cerveteri;0;1;1;Panama;America Centro-Meridionale;America
58029;Cerveteri;1;0;1;San Marino;Altri paesi europei;Europa
58029;Cerveteri;0;1;1;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58029;Cerveteri;0;1;1;Slovenia;Unione Europea;Europa
58029;Cerveteri;0;1;1;Somalia;Africa Orientale;Africa
58029;Cerveteri;0;1;1;Uzbekistan;Asia Centro-Meridionale;Asia
58118;Ciampino;591;773;1364;Romania;Unione Europea;Europa
58118;Ciampino;105;109;214;Albania;Europa Centro-Orientale;Europa
58118;Ciampino;42;67;109;Moldova;Europa Centro-Orientale;Europa
58118;Ciampino;25;84;109;Ucraina;Europa Centro-Orientale;Europa
58118;Ciampino;76;32;108;Egitto;Africa Settentrionale;Africa
58118;Ciampino;48;49;97;Cinese, Repubblica Popolare;Asia Orientale;Asia
58118;Ciampino;62;32;94;Bangladesh;Asia Centro-Meridionale;Asia
58118;Ciampino;29;37;66;Filippine;Asia Orientale;Asia
58118;Ciampino;10;37;47;Polonia;Unione Europea;Europa
58118;Ciampino;15;21;36;Perù;America Centro-Meridionale;America
58118;Ciampino;14;19;33;Bulgaria;Unione Europea;Europa
58118;Ciampino;19;14;33;Marocco;Africa Settentrionale;Africa
58118;Ciampino;9;22;31;Cuba;America Centro-Meridionale;America
58118;Ciampino;20;9;29;India;Asia Centro-Meridionale;Asia
58118;Ciampino;20;6;26;Turchia;Europa Centro-Orientale;Europa
58118;Ciampino;4;21;25;Georgia;Asia Occidentale;Asia
58118;Ciampino;8;14;22;Brasile;America Centro-Meridionale;America
58118;Ciampino;7;15;22;Colombia;America Centro-Meridionale;America
58118;Ciampino;19;2;21;Senegal;Africa Occidentale;Africa
58118;Ciampino;8;12;20;Spagna;Unione Europea;Europa
58118;Ciampino;11;7;18;Madagascar;Africa Orientale;Africa
58118;Ciampino;7;11;18;Siria;Asia Occidentale;Asia
58118;Ciampino;11;6;17;Afghanistan;Asia Centro-Meridionale;Asia
58118;Ciampino;6;11;17;Francia;Unione Europea;Europa
58118;Ciampino;0;17;17;Russa, Federazione;Europa Centro-Orientale;Europa
58118;Ciampino;9;7;16;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58118;Ciampino;9;7;16;Tunisia;Africa Settentrionale;Africa
58118;Ciampino;5;10;15;Ecuador;America Centro-Meridionale;America
58118;Ciampino;11;4;15;Ghana;Africa Occidentale;Africa
58118;Ciampino;4;11;15;Honduras;America Centro-Meridionale;America
58118;Ciampino;5;7;12;Bolivia;America Centro-Meridionale;America
58118;Ciampino;4;8;12;Regno Unito;Altri paesi europei;Europa
58118;Ciampino;7;4;11;Nigeria;Africa Occidentale;Africa
58118;Ciampino;4;4;8;Corea, Repubblica (Corea del Sud);Asia Orientale;Asia
58118;Ciampino;3;5;8;Germania;Unione Europea;Europa
58118;Ciampino;3;5;8;Stati Uniti d'America;America Settentrionale;America
58118;Ciampino;3;4;7;Bosnia-Erzegovina;Europa Centro-Orientale;Europa
58118;Ciampino;2;5;7;Capo Verde;Africa Occidentale;Africa
58118;Ciampino;3;4;7;Croazia;Unione Europea;Europa
58118;Ciampino;5;2;7;Kosovo;Europa Centro-Orientale;Europa
58118;Ciampino;5;2;7;Pakistan;Asia Centro-Meridionale;Asia
58118;Ciampino;2;4;6;Congo (Repubblica del);Africa Centro-Meridionale;Africa
58118;Ciampino;3;3;6;San Marino;Altri paesi europei;Europa
58118;Ciampino;0;5;5;Dominicana, Repubblica;America Centro-Meridionale;America
58118;Ciampino;0;5;5;El Salvador;America Centro-Meridionale;America
58118;Ciampino;0;5;5;Giappone;Asia Orientale;Asia
58118;Ciampino;5;0;5;Mali;Africa Occidentale;Africa
58118;Ciampino;1;4;5;Slovacchia;Unione Europea;Europa
58118;Ciampino;2;3;5;Togo;Africa Occidentale;Africa
58118;Ciampino;0;5;5;Venezuela;America Centro-Meridionale;America
58118;Ciampino;1;3;4;Bielorussia;Europa Centro-Orientale;Europa
58118;Ciampino;4;0;4;Gambia;Africa Occidentale;Africa
58118;Ciampino;0;4;4;Indonesia;Asia Orientale;Asia
58118;Ciampino;2;2;4;Iran, Repubblica Islamica del;Asia Occidentale;Asia
58118;Ciampino;2;2;4;Iraq;Asia Occidentale;Asia
58118;Ciampino;2;2;4;Liberia;Africa Occidentale;Africa
58118;Ciampino;2;2;4;Macedonia del Nord;Europa Centro-Orientale;Europa
58118;Ciampino;3;1;4;Uzbekistan;Asia Centro-Meridionale;Asia
58118;Ciampino;3;0;3;Algeria;Africa Settentrionale;Africa
58118;Ciampino;3;0;3;Benin (ex Dahomey);Africa Occidentale;Africa
58118;Ciampino;1;2;3;Etiopia;Africa Orientale;Africa
58118;Ciampino;3;0;3;Giordania;Asia Occidentale;Asia
58118;Ciampino;2;1;3;Portogallo;Unione Europea;Europa
58118;Ciampino;0;3;3;Svezia;Unione Europea;Europa
58118;Ciampino;1;2;3;Ungheria;Unione Europea;Europa
58118;Ciampino;1;1;2;Argentina;America Centro-Meridionale;America
58118;Ciampino;1;1;2;Austria;Unione Europea;Europa
58118;Ciampino;2;0;2;Camerun;Africa Centro-Meridionale;Africa
58118;Ciampino;2;0;2;Ceca, Repubblica;Unione Europea;Europa
58118;Ciampino;0;2;2;Costa d'Avorio;Africa Occidentale;Africa
58118;Ciampino;1;1;2;Gabon;Africa Centro-Meridionale;Africa
58118;Ciampino;0;2;2;Grecia;Unione Europea;Europa
58118;Ciampino;1;1;2;Kenya;Africa Orientale;Africa
58118;Ciampino;1;1;2;Paesi Bassi;Unione Europea;Europa
58118;Ciampino;0;2;2;Serbia, Repubblica di;Europa Centro-Orientale;Europa
58118;Ciampino;2;0;2;Somalia;Africa Orientale;Africa
58118;Ciampino;1;1;2;Zimbabwe (ex Rhodesia);Africa Orientale;Africa
58118;Ciampino;0;1;1;Armenia;Asia Occidentale;Asia
58118;Ciampino;0;1;1;Belgio;Unione Europea;Europa
58118;Ciampino;1;0;1;Cile;America Centro-Meridionale;America
58118;Ciampino;0;1;1;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58118;Ciampino;0;1;1;Finlandia;Unione Europea;Europa
58118;Ciampino;0;1;1;Guatemala;America Centro-Meridionale;America
58118;Ciampino;1;0;1;Guinea;Africa Occidentale;Africa
58118;Ciampino;1;0;1;Israele;Asia Occidentale;Asia
58118;Ciampino;0;1;1;Kazakhstan;Asia Centro-Meridionale;Asia
58118;Ciampino;0;1;1;Mauritius;Africa Orientale;Africa
58118;Ciampino;0;1;1;Messico;America Centro-Meridionale;America
58118;Ciampino;0;1;1;Norvegia;Altri paesi europei;Europa
58118;Ciampino;0;1;1;Ruanda;Africa Orientale;Africa
58118;Ciampino;0;1;1;Sierra Leone;Africa Occidentale;Africa
58118;Ciampino;0;1;1;Sud Africa;Africa Centro-Meridionale;Africa
58118;Ciampino;0;1;1;Svizzera;Altri paesi europei;Europa
58118;Ciampino;1;0;1;Territori dell'Autonomia Palestinese;Asia Occidentale;Asia
58118;Ciampino;0;1;1;Thailandia;Asia Orientale;Asia
58118;Ciampino;1;0;1;Uganda;Africa Orientale;Africa
58030;Ciciliano;31;34;65;Romania;Unione Europea;Europa
58030;Ciciliano;6;2;8;Albania;Europa Centro-Orientale;Europa
58030;Ciciliano;1;2;3;Polonia;Unione Europea;Europa
58030;Ciciliano;1;2;3;Somalia;Africa Orientale;Africa
58030;Ciciliano;2;1;3;Sri Lanka (ex Ceylon);Asia Centro-Meridionale;Asia
58030;Ciciliano;0;3;3;Ucraina;Europa Centro-Orientale;Europa
58030;Ciciliano;1;1;2;Congo, Repubblica democratica del (ex Zaire);Africa Centro-Meridionale;Africa
58030;Ciciliano;1;1;2;Pakistan;Asia Centro-Meridionale;Asia
58030;Ciciliano;0;2;2;Zimbabwe (ex Rhodesia);Africa Orientale;Africa
58030;Ciciliano;0;1;1;Algeria;Africa Settentrionale;Africa
58030;Ciciliano;1;0;1;Iraq;Asia Occidentale;Asia
