Comission;Voters;Com_Ballots;Home_Ballots;Home_B_Box;Com_B_Box;Absentee;Invalid;Rodina;Kommunisty_Rossii;Pensionery;United_Russia;Zelenye;Civic_Platform;LDPR;PARNAS;Partiia_Rosta;Civic_Power;YABLOKO;KPRF;Patriots_of_Russia;A_Just_Russia
PEC ¹344;2201;859;22;22;858;1;20;0.0091;0.0261;0.0182;0.3989;0.0023;0.0023;0.1477;0.0023;0.0125;0.0045;0.1443;0.0852;0.0057;0.1182
PEC ¹471;1641;565;19;19;565;0;20;0.0086;0.0223;0.012;0.4144;0.0051;0.0017;0.1798;0.0051;0.0103;0;0.089;0.1524;0.0017;0.0634
PEC ¹200;1493;459;77;77;458;1;20;0.0056;0.0299;0.0299;0.4523;0.0056;0;0.2019;0.0019;0.0112;0.0019;0.0262;0.1234;0;0.0729
PEC ¹32;1487;640;8;8;639;1;21;0.0124;0.0309;0.0232;0.272;0.0124;0.0031;0.17;0.0124;0.0294;0.0015;0.1453;0.1437;0.0108;0.1005
PEC ¹76;1946;716;3;3;716;0;21;0.0209;0.0223;0.0139;0.274;0.0139;0.0028;0.1474;0.025;0.0236;0;0.1752;0.1405;0.0223;0.089
PEC ¹84;1582;637;2;2;635;2;21;0.0141;0.0188;0.0251;0.2826;0.0188;0.0078;0.1664;0.0126;0.0314;0.0016;0.1444;0.1272;0.0126;0.1036
PEC ¹101;1566;688;6;6;688;0;21;0.0086;0.0259;0.0216;0.2853;0.0043;0.0115;0.1513;0.0231;0.0216;0.0029;0.1167;0.1556;0.013;0.1282
PEC ¹42;1763;714;12;12;713;1;21;0.0221;0.029;0.0207;0.3007;0.0083;0.0055;0.1641;0.0083;0.0248;0;0.1283;0.1586;0.0069;0.0938
PEC ¹53;1551;631;1;0;631;0;21;0.0063;0.0269;0.0206;0.3027;0.0238;0.0032;0.1474;0.0158;0.0222;0.0032;0.1537;0.1363;0.0111;0.0935
PEC ¹115;1807;734;14;14;731;3;21;0.0094;0.0349;0.0201;0.3034;0.0134;0.004;0.1758;0.0094;0.0201;0;0.1154;0.1597;0.0094;0.0966
PEC ¹16;2246;877;14;14;872;5;21;0.026;0.0147;0.0248;0.3228;0.0203;0.009;0.1761;0.0135;0.026;0;0.1151;0.1354;0.0135;0.079
PEC ¹47;2144;849;9;9;848;1;21;0.0187;0.0257;0.0117;0.3337;0.0152;0.0047;0.1564;0.0105;0.0268;0;0.1715;0.1144;0.0058;0.0805
PEC ¹90;2349;1086;9;9;1085;1;21;0.021;0.0283;0.0247;0.3391;0.0119;0.0055;0.1463;0.0101;0.032;0.0027;0.0969;0.1709;0.0091;0.0823
PEC ¹187;1978;692;12;12;692;0;21;0.0227;0.0398;0.0369;0.348;0.0085;0.0043;0.1861;0.0043;0.0028;0;0.0497;0.1264;0.0128;0.1278
PEC ¹37;2346;1137;10;10;1136;1;21;0.0183;0.0236;0.0201;0.3604;0.0113;0.0017;0.1658;0.0087;0.0227;0.0044;0.1038;0.1431;0.0096;0.0881
PEC ¹343;2198;783;32;32;783;0;21;0.0025;0.0319;0.0233;0.3767;0.0061;0.0012;0.1497;0.0074;0.0147;0.0037;0.1853;0.0798;0.0012;0.0908
PEC ¹322;1515;528;11;11;528;0;21;0.0111;0.0315;0.0186;0.4063;0.0056;0.0037;0.2059;0.0019;0.0111;0.0019;0.0334;0.1187;0.0074;0.1039
PEC ¹57;1397;588;7;7;588;0;22;0.0151;0.0286;0.0134;0.2639;0.0185;0;0.1697;0.0101;0.0202;0;0.1092;0.1613;0.0303;0.1227
PEC ¹63;1606;742;52;52;742;0;22;0.0227;0.0302;0.029;0.2771;0.0227;0.0063;0.0957;0.0151;0.039;0.0013;0.1398;0.2091;0.005;0.0793
PEC ¹494;963;345;14;14;345;0;22;0.0084;0.0084;0.0139;0.3482;0.0111;0;0.1755;0.0084;0;0;0.0752;0.1393;0.0056;0.1448
PEC ¹174;2093;599;51;51;599;0;22;0.0154;0.0369;0.02;0.3908;0.0046;0.0046;0.1677;0.0015;0.0046;0;0.0323;0.1738;0.0062;0.1077
PEC ¹137;2164;863;25;25;863;0;22;0.0135;0.0191;0.0338;0.4167;0.009;0;0.1565;0.0079;0.0124;0.0011;0.0293;0.1002;0.0045;0.1712
PEC ¹71;1733;686;10;10;686;0;23;0.0216;0.0345;0.0144;0.2759;0.0101;0.0057;0.1609;0.0057;0.0287;0;0.1537;0.148;0.0057;0.102
PEC ¹73;1470;534;6;6;534;0;23;0.0074;0.0185;0.037;0.2926;0.0185;0.0056;0.15;0.0148;0.0407;0;0.1222;0.1648;0.0093;0.0759
PEC ¹94;1941;879;9;9;877;2;23;0.0147;0.0192;0.0248;0.298;0.0158;0.0023;0.1862;0.0158;0.0214;0;0.105;0.1648;0.009;0.0971
PEC ¹31;1315;554;5;5;552;2;23;0.0233;0.0144;0.0144;0.3034;0.009;0.0054;0.1777;0.009;0.0162;0;0.1257;0.1221;0.0072;0.1311
PEC ¹14;2173;967;9;9;965;2;23;0.0267;0.0267;0.0298;0.306;0.0103;0.0041;0.1458;0.0082;0.0462;0;0.115;0.1427;0.0103;0.1047
PEC ¹519;1621;618;6;6;618;0;23;0.0064;0.0353;0.0256;0.3109;0.008;0;0.2179;0.0128;0.0208;0.0016;0.0513;0.1154;0;0.1571
PEC ¹52;1408;564;9;9;564;0;23;0.0175;0.0262;0.0192;0.3194;0.0157;0.0087;0.1501;0.0157;0.0209;0.0017;0.1082;0.1431;0.007;0.1065
PEC ¹24;1705;752;2;2;752;0;23;0.0199;0.0146;0.0265;0.3276;0.0106;0.0027;0.1353;0.0172;0.0212;0;0.1459;0.122;0.008;0.118
PEC ¹526;1987;835;9;9;833;2;23;0.0083;0.0226;0.0297;0.3492;0.0036;0.0036;0.2055;0.0071;0.0178;0.0012;0.0428;0.1354;0.0048;0.1413
PEC ¹12;2939;1354;4;4;1341;13;23;0.0156;0.0186;0.0208;0.3576;0.0074;0.0052;0.1123;0.0074;0.0387;0.0022;0.1539;0.1435;0.0097;0.0899
PEC ¹38;1751;616;5;5;616;0;23;0.0177;0.0081;0.0177;0.3752;0.0145;0.0016;0.1771;0.0097;0.0145;0;0.0966;0.1208;0.0193;0.0902
PEC ¹396;2003;824;32;32;824;0;23;0.0117;0.014;0.0292;0.3808;0.0117;0.0035;0.1612;0.0058;0.0164;0.0012;0.0701;0.1145;0.0105;0.1425
PEC ¹382;1451;542;24;24;542;0;23;0.0053;0.03;0.0336;0.4046;0.0035;0;0.212;0.0141;0.023;0.0018;0.0424;0.1025;0.0088;0.0777
PEC ¹149;1018;397;25;25;397;0;23;0.0024;0.0142;0.0261;0.4313;0.0024;0.0047;0.2275;0.0118;0.0024;0;0.0095;0.09;0.0047;0.1185
PEC ¹560;2692;1049;5;5;1047;2;23;0.0162;0.0181;0.0171;0.4496;0.0067;0.0019;0.1977;0.0133;0.0162;0.001;0.0323;0.1131;0.0048;0.0903
PEC ¹8;1742;714;7;7;712;2;24;0.0139;0.0223;0.0236;0.3102;0.0097;0.0028;0.1655;0.0083;0.0264;0.0014;0.0876;0.1488;0.0111;0.1349
PEC ¹108;1606;775;17;17;774;1;24;0.0228;0.0228;0.0177;0.3211;0.0139;0.0038;0.1517;0.019;0.0101;0.0013;0.1138;0.1606;0.0126;0.0986
PEC ¹107;3071;883;15;15;881;2;24;0.0167;0.0257;0.0234;0.327;0.0134;0.0022;0.1708;0.0123;0.0301;0.0011;0.1563;0.1016;0.0156;0.077
PEC ¹136;2387;859;8;8;859;0;24;0.0219;0.0277;0.0208;0.3276;0.0058;0.0023;0.1661;0.0161;0.0265;0.0012;0.0427;0.1073;0.0023;0.2042
PEC ¹525;1452;507;4;4;507;0;24;0.0039;0.0294;0.0137;0.3366;0.0039;0.002;0.2368;0.0039;0;0.0039;0.0215;0.1585;0.0098;0.1292
PEC ¹81;1992;763;8;8;762;1;24;0.0312;0.0325;0.0351;0.3506;0.013;0.0052;0.1169;0.0091;0.0286;0;0.1273;0.1403;0.0104;0.0688
PEC ¹445;905;265;7;7;265;0;24;0.0037;0.0368;0.0074;0.3897;0;0.0074;0.1654;0;0.0037;0;0.011;0.2059;0.0074;0.0735
PEC ¹104;2561;936;8;8;933;3;25;0.0149;0.0244;0.0213;0.2965;0.0159;0.0032;0.1456;0.0074;0.0191;0;0.1328;0.1392;0.0468;0.1063
PEC ¹102;1596;733;16;16;721;12;25;0.0109;0.0176;0.0285;0.308;0.0204;0.0095;0.1303;0.0109;0.0299;0.0041;0.1262;0.1682;0.0081;0.0936
PEC ¹34;1762;821;3;3;806;15;25;0.0124;0.0148;0.0222;0.3523;0.0124;0;0.1632;0.0087;0.0297;0.0037;0.1199;0.1298;0.0074;0.0927
PEC ¹189;1448;450;6;6;450;0;25;0.011;0.0351;0.0263;0.3575;0.0044;0;0.1798;0.0066;0.0088;0;0.0482;0.1031;0.0066;0.1579
PEC ¹164;2153;770;17;17;767;3;25;0.0089;0.0332;0.014;0.3661;0.0089;0.0013;0.1378;0.0064;0;0.0026;0.037;0.1939;0.0038;0.1543
PEC ¹215;1603;528;98;98;528;0;25;0.0192;0.0335;0.0304;0.4233;0.0064;0.0032;0.1933;0.0064;0.0064;0.0016;0.0319;0.1182;0.0032;0.0831
PEC ¹554;2972;1195;13;13;1195;0;25;0.0083;0.0215;0.029;0.5207;0.0091;0.0017;0.168;0.0108;0.0132;0.0008;0.0306;0.1043;0.0083;0.053
PEC ¹48;1968;878;13;13;874;4;26;0.0169;0.0327;0.0113;0.2818;0.0147;0.0045;0.1229;0.0113;0.0316;0.0034;0.1533;0.1657;0.0135;0.1071
PEC ¹522;2634;976;48;48;976;0;26;0.0215;0.0166;0.0322;0.3076;0.0088;0.001;0.2422;0.0156;0.0137;0.001;0.0488;0.1289;0.0039;0.1328
PEC ¹302;1845;729;30;30;729;0;26;0.004;0.0316;0.0277;0.3123;0.0119;0.0026;0.249;0.0013;0.0053;0.0013;0.0329;0.1779;0.0053;0.1028
PEC ¹82;1673;644;6;6;644;0;26;0.0092;0.0292;0.0215;0.3246;0.0123;0.0015;0.1646;0.02;0.0262;0;0.1108;0.1554;0.0062;0.0785
PEC ¹117;1608;663;9;9;662;1;26;0.0089;0.0268;0.0164;0.3308;0.0179;0.0015;0.1639;0.0075;0.0209;0.0015;0.1207;0.149;0.0045;0.0909
PEC ¹243;1207;497;10;10;497;0;26;0.0138;0.0276;0.0256;0.3511;0;0.002;0.1223;0.0059;0.0197;0;0.0414;0.1538;0.002;0.1834
PEC ¹161;2793;1008;23;23;1008;0;26;0.0107;0.0359;0.0262;0.3928;0.0068;0.0019;0.129;0.0019;0.0116;0.001;0.0504;0.161;0.0068;0.1387
PEC ¹5;1491;550;7;7;550;0;26;0.0162;0.0269;0.0126;0.3932;0.0072;0;0.1688;0.009;0.018;0.0018;0.0808;0.1239;0.009;0.0862
PEC ¹2;1431;713;20;20;710;3;26;0.0178;0.0123;0.0137;0.5027;0.0055;0.0027;0.1315;0.0041;0.0137;0.0027;0.0973;0.0808;0.0123;0.0671
PEC ¹118;1644;638;5;5;638;0;27;0.0171;0.0264;0.0233;0.3017;0.0062;0.0062;0.1788;0.0109;0.0218;0;0.1089;0.1322;0.0187;0.1058
PEC ¹26;2522;1093;6;6;1092;1;27;0.0237;0.0346;0.0191;0.3097;0.0155;0.0009;0.1129;0.0109;0.0273;0.0027;0.163;0.143;0.0164;0.0956
PEC ¹17;1552;658;8;8;655;3;27;0.0241;0.0136;0.0211;0.3228;0.0211;0.0045;0.1629;0.0121;0.0241;0;0.1086;0.1131;0.0075;0.1237
PEC ¹43;1408;602;5;5;599;3;27;0.0099;0.0265;0.0199;0.3245;0.0149;0.0017;0.1573;0.0083;0.0099;0.0017;0.1242;0.1573;0.0149;0.0844
PEC ¹521;1921;749;8;8;749;0;27;0.0159;0.0159;0.0251;0.3289;0.0079;0.0053;0.2523;0.0079;0.0026;0;0.0291;0.1242;0.004;0.1453
PEC ¹39;1651;548;9;9;546;2;27;0.0054;0.0216;0.018;0.3351;0.018;0.0036;0.1423;0.0144;0.018;0.0036;0.1117;0.1315;0.0162;0.1117
PEC ¹524;2046;916;6;6;916;0;27;0.0119;0.0174;0.0163;0.3568;0.0087;0.0033;0.2755;0.0076;0.0217;0;0.0271;0.1117;0.0087;0.1041
PEC ¹520;1733;602;11;11;601;1;27;0.0114;0.0245;0.018;0.3938;0.0098;0.0033;0.2042;0.0065;0.0082;0.0016;0.0441;0.0931;0.0049;0.1324
PEC ¹399;2299;730;62;62;730;0;27;0.0152;0.0139;0.024;0.4116;0.0063;0.0051;0.2197;0.0051;0.0076;0;0.0568;0.0934;0.0088;0.0985
PEC ¹98;1614;719;7;7;717;2;28;0.0221;0.011;0.0207;0.297;0.0138;0.0041;0.1436;0.0152;0.0221;0.0014;0.1271;0.1809;0.0069;0.0953
PEC ¹110;1715;785;9;9;783;2;28;0.0202;0.0101;0.0189;0.3093;0.0076;0.0025;0.178;0.0076;0.0101;0.0013;0.1338;0.1111;0.0164;0.1376
PEC ¹20;1755;691;5;5;691;0;28;0.033;0.0187;0.0216;0.3103;0.0101;0.0014;0.1681;0.0072;0.0129;0;0.1063;0.1509;0.0144;0.1049
PEC ¹294;1649;686;6;6;686;0;28;0.0101;0.0246;0.013;0.341;0.0029;0.0043;0.2153;0.0029;0.0173;0.0043;0.0419;0.1705;0.0058;0.1055
PEC ¹342;2012;861;13;13;861;0;28;0.0069;0.0286;0.0229;0.3535;0.0057;0.0023;0.1281;0.0034;0.0172;0;0.1556;0.1236;0.0011;0.119
PEC ¹186;1441;565;13;13;563;2;28;0.0104;0.0313;0.0278;0.3576;0.0139;0.0017;0.1545;0.0104;0.0122;0.0035;0.0729;0.1146;0.0087;0.1319
PEC ¹273;1772;714;5;5;714;0;28;0.0097;0.0542;0.0348;0.363;0.007;0.0028;0.1683;0.0083;0.0111;0.0014;0.0195;0.1989;0.0111;0.0709
PEC ¹491;2072;663;51;51;663;0;28;0.0056;0.0224;0.0266;0.3641;0.0098;0;0.2241;0.0028;0.0056;0;0.0476;0.084;0.0028;0.1653
PEC ¹465;1736;570;3;3;570;0;28;0.0122;0.0192;0.0244;0.3997;0.007;0.0052;0.1553;0.0105;0.0175;0;0.0349;0.1257;0.0122;0.1274
PEC ¹556;2792;1330;2;2;1330;0;28;0.0248;0.0158;0.0248;0.4992;0.0068;0.0015;0.1584;0.012;0.0128;0;0.0225;0.1059;0.015;0.0796
PEC ¹15;2065;975;3;3;971;4;29;0.0287;0.0226;0.0226;0.2977;0.0164;0.0051;0.1581;0.0154;0.0246;0;0.1047;0.1294;0.0216;0.1232
PEC ¹103;1726;810;6;6;810;0;29;0.011;0.0208;0.0208;0.3088;0.0159;0.0086;0.1434;0.0147;0.0331;0.0025;0.1176;0.1507;0.0135;0.1029
PEC ¹45;2152;958;5;5;958;0;29;0.0135;0.0343;0.0197;0.352;0.0145;0.0031;0.1246;0.0083;0.0249;0;0.1184;0.1267;0.0145;0.1153
PEC ¹341;1970;762;20;20;762;0;29;0.0077;0.023;0.0179;0.3581;0.0013;0.0026;0.1662;0.0077;0.0064;0.0013;0.1995;0.0767;0.0064;0.0882
PEC ¹114;2724;970;8;8;968;2;29;0.0184;0.0225;0.0205;0.3617;0.0102;0.001;0.167;0.0082;0.0154;0;0.0943;0.1506;0.0205;0.0799
PEC ¹422;1762;769;7;7;769;0;29;0.0103;0.0335;0.0296;0.375;0.0116;0.0026;0.174;0.0064;0.0052;0.0013;0.0438;0.183;0.0064;0.0799
PEC ¹464;2261;784;11;11;783;1;29;0.0189;0.0277;0.0151;0.3804;0.0063;0.0013;0.1587;0.0038;0.0063;0;0.0529;0.1499;0.0038;0.1385
PEC ¹421;1888;703;18;18;703;0;29;0.0028;0.0305;0.0236;0.3994;0.0055;0.0014;0.1803;0.0083;0.0028;0.0014;0.0361;0.1526;0.0014;0.1137
PEC ¹484;1039;308;44;53;308;-9;29;0.0139;0;0;0.4044;0;0;0.2271;0;0;0;0.0305;0.1247;0.0028;0.1163
PEC ¹212;2004;832;79;79;831;1;29;0.0187;0.0231;0.0253;0.4044;0.0099;0;0.2297;0.0055;0.011;0.0011;0.044;0.1044;0.0077;0.0835
PEC ¹88;1550;729;12;12;727;2;30;0.0041;0.0379;0.0325;0.3153;0.0149;0.0027;0.1286;0.0162;0.0244;0.0014;0.1218;0.1583;0.0122;0.0893
PEC ¹109;1846;775;4;4;775;0;30;0.0103;0.027;0.0128;0.3427;0.0103;0.0013;0.1733;0.0077;0.0295;0;0.1399;0.0988;0.0128;0.095
PEC ¹162;2524;875;19;19;875;0;30;0.0134;0.0347;0.0391;0.3501;0.0011;0.0022;0.1499;0.0034;0.0112;0.0034;0.0447;0.1767;0.0056;0.1309
PEC ¹274;2694;930;35;35;930;0;30;0.0104;0.0415;0.0373;0.3606;0.0031;0.0031;0.2031;0.0031;0.0052;0.001;0.0373;0.1617;0.0031;0.0984
PEC ¹459;2206;656;27;27;656;0;30;0.0146;0.0249;0.0249;0.3851;0.0073;0.0015;0.2255;0.0029;0.0088;0;0.0747;0.0893;0.0059;0.0908
PEC ¹100;1654;736;11;11;736;0;31;0.0174;0.0214;0.0228;0.2932;0.0161;0.0054;0.1339;0.004;0.0254;0;0.1339;0.174;0.0067;0.1044
PEC ¹19;1873;856;4;4;856;0;31;0.0221;0.0233;0.0198;0.3314;0.014;0.007;0.1221;0.0105;0.0221;0;0.1174;0.1674;0.0209;0.086
PEC ¹224;1594;720;9;9;716;4;31;0.0179;0.0234;0.0386;0.3697;0.0028;0.0014;0.1931;0.0055;0.0028;0;0.0386;0.1186;0.0193;0.1255
PEC ¹141;2345;883;29;29;883;0;31;0.0044;0.0263;0.0143;0.3827;0.0055;0.0022;0.1875;0.0011;0.0022;0.0011;0.0307;0.0987;0.0011;0.2083
PEC ¹1;1265;518;16;16;518;0;31;0.0112;0.0225;0.0131;0.5655;0.0019;0.0019;0.1105;0.0094;0.0037;0;0.0543;0.0749;0.0094;0.0637
PEC ¹33;2757;1252;2;2;1249;3;32;0.0216;0.0208;0.0168;0.3054;0.016;0.0056;0.1399;0.0128;0.0288;0.0024;0.1599;0.1447;0.0104;0.0895
PEC ¹116;2434;945;6;6;944;1;32;0.0116;0.0147;0.0232;0.3347;0.0074;0.0021;0.1611;0.0116;0.0253;0.0021;0.1421;0.14;0.0084;0.0821
PEC ¹223;1422;606;19;19;605;1;32;0.0096;0.0224;0.024;0.3606;0.0128;0;0.1763;0.0016;0.0112;0.0016;0.0481;0.1266;0.0208;0.133
PEC ¹557;2661;1065;10;10;1045;20;32;0.0142;0.019;0.0209;0.4938;0.0095;0.0009;0.1507;0.0133;0.0199;0.0009;0.0265;0.1194;0.0085;0.072
PEC ¹4;2609;936;8;8;936;0;33;0.0085;0.0222;0.0222;0.3549;0.0064;0.0053;0.1663;0.0159;0.0159;0.0021;0.0911;0.1377;0.0233;0.0932
PEC ¹463;2400;887;16;16;886;1;33;0.0099;0.0288;0.0255;0.3559;0.0055;0.0011;0.1696;0.0067;0.0122;0;0.0721;0.1264;0.0078;0.1419
PEC ¹10;1846;583;6;6;583;0;33;0.017;0.0255;0.0136;0.3582;0.0102;0.0017;0.1783;0.0102;0.0136;0.0017;0.0934;0.1154;0.0153;0.0899
PEC ¹423;2391;743;40;40;743;0;33;0.0089;0.0332;0.014;0.3589;0.0038;0.0013;0.2299;0.0102;0.0064;0;0.0498;0.1584;0.0026;0.0805
PEC ¹134;2003;801;5;5;801;0;33;0.0174;0.0186;0.0186;0.3648;0.0037;0.0037;0.16;0.0062;0.0186;0;0.0261;0.1203;0.005;0.196
PEC ¹559;2675;1096;5;5;1094;2;33;0.0209;0.0255;0.0246;0.495;0.0118;0.0027;0.1774;0.01;0.02;0.0009;0.0282;0.0864;0.0027;0.0637
PEC ¹377;1992;777;7;7;777;0;34;0.0115;0.0434;0.0204;0.2997;0.0026;0.0013;0.2551;0.0038;0.0064;0.0013;0.0995;0.0944;0.0191;0.0982
PEC ¹225;1611;579;6;6;579;0;34;0.0137;0.0427;0.0308;0.3248;0.0017;0.0017;0.1966;0.0068;0.0103;0.0017;0.041;0.1504;0.0256;0.094
PEC ¹78;1299;526;4;4;526;0;34;0.0075;0.0226;0.0264;0.3434;0.0151;0.0057;0.1547;0.0094;0.0245;0;0.1566;0.0887;0.0038;0.0774
PEC ¹25;2137;902;3;3;901;1;35;0.0144;0.0343;0.0321;0.2821;0.0111;0.0033;0.1449;0.0099;0.031;0.0011;0.1493;0.1482;0.0044;0.0951
PEC ¹111;1447;591;11;11;591;0;35;0.0183;0.0233;0.0233;0.3223;0.0099;0.005;0.1844;0.005;0.0133;0;0.1096;0.1096;0.015;0.103
PEC ¹558;2717;998;17;17;996;2;35;0.0178;0.0197;0.0257;0.4482;0.0109;0.002;0.1856;0.0079;0.0168;0.002;0.0355;0.1106;0.0059;0.077
PEC ¹379;1708;975;1;1;972;3;35;0.0082;0.0154;0.0154;0.4738;0.0072;0.0031;0.2487;0.0082;0.0103;0.0031;0.0308;0.0832;0.0051;0.0514
PEC ¹56;1818;815;8;8;815;0;36;0.0219;0.0243;0.0194;0.2953;0.0194;0.0036;0.1397;0.0097;0.0255;0.0012;0.1677;0.1361;0.0109;0.0814
PEC ¹375;2455;762;39;39;762;0;36;0.015;0.0237;0.0199;0.3583;0.0037;0.0012;0.2247;0.0037;0.0225;0.0025;0.0911;0.1074;0.0087;0.0724
PEC ¹271;2407;949;28;28;949;0;37;0.0113;0.045;0.0225;0.4002;0.0082;0.002;0.1853;0.0031;0.0061;0.0031;0.0194;0.1484;0.0031;0.1044
PEC ¹317;1136;424;54;54;424;0;37;0.0251;0.0272;0.0377;0.4456;0.0084;0;0.1736;0.0021;0.0063;0.0021;0.023;0.1255;0.0063;0.0397
PEC ¹492;2146;843;17;17;843;0;38;0.0047;0.036;0.0256;0.343;0.0116;0.0035;0.1581;0.007;0.0081;0.0012;0.0581;0.1302;0.0081;0.1605
PEC ¹44;2262;937;2;2;933;4;38;0.016;0.0203;0.016;0.3679;0.0139;0;0.1348;0.0096;0.0257;0.0011;0.1091;0.1305;0.0096;0.1048
PEC ¹221;2043;916;20;20;914;2;38;0.0236;0.0257;0.0225;0.3758;0.0107;0.0032;0.1767;0.0032;0.0139;0.0011;0.0203;0.1456;0.0343;0.1028
PEC ¹11;2890;994;17;17;993;1;39;0.0119;0.0168;0.0307;0.3188;0.0139;0.004;0.1465;0.0119;0.0238;0.002;0.1109;0.1515;0.0168;0.102
PEC ¹30;1695;778;1;1;778;0;40;0.0218;0.0282;0.0244;0.303;0.009;0.0064;0.1374;0.0128;0.0501;0.0013;0.1412;0.1117;0.0167;0.0847
PEC ¹293;1664;579;86;86;579;0;40;0.018;0.1338;0.0165;0.3564;0.0075;0.0015;0.2135;0.006;0.015;0.003;0.0421;0.0271;0.0045;0.0947
PEC ¹13;2476;1084;6;6;1084;0;42;0.0193;0.0119;0.0119;0.3404;0.0073;0.0028;0.1385;0.0083;0.0183;0.0037;0.1303;0.1477;0.0239;0.0972
PEC ¹460;2734;1052;16;16;1052;0;43;0.0075;0.0206;0.0328;0.397;0.0028;0.0009;0.1676;0.0028;0.0197;0.0009;0.0468;0.132;0.0047;0.1236
PEC ¹96;2223;1063;18;18;1062;1;44;0.0157;0.0213;0.0167;0.2806;0.012;0.0037;0.1593;0.0083;0.0176;0.0056;0.1231;0.1815;0.0056;0.1083
PEC ¹6;2177;844;8;8;844;0;44;0.0094;0.0258;0.0141;0.4296;0.0117;0.007;0.162;0.0059;0.007;0;0.0692;0.1244;0.0106;0.0716
PEC ¹35;1899;818;39;39;818;0;44;0.0058;0.021;0.0163;0.4854;0.0093;0.0012;0.098;0.0093;0.014;0;0.0957;0.0875;0.0175;0.0875
PEC ¹407;2410;934;25;25;934;0;45;0.0146;0.0323;0.025;0.3347;0.0031;0.0021;0.2284;0.0031;0.0136;0.001;0.0813;0.1293;0.0094;0.0751
PEC ¹36;2047;903;56;56;899;4;46;0.0094;0.0199;0.0157;0.4534;0.0073;0;0.1539;0.0084;0.0115;0.0021;0.112;0.0827;0.0063;0.0691
PEC ¹461;2385;855;14;14;855;0;47;0.0069;0.0449;0.0219;0.3878;0.0081;0.0035;0.1496;0.0035;0.0104;0.0023;0.0506;0.13;0.0127;0.1139
PEC ¹493;2809;1190;21;21;1189;1;49;0.0083;0.024;0.0223;0.357;0.0058;0.005;0.1702;0.0066;0.0165;0.0017;0.0471;0.1405;0.0041;0.1504
PEC ¹3;2760;1371;14;14;1368;3;53;0.0116;0.0137;0.0188;0.5109;0.0159;0.0014;0.1035;0.0058;0.0152;0;0.0738;0.1035;0.0109;0.0767
PEC ¹523;2826;1140;3;3;1140;0;55;0.0079;0.0315;0.021;0.3036;0.0096;0.0052;0.2248;0.0131;0.0131;0.0026;0.0534;0.1242;0.007;0.1347
