Gender;Age;Satisfaction;Participation;Vote;Duma;Violation;Observers;Obs_elections;Trust_Putin;Protest;Education;FO;Region;wes_total_reg
2;49;3;3;5;9; ;1;2;1; ;4;5;7;0.581722562
2;55;3;1;5;6; ;1;2;1;2;2;5;26;0.289150332
2;60;5;1; ; ; ; ; ; ; ;6;2;50;1.356954941
2;62;1;1;5;1;1;1;1;1;2;6;3;3;0.475698934
1;32;2; ;5;1;1;1;1;1; ;5;3;16;0.52899101
2;47;2;2; ;1; ;1; ; ;2;6;3;3;0.516176358
2;66;3;1;2;2; ;1;2; ;1;4;7;54;1.098692662
1;60;5;1;2;9;3;3;1; ;2;6;3;52;0.353949503
2;82;2;1;5;2; ; ;2;1;1;4;7;22;0.28775284
2;49;2;1;5;1;1;1;2;1;2;2;7;54;0.958131279
1;48;2;1; ;1;1;1;2;1;2;4;3;13;1.332183367
2;63;4;1;3;7;3;2;1;2;2;6;2;50;0.573912431
1;74;3;1;5;1;1;1;1;1;2;1;5;26;5.152088298
1;44;1;1;1;3;1;1;2;2;2;2;5;26;1.015403591
2;50;3;1;5;1;1; ;1;1;2;6;2;48;0.863716121
2;76;2;1;5;1;1;1;1;1;2;4;7;55;0.389858686
2;56;2;1;5;1; ;1;1;1; ;2;1;35;0.497213476
2;25;2;1; ;6;3;1;1;1;2;6;7;38;1.255773251
2;42;1;1;5;1; ;3;2; ;2;6;5;61;1.244497385
2;57;3;2;5;9; ;3; ;2;1;2;3;52;0.850496735
2;65;2;1; ;1; ;1;2; ;2;2;3;3;0.549346331
2;72;3;2; ; ;1; ;2; ;2;1;3;16;1.098692662
1;18;2;1;5;9; ;1;2;1;1;2;7;42;2.514082497
2;74;1;1;5;2; ; ;1;1;2;6;2;50;0.741394235
1;43;2;2;4;9; ;2;2;2;1;6;7;38;1.015403591
2;64;5;5;5;9;2;3;2;1;2;2;7;54;1.340606087
2;51;5;2; ;9; ; ;1; ;2;2;7;24;0.581722562
1;43;3;2; ;7; ; ; ; ;1;4;2;77;1.517822992
1;59;2;1;5;9; ; ;1;1;2;6;5;5;0.910145519
1;62;4;2;4;6;1;3;1;2;1;6;5;26;0.910145519
1;25;1;1; ;1; ;1;2; ;2;4;3;52;2.084550527
2;37;1;1;4;1;1;1;1;2;1;4;7;70;0.621356407
1;56;1;1;5;1;1;1;1;1;2;4;7;22;0.919405416
2;36;3;1;5; ;1;1;1;1; ;3;3;64;0.884248142
1;54;2;1;5;1;1;1;1;1;2;6;5;15;1.036756556
1;40;3;1;5;2; ;2;2;2; ;2;7;38;0.476362179
2;65;2;1;5;3;1;1;1;1;1;1;5;26;0.82083749
2;23;4;1;5;1;1;1;1;1; ;1;5;15;1.229532252
2;54;4;1;5;1;1;1;1;1;2;4;5;5;1.244324648
1;19;1;1;5;1;3;1;1;1;1;2;1;47;0.363769697
2;42;2;1;5;7;1;1;2;1;2;6;3;64;0.597289786
1;33;1;4;5;9;2;2;2;1;2;6;5;5;0.636748438
2;31;2;5;5;1; ;1;2;1;1;3;1;11;1.21976283
2;37;5;2;5;9;2;1;2;1;1;6;5;7;0.884248142
2;75;5;1;5;2;1; ;2; ;2;6;2;57;1.061633584
2;70;4;1;5;1;1;1;1;1;2;4;7;24;0.549346331
2;62;2;2; ;2; ;1;1; ;1;6;7;92;0.351111118
2;65;2;1;5;1;1;1;1;1;2;4;3;16;0.82083749
2;27;2;2; ;9;3;1;1;1;2;6;7;38;1.21976283
2;25;3;3;5;9;2;1;2;1;2;6;7;4;0.86667359
1;20;1;1;5;1; ;1;1;1;2;5;2;46;2.10340279
2;24;4;1; ;9;2;3;1;2; ;4;2;40;2.026268783
1;45;1;1; ;7; ;1;2;1;2;6;7;54;0.94655134
2;50;1;2;5;9; ; ;2;1;2;3;3;43;0.788140246
2;37;4;1; ;2;1;1;2;1;2;4;3;43;1.108694766
2;35;2;1; ; ;1;1;1;1;2;4;2;50;0.748143622
1;41;3;1;5;3;1;1;1;1;2;4;5;15;2.165376691
1;25;1;5;5;9;1;1;1;1;2;4;5;26;2.730467592
2;30;2;1; ; ;3;1;2; ; ;6;5;26;0.506670714
2;60;3;1;5;1;1;1;2;1;2;2;3;58;0.850496735
1;58;3;5; ;9;2;3;2;2;2;4;5;5;0.815922555
1;85;1;1;5;2; ; ;1;1;2;4;7;70;0.539742584
2;60;4;2;5;1; ;1;2;1;2;4;5;15;0.670303043
1;62;2;1; ;6;2;2;2;1;1;6;3;13;0.640472773
2;58;2;1;2;2;3;1;1; ;2;4;5;26;0.475698934
1;34;1;2;5;1;1;1;1;1;2;4;7;70;1.365233796
1;46;3;2; ;1;3; ;2;1;2;6;3;52;1.775360899
2;63;4;1;5;1;1;3;1;1;2;6;5;26;0.475698934
2;39;2;1; ;1;3;3;2;1;1;6;3;64;1.034331092
2;66;1;1;4;9;2;2;2;1;1;6;7;42;0.442156803
1;19; ;4;5;9;3;1;2;1;2;4;2;36;0.821218783
1;35;1;1;5; ;1;1;1;1;2;4;1;51;1.429086536
2;26;1;1; ;9; ; ;1;1;2;6;3;52;1.255773251
2;55;3; ;5;9;2;1;1;1;2;4;5;26;1.196995405
2;64; ;1;4;6; ;1;2;2;2;6;5;26;0.351111118
2;45;5;1; ;6;1;1;2; ;2;4;3;56;3.331683766
2;38;1;1; ; ; ;3;2;1;2;4;3;64;0.622248692
2;48;5;2; ;9;1;1;1;1;2;4;7;22;2.221122511
1;30;3;2; ;9; ;1;1;1;1;6;5;7;0.636748438
2;74;3;1;5;1;2;1;1;1;2;1;7;42;0.28775284
2;54; ;2; ;1; ;1;1;1; ;6;5;26;1.244324648
1;53;2;1;5;1; ; ;1;1;2;6;5;5;0.666091684
1;43;4;1;1;3;3;1;2;2;1;4;3;90;1.264513869
1;46;3;1; ; ;1;1;1;1;2;1;3;3;1.775360899
2;79;2;4; ;9; ; ;2;1;2;1;7;22;0.549346331
2;34;3;1;5;9;2;1;2;1;1;4;7;38;1.45032967
2;52;3;1;4;2; ;1;1;1;2;6;5;26;0.884125408
2;44;3;1;5; ;1;1;2; ;1;6;3;18;1.108694766
1;24;2;2;5;1;1;1;2;1;2;4;3;16;1.196135229
1;31; ;1;5;1;1;1;2;1;2;2;5;5;1.273496875
1;38;2;5;5;9;1;1;1;1; ;5;5;20;1.429086536
1;35;1; ; ; ;2;1;1;1;2;4;5;26;0.476362179
1;37;3; ; ;9; ;2;2;2;2;2;5;7;0.593620561
1;78;1;1;5; ;1; ;2;1;2;2;3;56;2.060835319
2;53;2;1;5;1;1;1;2;1;2;2;5;5;1.244324648
2;21;3;5;1;9;1;1;2;1;1;1;7;42;7.291844242
2;36;3;2;5;9; ;1;2;1;2;4;7;42;1.108694766
2;23;3;4; ;9;3;1;2;2;2;6;3;3;1.724952401
2;19;2; ;5;1; ;1; ;1;2;1;5;20;0.614766126
2;36;2;1; ; ;2; ;1;2;1;6;1;51;1.244497385
2;49;3;1;1;3; ;1;1; ;2;2;3;43;0.788140246
2;56;1;2; ;1; ;1; ; ;2;4;3;18;0.351111118
2;43;2;1; ;1;1; ;1;1;1;3;5;26;0.365232928
2;35;4;2;5;1; ; ;2;1;1;6;5;26;1.244497385
2;21;1;1;5;3;1;2;1;1;2;2;2;50;0.829684365
1;30;3;2;5;9; ;1;1;1;1;2;5;7;1.273496875
1;28;3;1; ;3;3;1;1;1;1;4;3;52;0.52899101
2;22;1;2;5;9;1;1;1;1;2;5;3;3;7.291844242
1;30;2;1;1;3;3;2;2;2;2;6;5;26;1.273496875
2;31;2;2;5;9;1;1;2;1;2;6;1;47;0.893040643
2;37;2;2;4;6; ;1;2;1;1;6;7;38;1.034331092
2;44;4;1;5;6;1;1;1;1;2;3;3;16;0.554347383
2;28;2;1;5;1;1; ;2;1;2;6;3;16;0.506670714
2;57;5;2; ;7;2;3;1;2;1;6;2;77;0.64986356
1;27;2;1;5;6;1;1;2;1;1;6;7;4;0.424498958
2;74;4;1; ; ;2;2;1; ;1;1;7;2;0.473945854
2;49;4;1; ;2;2;2;1;1;1;4;1;47;0.647306102
1;54;1;2;5;1;2;1;2;1;2;3;3;58;1.775360899
1;34;2;2; ;9;2; ;1;1;1;6;5;6;1.273496875
2;58;5;1; ; ;1;1;1;1;1;4;7;38;0.351111118
1;40;3;2; ;9; ;1;2;1;2;2;5;5;0.476362179
1;65;3;1;5;1; ;3;1;1;1;2;3;13;0.539742584
2;57;3;1;5;9; ; ;2;1; ;4;7;70;0.475698934
2;64;1;1;5;6; ;1;2;1;2;4;7;42;0.351111118
2;35;1;1;5;1; ;1;2;1;2;4;2;36;0.999442941
1;54;3;1;5;1;3;3;1;1; ;2;1;35;0.94655134
2;59;1;1;5;6;1;1;1;1;2;4;1;39;1.196995405
1;58;4;1;5;9; ;3;2; ;2;4;3;43;1.280945545
1;25;2;2;1;3; ; ;1;2;1;5;3;90;1.479871748
2;40;5;1; ; ; ;1;2;1;2;6;3;21;1.244497385
2;42;3;1; ; ;1;1;2;1;2;4;3;16;1.108694766
1;45;4;1;5;1;1;1;2;1;2;2;5;5;1.332183367
2;37;3;1;5;1;1;1;1;1;1;4;7;92;1.108694766
2;61;2;1;5; ;3;2;2;1;2;6;3;73;0.351111118
2;60;5;5;4;9;2;1;2;2; ;6;3;52;0.475698934
2;38;3;1; ;1;1;1;1;1; ;2;3;56;0.414832462
1;32;3;1;5;1;1;3;2;1;2;6;3;73;0.424498958
2;24;4;3; ;9; ;1;1;1;2;5;1;78;0.351782839
1;26;2;1;5;9;2;2;2;1;2;6;3;56;1.273496875
2;77;2;1;5;2;1;1;1;1;1;4;3;56;0.549346331
1;53;4;2;5;6;2;1;1;1;2;4;3;3;0.94655134
1;44;3;1;5;1; ;3;2;1;1;3;1;78;1.162072999
2;20;3;5; ;9;2;1;2;2; ;4;1;35;0.614766126
1;45;2;1; ;6; ;1;2;2;2;4;2;77;0.959454532
1;35;3;5;5;9;2; ;2;2;1;2;3;3;0.324246525
2;57;5;1;5;1;1;1;1;1;2;4;2;77;1.153278995
2;33;3;4;5;9;3;1;1;1;2;6;7;4;1.346057602
2;56;3;1;5;1; ;1;2;1;2;6;5;7;1.196995405
1;31;2;2;5;2;2;1;2;2;2;6;1;47;0.662481692
2;70;5;1; ; ;3; ;2; ; ;4;2;71;1.061633584
2;39;3; ;5;9;2;2;2; ;1;4;7;54;0.673136108
2;50;2;2;5;1;1;1;2;1;2;5;7;24;0.394070123
2;37;4; ; ;9;3;2; ; ;1;2;3;56;1.244497385
2;56;4;1; ; ;1;1;1;1;2;6;3;16;0.497213476
2;71;2;1;5;6; ;1;2;1;2;6;7;42;0.389858686
2;34;5;1;5;1;1;1;1;1;1;4;3;64;1.21976283
2;24;3;5;5;1;1;1;1;1;1;5;3;18;1.956348455
1;72;3;1;2;2;2;1;1;2;1;6;7;42;0.829360555
2;46;1;1;5;3;1;1;1;1;2;4;3;52;0.893866376
1;24;1;1;2;9; ; ;2;1; ;4;1;10;1.196135229
1;53;1;1;5; ;1;3;1;1;2;4;1;47;0.693010802
2;54;5;4;5;2; ;3;2; ;1;6;3;52;0.581722562
2;80;4;3; ; ;2;2;1; ;1;6;3;13;0.28775284
2;25; ;1;5;3;1;1;2;1;2;3;3;18;0.86667359
1;47;3;1;2;2; ;1;2;1;1;2;7;24;1.775360899
1;46;2;2; ;6;2;1;1; ;2;6;3;52;0.956444428
1;59;3;1; ;1;1;1;3;1;2;2;7;42;3.426874731
2;30;3;2;1;3; ;1;2;1;1;6;3;56;1.346057602
1;49;2;1; ;8; ;1;1;2;1;4;3;16;0.94655134
1;52; ;5;5;9;2;1;2;1;2;4;2;48;5.965183801
2;51;4;1;5;1;1;1;1;1;2;6;3;3;0.516176358
2;47;2;1;5;1;1;1;1;1;2;4;7;24;0.893866376
2;59;4;1;5;6; ; ;2;1;2;6;2;71;0.821809345
2;75;1;1;5;1;1;1;2;1;2;4;3;64;0.549346331
2;34;3;1;5;6; ;1;1;1;1;6;3;73;1.255773251
2;36;3;1;5;9; ;3;1;1;2;6;7;19;1.034331092
2;65;4;1;2;2; ;2;2; ;2;4;2;32;0.457959585
2;52;5;1;5;9; ;1;1;1;2;4;7;42;0.788140246
1;29;1;5; ;9;1;1;1; ;2;2;2;50;0.429675775
1;45;4;1;1;3;1;1;1;2;2;6;3;18;0.666091684
2;25;2;2; ; ;1;1; ;1;2;6;3;16;1.255773251
1;22;3;1; ;9; ; ;1;2;1;4;7;55;2.333331468
2;50;5;3; ;9; ;3;1;2;1;6;3;43;4.442245021
2;32;5;1;5;9; ;1;1;1;2;6;3;3;1.107240931
2;51;3;1; ;2;2;2;2; ;1;4;3;3;0.893866376
2;66;1;1;5;1;1;1;1;1;2;6;3;16;0.236972927
2;74;2;1;2;2; ;2;2; ;2;4;3;64;0.28775284
2;22;2;4; ;9; ; ;2;1;2;6;3;3;0.614766126
2;51;4;2;5;1;1;1;2;1;2;4;2;31;0.925813359
1;23;3;2;2;2;3;1;1;2;2;4;3;21;0.598067615
2;57;3;2;5;1;1;1;1;1;2;4;3;64;0.475698934
2;63;5;2; ;2;1; ; ;2;2;4;7;70;0.351111118
2;34;1;2;4;9; ;1;1;2;1;6;3;3;1.406740527
2;72;2;1;2;2;1;1;1; ;1;6;3;52;0.82083749
1;53;3;2;5; ;1;3;2;1;2;4;3;21;1.332183367
2;56;1;1; ;9; ; ;2;1;1;4;2;67;1.15662056
1;67;5;1;3;6;1;1;2;2;2;4;3;16;3.091252979
2;62;3;1;5;6;3;3;1;1;1;4;7;42;0.604371596
2;31;3;1; ;9;3;1;1;2;1;6;3;52;1.107240931
2;60;2;1;5;1;1;3;2;1;2;2;2;46;0.558794492
2;85;1;1; ;1; ;1;2;1;2;2;7;54;0.549346331
2;60;1;1;5;1;1;1;1;1;2;6;3;56;0.35129213
2;55;3;1;2;3;1;1;1;1;1;4;3;56;0.850496735
2;50;4;2; ;1; ;1;1; ;2; ;7;42;0.79325804
1;66;1;1;4;8;1; ; ; ;2;6;3;3;0.928191508
1;28;2;4;4;9;2;1;2;1;2;6;3;3;1.273496875
2;70;2;1;5;1;3;1;2;1;2;4;3;13;0.82083749
1;40;5;1;4;9;3;3;2;2;2;6;3;90;1.429086536
2;50;4;1;5;1;1; ;1;1;2;6;3;43;1.244324648
2;62;3;1;5;1;1;1;1;1;2;3;7;42;0.475698934
1;21;3;1;5;1;1;1;1;1;1;4;3;64;0.598067615
1;25;3;1;4;7;1;1;2;2;1;4;2;77;3.858247029
1;25;3;1;5;9;1;3;1;1;1;2;7;54;1.479871748
1;21;4;1;2;2;1;1;1;2;1;2;3;52;1.919353304
2;75;2;1; ; ; ;1;2;1;2;6;3;43;1.098692662
2;62;2;1;5;9; ; ;1;1;2;3;3;43;0.475698934
1;82;2;1;5;1; ;1;2;1;2;1;3;63;1.306343604
2;76;3;1;5;1; ;3;2;1;2;2;2;77;0.721580551
2;49;3;1;5; ; ;1;1;1;1;6;3;52;0.788140246
2;58;2;2;5;9;1; ;2;1;2;4;3;63;0.539512206
1;73;5;1;2;2; ; ;2; ;2;6;2;77;1.717968493
2;71;1;1;5;9;1;2;2;1;2;4;1;78;1.322122607
2;58;3;1;5;1; ;1;2;1;2;4;3;52;0.850496735
2;47;3;1; ;1; ;1;2;1;2;4;2;69;0.863716121
2;75;1;3;5;9;1;1;2;1;2;6;3;18;0.549346331
2;53;1;1;5;1;1;1;1;1;2;2;7;54;0.581722562
2;45;4;1;5;1;1;1;1; ;2;4;3;3;0.516873315
1;41;3;3;5;3; ; ;2; ;2;2;3;18;1.429086536
1;28;1;3;5;9;1;1;1;1;1;1;3;16;1.273496875
2;80;4;2; ; ; ; ; ;1;2;1;3;16;0.549346331
2;48;3;1; ; ;1;2;2;1;2;4;2;68;0.499439096
2;32;3;1;5;1;1;1;2;1;2;6;3;56;0.609881415
2;36;3;5; ;9; ;1;1; ;1;2;3;43;1.244497385
2;55;2;2;5;1;1;1;1;1;2;6;3;3;0.497213476
2;64;2;1;5; ;1;1; ; ; ;2;3;90;0.670303043
1;65;5;5; ;9;2;2;2;1;2;6;3;73;0.928191508
2;25;1;1;1; ;2;1;2;2;1;5;3;58;0.86667359
2;58;5;1;5; ; ;1;2;1;2;1;3;64;0.539512206
1;57;1;1; ;3; ;1; ; ;2;4;3;52;0.985506458
2;35;2;1; ; ;3;1;1;1;1;6;3;56;1.034331092
1;55;2;3;5;6;1;1;1;1;2;4;3;63;0.532085073
2;21;1;1; ;1;1;1;2; ;2;5;3;73;1.273179153
2;39;3;1;5;6;1;1;2;1;2;4;3;90;0.911990856
1;56;2;2;5;9; ;1;1;1;1;2;3;3;0.910145519
2;36;3;1;5;1;1;1;1;2;1;6;3;63;1.108694766
2;65;3;1; ;6;1;1;1;1;2;6;3;64;0.389858686
1;62;1;1;5;6;1;3;2;1;2;2;3;52;0.810658538
2;27; ;1;1;9;2;1;1;2;2;2;3;21;1.21976283
2;78;1;1;5;1;1;1;1;1;1;4;3;63;0.389858686
2;65;3;1;5;1; ;2;2;1;2;4;3;63;0.389858686
2;45;2;1;2;2;2;2;2;2;1;6;3;21;0.581722562
1;34;3;5; ;9; ;3;1;2;2;5;3;13;0.424498958
2;53;1;1; ;2;3;1;2;1;2;4;3;16;0.788140246
1;51;1;1;5;1;1;1;2;1;2;5;3;12;0.94655134
2;54;1;1;5;1;1;1;1;1;2;6;2;67;0.562100968
1;55;2;1; ;1; ;1;2; ;2;4;3;52;0.985506458
2;54;4;2; ;9;1;1;2; ;2;3;1;51;0.516873315
1;29;1;4; ;9;3;1;2;2;2;4;7;92;0.636748438
1;27;2;2;5;1; ;1;1;1;2;6;3;63;0.52899101
2;39;5;1;4;3;1;1;2;2;1;4;3;52;1.108694766
1;61;2;1; ;2;1;1;1;1;2;4;3;52;0.810658538
2;33;3;1;5;1;1;1;1;1;1;4;3;52;1.346057602
2;85;2; ;5;9; ;3; ;1;2;1;3;16;0.549346331
2;50;4;2; ;9; ; ;1;1; ;4;3;3;0.893866376
2;18;2;4; ;9;1;2;2;2;2;2;3;16;2.097000959
2;31;1;2;5;2; ;1;1;2;2;6;2;77;0.662565679
1;43;3;1;5;1;1;1; ;1;2;2;7;24;0.714543268
2;62;1;1;5;1;1;1;1;1;2;2;3;18;0.475698934
1;27;1;1;5;1;1; ;2;1; ;4;2;32;0.615270812
2;55;3;3;2;9;1;1;2;2;2;4;3;58;1.196995405
2;47;1;1; ; ;2;2;2;2;1;6;2;50;0.603178124
2;33;2;1; ;1; ;1;2;1;2;6;3;13;0.506670714
1;52;3;3; ;1;2;2;2;1;1;4;7;70;0.553368476
1;33;3;5; ;9; ;3;2;1;2;4;2;77;1.178543161
2;41;2;1; ;3; ;3;2;2;2;6;3;73;0.43162926
1;22;1;1;1;9;2; ;1;2;1;4;3;3;1.196135229
2;35;2;2;5;1;1; ;1;1;2;3;3;64;1.034331092
2;32;2;1;5;9;1;1;1;1;1;5;7;42;1.21976283
2;41;3;1;5;1;1;1;1;1;2;4;3;13;1.034331092
2;35;4;1; ;1;2;2;2;2;2;6;1;35;0.884248142
2;60;1;1; ; ;2;3; ; ;1;3;3;63;0.475698934
2;55;2;2; ;3;3;1;1;1;2;4;3;3;0.850496735
2;39;2;3;5;9; ;3;2;1;2;6;2;50;0.246457992
1;25;3;5; ;9;2;1;2;2;1;4;3;16;1.538596818
2;21;3;2; ;9; ;1;1;2; ;4;3;21;1.229532252
2;56;3;1;5;1;1;1;2;1;2;4;2;37;0.521314373
1;35;4;1;5;1;1;1;1;1; ;6;3;3;7.529605311
2;41;2;2;5;9; ;3;2;1;2;6;3;58;0.554347383
1;51;1;1;5;9;1;1;1;1;2;2;3;56;1.460377514
1;29;1;1;5;6;1;1;2;1;2;6;3;90;8.811963593
1;43;4;2;5;9; ;1;1;1;2;4;3;3;1.429086536
2;37;2;1;4;2;1;1;1;1;2;6;3;52;0.398193191
2;40;5;1; ;2; ;1;1; ;2;6;1;60;0.884248142
2;40;2;1; ;1;3;1;1;1;2;6;3;90;0.516945067
2;55;2;1;5;1;1;1;1;1;2;4;3;3;0.604371596
2;19;2;2;5;1;1;1;2;1;2;2;3;16;2.097000959
2;64;1;1;5;1;1; ;2;1;2;4;3;16;0.850496735
2;47;4;1;5;1;1; ;1;1;2;4;3;63;0.893866376
2;54;5;1;5;6;1; ;2;1;2;4;3;43;0.884125408
2;54;1;1;5;1;1;3;2;1;2;4;3;90;1.110561255
2;41;2;1;5;6;1;3;2;1;2;4;3;90;1.244497385
2;59;3;1;5;1;1;1;1;1;2;6;3;52;1.196995405
1;38;1; ;5;9; ; ; ;1; ;4;3;12;1.429086536
1;58;2;1;5;1;1;1;2;1;2;4;3;52;0.910145519
2;76;3;2;5;9; ;1;2;2;2;5;2;31;0.379154851
1;66;4;1; ; ;1;1;1; ;2;6;3;56;4.121670638
2;38;4;2;5;1; ;1;2;1;1;4;3;13;1.108694766
2;67;5;1;2;2;1;1;1; ;1;6;3;90;2.746731654
2;54;2;1;5;9; ; ;1;1;2;4;3;56;0.297955459
2;57;2;3; ;9;1;3;2;1;2;4;2;33;0.647693615
2;82;1;1;5;1;1;1;2;1;2;2;3;16;0.389858686
2;35;5;1;5;1;1;1;1;1;2;4;3;3;0.334972945
1;50;2;1;5;1;2; ;2;1;1;6;3;64;0.390966858
2;50;4;1; ;6;3;2;1; ;1;4;3;18;0.893866376
2;25;3;1; ;7;3;1;2; ;1;6;3;63;4.680609388
1;40;1;1;1;3;2;2;2;2;2;3;3;56;10.03947375
2;63;4;1;5;1; ;1;2;1;2;1;3;56;0.475698934
2;21;1;4;3;9;2;2;2;1;2;5;3;52;1.229532252
2;28;2;1; ; ;2;1;2; ;2;6;2;33;0.589310018
1;65; ;1;5;6;1; ;1;1; ;2;3;16;0.829360555
1;21;1;2;1;1; ;1;2;1;2;4;3;16;1.196135229
2;45;4;2;5;9;1;1;2;1;2;3;3;16;0.893866376
1;65;1;1; ;2;1;3;2;1;2;2;2;68;1.262280426
2;41;3;1; ; ; ;1;1;1;2;6;3;64;1.108694766
2;44; ;1; ;1;1;1;1;1;2;2;3;18;1.108694766
1;36;4;4;5;1; ;1;2;1;2;2;3;56;7.529605311
1;23; ;1;1;9;2;2;1;2;1;6;3;3;0.239227046
2;39;4;1;5;3;2; ;1;2;2;4;2;71;0.601260145
1;24;1;1;4;3;2;1;1;2;1;6;3;63;0.398711743
2;36;1;1;5;1;1;3;2;1;2;4;2;31;1.071298315
2;60;1;2;5;1;1; ;1;1;2;4;3;52;0.351111118
1;39;2;3;5;9;3;1;2;1;2;4;3;90;1.429086536
2;61;4;1;2;2;1;1;2;1;2;4;2;36;1.943080846
2;24;2;3; ; ;2;1;1; ;2;5;3;52;1.229532252
2;33;2;1;5;1;1;1;1;1;2;6;3;3;1.21976283
1;63;3;2;5;9;3;1;1;1;2;4;2;71;0.995195156
2;19;3;1;1;9;2;3;1;2;1;4;3;64;0.614766126
2;65;3;1;5;2;1;1;2; ;2;2;3;16;0.442156803
2;32;3;2; ; ;1;1;1;2;1;6;3;3;1.346057602
2;74;2;1;5;9; ;1;2;1;1;4;3;21;0.495312266
1;36;2;5; ; ;3;1;2;2;2;4;3;52;0.593620561
1;19;2;2;1;3;1;2;1;1;1;2;2;77;2.326628978
2;70;2;2; ; ; ;1;2; ;2;4;3;13;0.495312266
2;48;4;2;5;9;1;3;2;1;2;4;2;71;0.60117669
2;20;3;4; ;9;1;1;2;2;1;5;2;50;0.829684365
2;35;4;1; ;1;1;1;1;1;2;4;2;36;0.499508428
2;30;2;2;4;9;2;1;1;2;1;6;3;63;0.725164835
1;25;3;2;1;3; ;1;1;1;2;4;3;12;0.636748438
1;59;2;1;5;1;1;1;2;1;2;2;2;50;0.547029745
1;36;3;1; ;1; ; ;2; ;2;4;3;3;1.429086536
2;37;5;5; ;9; ;1;2; ;2;3;3;3;1.244497385
1;54; ;2; ;2; ; ;2;2;1;6;3;73;1.460377514
2;29; ;2;5;1;3;1;1;1;2;4;3;13;1.21976283
1;63;4;1;5;1;1;1;1;1;2;6;3;3;0.810658538
2;70;2;1;5;1;3;1;1;1;1;6;2;57;0.530816792
2;23;4;4;5;9;1;1;1;1;2;5;3;3;1.229532252
2;85;2;1;5;1; ;1;2;1;1;2;3;64;2.746731654
2;26;4;1; ;9; ;1;1; ;1;4;3;16;1.21976283
2;21;4;1;4;5;3;1;1;2;1;6;2;33;1.666769483
1;60;2;1;2;2;2; ;1;2;1;6;3;13;0.532085073
1;63;3;1;5; ;1;1;2;1;2;3;2;36;0.952265169
2;30;5;1;1;3;1;1;2;2;2;4;3;56;1.21976283
2;35;1; ; ;9; ; ;2; ;2;4;2;77;1.914419829
2;63;4;4; ;9; ;3;2;1;1;6;3;16;0.850496735
1;31;2;2;5;9; ;1;2;1;2;3;2;76;0.615270812
2;70;4;1;5;1;1;1;2;1;2;4;3;56;1.098692662
1;64;5;1;5;1;1;3;2; ;2;6;2;69;0.783314897
2;25; ;1; ;1;2;1;2;2;2;4;3;3;0.86667359
2;46;2;1;5;9; ;1;1;1;1;4;3;63;1.244324648
2;54;1;1;5;1; ;1;2;1;2;2;3;16;3.331683766
1;58;3;1;5;6;3;2;1;1;1;4;3;3;0.598343207
2;56;1;1;4; ;1;1;2;2;1;6;2;33;0.558794492
2;50;3;2;3;2; ;1;1;2;1;6;3;52;0.958131279
2;59;3;1;5;1; ;1;1;1;1;4;3;73;1.196995405
1;43;5;1; ;8; ;2; ;2;2;4;3;56;1.781196955
2;62;3;1;5;6;1;1;1;1;2;4;3;64;0.598497702
2;33;1;1;5;1;1;1;2;1;2;6;3;90;0.276752911
2;21;2;5; ;9;2; ;2; ;1;4;3;56;1.724952401
2;47;3;1;5;1;1;1;1;1;2;6;3;56;2.221122511
1;30;3;2;5;9;1;1;1;1;1;3;3;90;0.986581166
1;37;5;1;5;9;1;1;2;1;2;1;2;62;0.69044161
2;26; ;1;3; ; ;1;1;1;2;2;3;21;1.21976283
2;59;2;1;5;1;2;1;1;1;2;4;3;16;0.351111118
2;24;2;1; ; ;1;1;2;2;2;6;3;64;1.048500479
2;71;3;1;5;1;1;1;2;1;2;2;3;63;0.549346331
1;52;1;5;1;9; ; ;2; ;2;6;3;63;1.332183367
1;63;4;2;5;9; ;3; ;1;2;2;3;21;0.810658538
2;66;3; ; ;8; ;3;2;1;2;4;3;52;0.389858686
2;48;4;1; ; ;1; ;1;1;2;6;3;63;0.536974673
2;47;1;1;5;9;3;2;1;1;1;6;3;58;0.622162324
2;25;1;1; ; ; ; ;2; ;2;6;3;63;1.21976283
1;38;2;4; ;9; ;2;2;2;1;2;3;63;0.714543268
1;27;1;4;4;9;3; ;2;1;2;6;3;16;0.636748438
2;64;4;1; ;1; ; ;1;2;1;4;3;63;0.850496735
2;53;5;1;5;1;1;1;1;1;2;3;2;48;1.20235338
1;22;2;5;4;9;1;1;2;2;2;2;3;63;0.849885558
2;50;1;1;5;1;1;1;1;1;2;4;3;58;1.001325722
1;39;4;2;5;4;1;1;1;1; ;6;3;21;1.429086536
2;34;1;1;5; ;1; ;2;1;2;4;2;76;0.746997727
2;29;4;3; ;9;2;3;2;2;1;4;3;73;0.609881415
2;54;2;5; ;9; ;1; ; ;2;1;3;56;0.893866376
2;74;2;1;5;6; ;1;1;1;2;4;3;43;1.098692662
2;40;3;1; ; ;1;1;1;1;2;6;3;18;1.244497385
1;57;4;1;3;6;1;1;1;1;2;2;3;73;0.640472773
2;26;1;2;4;9;1;1;2; ;2;6;3;90;0.86667359
2;73;5;2; ;6;3; ;2;2;2;6;2;77;0.726266139
1;52;2;1;5; ;1;1;1;1;1;6;3;58;0.553368476
2;23;1;1;5; ;1;1;1;1;2;6;3;58;1.229532252
1;28; ;1; ;3;1;1;1;1;2;4;3;90;2.364185354
